index,frac_index,conditional_eigenvalue,local_eigen_rank,leverage,expected_increment,y2,cumsum_y2,scaled_cumsum,expected,scaled_expected,band_lower,band_upper,scaled_band_lower,scaled_band_upper
1,0.000036,179.714022,1,0.159312,0.840688,0.626053,0.626053,0.000027,0.840688,0.000036,-290.971055,292.652431,-0.012605,0.012678
2,0.000074,173.309088,1,0.133752,0.866248,0.571829,1.197883,0.000052,1.706936,0.000074,-290.104807,293.518679,-0.012567,0.012715
3,0.000112,173.154604,1,0.125175,0.874825,3.055223,4.253106,0.000184,2.581761,0.000112,-289.229982,294.393504,-0.012529,0.012753
4,0.000155,137.463296,1,0.010331,0.989669,0.004514,4.257620,0.000184,3.571430,0.000155,-288.240313,295.383173,-0.012487,0.012796
5,0.000198,132.806464,1,0.008410,0.991590,2.206779,6.464398,0.000280,4.563020,0.000198,-287.248723,296.374763,-0.012444,0.012839
6,0.000240,131.471548,1,0.023067,0.976933,2.516752,8.981150,0.000389,5.539953,0.000240,-286.271790,297.351696,-0.012401,0.012881
7,0.000283,127.870626,1,0.016869,0.983131,0.015549,8.996699,0.000390,6.523084,0.000283,-285.288659,298.334827,-0.012359,0.012924
8,0.000325,107.826143,1,0.010329,0.989671,0.042318,9.039017,0.000392,7.512755,0.000325,-284.298988,299.324498,-0.012316,0.012967
9,0.000368,106.443193,1,0.007540,0.992460,4.388023,13.427040,0.000582,8.505215,0.000368,-283.306528,300.316958,-0.012273,0.013010
10,0.000411,100.830536,1,0.014085,0.985915,2.497352,15.924392,0.000690,9.491130,0.000411,-282.320613,301.302873,-0.012230,0.013052
11,0.000454,97.420210,1,0.001892,0.998108,0.985755,16.910147,0.000733,10.489237,0.000454,-281.322506,302.300980,-0.012187,0.013096
12,0.000488,93.206924,1,0.234349,0.765651,0.990249,17.900396,0.000775,11.254889,0.000488,-280.556854,303.066632,-0.012154,0.013129
13,0.000521,92.547318,1,0.217464,0.782536,0.026579,17.926976,0.000777,12.037425,0.000521,-279.774318,303.849168,-0.012120,0.013163
14,0.000565,91.495884,1,0.002016,0.997984,0.681777,18.608753,0.000806,13.035409,0.000565,-278.776334,304.847152,-0.012077,0.013206
15,0.000608,90.239961,1,0.001032,0.998968,0.015397,18.624150,0.000807,14.034377,0.000608,-277.777366,305.846120,-0.012033,0.013249
16,0.000651,87.408703,1,0.000782,0.999218,0.151593,18.775742,0.000813,15.033595,0.000651,-276.778148,306.845338,-0.011990,0.013293
17,0.000695,85.460867,1,0.000141,0.999859,0.410629,19.186372,0.000831,16.033454,0.000695,-275.778289,307.845197,-0.011947,0.013336
