day,cov_name,lat_lon_resolution,lr,stepsize,sigma,range_lat,range_lon,advec_lat,advec_lon,beta,nugget,loss,time,epoch
2024-07-1,full likelihood,1250.0,0.02,100,21.252,1.402,1.839,0.04,-0.18,0.146,4.378,14643.454,2306.150488138199,701
2024-07-2,full likelihood,1250.0,0.02,100,22.065,1.637,2.401,-0.016,-0.26,0.13,2.934,14224.483,2581.2270047664642,801
2024-07-3,full likelihood,1250.0,0.02,100,29.613,1.102,1.434,-0.038,-0.251,0.146,4.521,16111.275,2588.0721809864044,801
2024-07-4,full likelihood,1250.0,0.02,100,27.336,2.221,3.216,-0.005,-0.13,0.069,4.923,13947.008,1281.867015838623,401
2024-07-5,full likelihood,1250.0,0.02,100,23.784,1.12,1.981,0.073,-0.231,0.125,4.052,15037.397,2577.0946221351624,801
2024-07-6,full likelihood,1250.0,0.02,100,20.18,1.279,2.762,0.046,-0.327,0.13,5.665,15050.958,2255.201239347458,701
2024-07-7,full likelihood,1250.0,0.02,100,23.434,1.099,3.017,-0.001,-0.303,0.124,6.19,15126.629,1937.707305431366,601
2024-07-8,full likelihood,1250.0,0.02,100,21.213,1.89,1.745,-0.144,-0.28,0.144,4.182,13944.113,1952.3259646892548,601
2024-07-9,full likelihood,1250.0,0.02,100,14.211,1.585,2.053,0.023,-0.228,0.159,2.945,12337.45,2264.90957736969,701
2024-07-10,full likelihood,1250.0,0.02,100,13.367,1.774,3.497,0.044,-0.23,0.128,3.188,11903.579,1618.3715460300446,501
2024-07-11,full likelihood,1250.0,0.02,100,17.628,2.349,3.394,-0.015,-0.07,0.135,2.113,10901.807,1282.8029675483704,401
2024-07-12,full likelihood,1250.0,0.02,100,18.333,2.122,3.544,-0.096,-0.058,0.125,2.588,11467.815,1926.486249446869,601
2024-07-13,full likelihood,1250.0,0.02,100,20.974,2.315,3.411,-0.079,0.008,0.089,2.496,11656.355,2255.0843234062195,701
2024-07-14,full likelihood,1250.0,0.02,100,18.54,3.263,4.784,-0.041,-0.125,0.082,2.684,10670.716,1609.0549397468567,501
2024-07-15,full likelihood,1250.0,0.02,100,24.277,4.89,6.071,0.036,0.203,0.305,1.647,17693.26,3190.319406747818,1001
2024-07-16,full likelihood,1250.0,0.02,100,35.447,4.681,4.846,0.074,0.164,0.234,2.166,15219.222,1284.167589187622,401
2024-07-17,full likelihood,1250.0,0.02,100,30.438,2.889,4.439,-0.086,-0.108,0.078,4.112,12942.796,1918.6509673595428,601
2024-07-18,full likelihood,1250.0,0.02,100,25.909,2.173,3.819,-0.048,-0.222,0.106,3.872,13041.69,1604.5436959266663,501
2024-07-19,full likelihood,1250.0,0.02,100,24.679,2.26,3.322,-0.124,-0.27,0.146,3.266,12760.909,1607.2627675533295,501
2024-07-20,full likelihood,1250.0,0.02,100,20.844,2.294,3.514,-0.082,-0.496,0.133,4.472,13617.719,2246.1522829532623,701
2024-07-21,full likelihood,1250.0,0.02,100,17.718,2.691,5.291,-0.019,-0.289,0.09,3.435,11784.158,1284.0705225467682,401
2024-07-22,full likelihood,1250.0,0.02,100,20.86,2.089,3.317,-0.011,-0.114,0.223,3.741,13121.193,1930.8224046230316,601
2024-07-23,full likelihood,1250.0,0.02,100,16.671,3.451,5.241,-0.001,-0.039,0.136,2.417,16591.789,3210.6018657684326,1001
2024-07-24,full likelihood,1250.0,0.02,100,16.318,2.006,4.104,-0.04,0.058,0.169,2.923,12579.069,2556.7833545207977,801
2024-07-25,full likelihood,1250.0,0.02,100,17.373,4.943,6.646,-0.161,0.077,0.256,0.969,24856.313,3926.0954773426056,1101
2024-07-26,full likelihood,1250.0,0.02,100,23.372,4.522,6.692,-0.144,0.163,0.21,1.474,20992.513,3811.0488374233246,1001
2024-07-27,full likelihood,1250.0,0.02,100,21.881,2.458,4.963,0.113,-0.12,0.115,3.76,13134.0,2741.4889209270477,701
2024-07-28,full likelihood,1250.0,0.02,100,14.293,2.511,4.23,0.062,-0.021,0.061,3.564,11676.316,1925.17551445961,501
2024-07-29,full likelihood,1250.0,0.02,100,9.114,2.831,5.206,-0.007,-0.029,0.051,2.081,9022.845,1582.4903931617737,401
2024-07-30,full likelihood,1250.0,0.02,100,10.799,2.184,5.05,0.031,-0.035,0.063,3.592,11397.862,2319.5458784103394,601
2024-07-31,full likelihood,1250.0,0.02,100,19.47,3.499,5.947,-0.01,-0.139,0.063,5.263,13007.903,1897.5845618247986,501
