day,cov_name,lat_lon_resolution,lr,stepsize,sigma,range_lat,range_lon,advec_lat,advec_lon,beta,nugget,loss,time,epoch
2024-07-1,full likelihood,1250.0,0.02,100,21.19,0.672,0.898,0.045,-0.175,0.375,4.743,14973.112,2688.223654270172,901
2024-07-2,full likelihood,1250.0,0.02,100,21.762,1.177,1.21,-0.023,-0.271,0.245,3.354,15334.01,2628.8938479423523,901
2024-07-3,full likelihood,1250.0,0.02,100,29.443,0.301,0.522,-0.04,-0.251,0.47,4.857,16327.93,2669.1195862293243,901
2024-07-4,full likelihood,1250.0,0.02,100,27.087,0.838,0.977,-0.003,-0.124,0.239,5.636,14024.822,2406.341328859329,801
2024-07-5,full likelihood,1250.0,0.02,100,23.632,0.378,1.029,0.071,-0.235,0.331,4.42,15508.242,2644.2826421260834,901
2024-07-6,full likelihood,1250.0,0.02,100,20.047,0.787,1.528,0.047,-0.338,0.258,6.015,15356.152,2350.562782049179,801
2024-07-7,full likelihood,1250.0,0.02,100,23.478,0.462,1.8,0.001,-0.32,0.291,6.678,15321.217,2336.541031360626,801
2024-07-8,full likelihood,1250.0,0.02,100,21.336,0.605,0.706,-0.137,-0.281,0.426,4.598,14042.574,2370.7962131500244,801
2024-07-9,full likelihood,1250.0,0.02,100,14.224,0.601,0.781,0.027,-0.225,0.431,3.331,12408.315,2361.9740133285522,801
2024-07-10,full likelihood,1250.0,0.02,100,12.972,0.661,1.267,0.047,-0.23,0.354,4.304,11976.965,2063.517121553421,701
2024-07-11,full likelihood,1250.0,0.02,100,20.031,0.881,1.341,-0.004,-0.066,0.354,3.181,11038.284,2047.8258242607117,701
2024-07-12,full likelihood,1250.0,0.02,100,19.517,0.872,2.412,-0.088,-0.029,0.263,3.19,11712.874,2331.796373128891,801
2024-07-13,full likelihood,1250.0,0.02,100,24.009,1.632,2.765,-0.075,0.005,0.18,3.094,12227.886,2589.751366853714,901
2024-07-14,full likelihood,1250.0,0.02,100,23.326,1.57,1.862,-0.109,-0.221,0.274,3.185,10752.915,2052.5375826358795,701
2024-07-15,full likelihood,1250.0,0.02,100,26.866,2.467,3.285,-0.155,-0.08,0.217,3.296,13793.084,2579.21048951149,901
2024-07-16,full likelihood,1250.0,0.02,100,38.011,2.125,2.461,-0.115,-0.087,0.233,3.855,13133.321,2317.660302877426,801
2024-07-17,full likelihood,1250.0,0.02,100,35.11,0.859,1.433,-0.075,-0.095,0.303,4.536,12968.326,2020.9613153934479,701
2024-07-18,full likelihood,1250.0,0.02,100,28.619,0.854,2.719,-0.035,-0.224,0.259,4.637,13279.71,2329.384472846985,801
2024-07-19,full likelihood,1250.0,0.02,100,26.22,1.198,1.83,-0.13,-0.29,0.34,3.912,12978.896,2369.8221175670624,801
2024-07-20,full likelihood,1250.0,0.02,100,20.657,1.822,2.903,-0.055,-0.43,0.248,4.898,14248.472,2296.6965806484222,801
2024-07-21,full likelihood,1250.0,0.02,100,17.55,1.569,2.646,-0.003,-0.34,0.306,4.364,12034.235,2069.52933883667,701
2024-07-22,full likelihood,1250.0,0.02,100,22.795,1.357,2.503,-0.014,-0.094,0.444,4.259,13372.436,2293.861217021942,801
2024-07-23,full likelihood,1250.0,0.02,100,19.613,1.736,3.57,-0.022,-0.054,0.236,2.68,17625.89,2985.5643825531006,1001
2024-07-24,full likelihood,1250.0,0.02,100,16.849,1.545,3.535,-0.037,0.092,0.304,3.329,13478.688,2653.878952741623,901
2024-07-25,full likelihood,1250.0,0.02,100,19.834,2.574,4.309,-0.03,-0.168,0.173,2.476,14755.477,2627.7865579128265,901
2024-07-26,full likelihood,1250.0,0.02,100,25.909,2.026,4.123,-0.02,-0.189,0.183,3.202,14959.978,2630.850615501404,901
2024-07-27,full likelihood,1250.0,0.02,100,25.305,1.909,3.916,0.047,-0.19,0.18,4.1,13609.07,2319.5917463302612,801
2024-07-28,full likelihood,1250.0,0.02,100,15.096,1.323,3.175,0.062,-0.009,0.141,4.114,11868.829,2062.290053129196,701
2024-07-29,full likelihood,1250.0,0.02,100,14.376,3.042,3.816,-0.013,-0.043,0.109,2.485,9125.375,2021.8942210674286,701
2024-07-30,full likelihood,1250.0,0.02,100,12.38,1.641,2.729,0.038,-0.042,0.116,4.307,11516.492,2048.237005710602,701
2024-07-31,full likelihood,1250.0,0.02,100,21.464,3.058,2.774,0.027,-0.126,0.144,6.332,13293.64,2018.9426879882812,701
