dgp,grid_lat,grid_lon,grid_time,vector_size,convolution_lat,convolution_lon,convolution_time,operator_build_seconds,symmetry_relative_error,left_quadratic_form,right_quadratic_form,max_abs_fixed_contrast_variance_error
joint,119,163,8,155176,240,330,15,0.021971542009850964,1.2404232392411653e-15,3676366.4625964058,4075182.0058703087,2.886579864025407e-15
