year,month,day_num,direction,lag,daily_mean,mean_pair_count,hour_1,n_pairs_hour_1,hour_2,n_pairs_hour_2,hour_3,n_pairs_hour_3,hour_4,n_pairs_hour_4,hour_5,n_pairs_hour_5,hour_6,n_pairs_hour_6,hour_7,n_pairs_hour_7,hour_8,n_pairs_hour_8
2025,7,1,lat,0.0440,4.1855,16228.5000,4.6245,16640,5.8295,16157,5.1471,15806,4.3796,15612,4.3521,16053,3.2983,15891,2.8731,16667,2.9796,17002.0000
2025,7,1,lat,0.1320,7.3411,15645.6250,7.5755,16131,9.9290,15602,9.1448,15219,8.3886,14917,7.6535,15430,6.0114,15268,5.3060,16106,4.7200,16492.0000
2025,7,1,lat,0.1760,8.2428,15416.5000,8.3856,15918,10.9560,15372,10.4457,14964,9.6881,14650,8.5180,15191,6.8231,15025,6.0085,15908,5.1174,16304.0000
2025,7,1,lat,0.3960,10.9386,14461.7500,10.9373,14983,14.0366,14360,14.2400,13902,12.5967,13604,10.8481,14200,9.9449,14045,8.3155,15077,6.5893,15523.0000
2025,7,1,lat,0.6160,12.3064,13680.1250,12.4824,14125,14.9862,13537,15.1103,13106,13.8593,12793,12.4726,13467,11.9965,13295,9.9006,14342,7.6432,14776.0000
2025,7,1,lat,0.8360,13.2832,13005.2500,13.1580,13399,15.7257,12834,16.2275,12491,15.4259,12174,13.7166,12827,13.1571,12604,10.5397,13664,8.3148,14049.0000
2025,7,1,lat,1.0560,14.2646,12367.7500,14.1065,12750,17.4095,12246,18.0067,11954,16.3548,11631,14.7097,12159,13.8232,11942,10.8629,12947,8.8434,13313.0000
2025,7,1,lat,1.2760,14.9495,11771.7500,14.9606,12154,18.4428,11723,19.1999,11440,17.2499,11163,15.9438,11558,13.6974,11345,10.8932,12224,9.2084,12567.0000
2025,7,1,lat,1.4960,15.6630,11121.0000,15.8134,11568,19.1144,11126,20.7486,10754,19.1415,10550,16.5337,10891,14.0712,10725,10.9173,11529,8.9637,11825.0000
2025,7,1,lat,1.7160,16.5972,10409.1250,17.0308,10829,20.1510,10376,22.3578,10006,20.3354,9848,17.6453,10210,14.5957,10070,11.4804,10852,9.1808,11082.0000
2025,7,1,lat,1.9360,17.7374,9662.2500,18.7037,10046,21.0481,9588,23.8359,9240,21.4180,9091,19.4638,9521,16.0449,9389,11.8229,10100,9.5620,10323.0000
2025,7,1,lat,2.1560,18.9930,8900.1250,20.1460,9271,21.7479,8813,25.0152,8460,23.5012,8329,21.2531,8758,16.8997,8658,13.1560,9349,10.2247,9563.0000
2025,7,1,lon,0.0630,4.4252,16231.7500,4.7928,16676,5.7312,16166,5.2902,15847,4.5515,15645,4.7597,16058,3.5841,15887,3.4706,16619,3.2218,16956.0000
2025,7,1,lon,0.1260,6.2003,15972.7500,6.5873,16468,8.0089,15931,7.6242,15589,6.8573,15339,6.5670,15779,5.1752,15599,4.6973,16358,4.0852,16719.0000
2025,7,1,lon,0.1800,7.2641,15779.6250,7.3941,16295,9.4277,15740,9.1242,15382,8.4109,15085,7.7527,15568,6.0336,15388,5.4151,16205,4.5547,16574.0000
2025,7,1,lon,0.3690,9.1236,15287.6250,9.1991,15871,11.7858,15289,11.4702,14877,10.9200,14506,9.6997,14988,7.6682,14811,6.8616,15767,5.3842,16192.0000
2025,7,1,lon,0.5580,10.3116,14849.2500,10.4086,15461,13.0282,14846,12.7898,14450,12.4346,13998,11.0765,14493,8.8987,14318,7.9569,15365,5.8992,15863.0000
2025,7,1,lon,0.7470,11.2659,14452.5000,11.2007,15050,13.5883,14452,14.1042,14064,13.7605,13546,12.1978,14041,10.0142,13915,8.9923,15018,6.2691,15534.0000
2025,7,1,lon,0.9360,11.9525,14092.6250,11.8380,14661,14.3418,14094,14.8618,13694,14.8941,13188,12.9110,13666,10.6946,13563,9.6825,14680,6.3964,15195.0000
2025,7,1,lon,1.1250,12.4145,13758.0000,12.2117,14307,14.4184,13737,15.4347,13345,15.8769,12912,13.2999,13321,11.2918,13196,10.1971,14369,6.5853,14877.0000
2025,7,1,lon,1.3140,12.7404,13429.7500,12.4599,13954,14.3148,13400,15.7501,13004,16.4864,12682,13.7029,12992,11.8016,12831,10.6144,14032,6.7926,14543.0000
2025,7,1,lon,1.5030,12.9306,13109.1250,12.8375,13602,14.2000,13059,15.9439,12667,16.5646,12430,14.1259,12717,12.0279,12487,10.9038,13680,6.8412,14231.0000
2025,7,1,lon,1.6920,13.0800,12794.1250,12.6951,13272,14.3182,12723,16.4605,12336,16.6036,12194,14.4789,12424,11.9612,12158,11.0980,13343,7.0244,13903.0000
2025,7,1,lon,1.8810,13.2197,12477.6250,12.7493,12939,14.3243,12369,17.1701,11994,17.0985,11877,14.5826,12181,11.6921,11862,11.0316,13007,7.1090,13592.0000
2025,7,2,lat,0.0440,2.5693,14956.0000,3.1391,15025,2.9709,14559,2.5397,14304,2.5949,13880,2.2146,14374,2.4353,15294,2.4341,15733,2.2256,16479.0000
2025,7,2,lat,0.1320,4.6062,14233.7500,5.4141,14321,5.4514,13814,4.5570,13521,4.7806,13115,4.1954,13624,4.4588,14511,4.3935,15062,3.5987,15902.0000
2025,7,2,lat,0.1760,5.1674,13967.1250,6.1921,14034,6.1253,13527,5.1538,13219,5.3445,12833,4.6680,13359,4.9984,14237,4.9006,14824,3.9561,15704.0000
2025,7,2,lat,0.3960,6.6784,12932.8750,8.2103,12929,8.2384,12321,6.7696,12079,6.4585,11705,6.1763,12294,6.4299,13309,6.1628,13881,4.9811,14945.0000
2025,7,2,lat,0.6160,7.6478,12066.1250,9.3792,11868,8.9977,11341,7.6159,11243,7.4513,10879,7.4513,11452,7.7012,12481,6.8580,13095,5.7278,14170.0000
2025,7,2,lat,0.8360,8.2094,11345.8750,9.6618,11021,9.5047,10633,7.8800,10577,7.9742,10160,8.5746,10789,8.1675,11765,7.5832,12375,6.3294,13447.0000
