year,month,day_num,direction,model,rmse,mae,bias_emp_minus_fit,sigma,range_lat,range_lon,range_time,nugget
2025,7,14,lon,Vecchia_mm20,2.5730,2.2125,-2.2125,19.5246,0.3148,0.6320,1.7326,2.2635
2025,7,15,lat,Corridor_4x4_lag643,4.3338,2.9068,2.1908,14.8524,0.2615,0.2843,1.1774,1.0660
2025,7,15,lat,Debiased_Whittle,7.4630,5.7310,5.7310,10.4792,0.1985,0.2381,1.2642,0.6823
2025,7,15,lat,Vecchia_mm20,4.0637,2.5900,2.1389,14.9047,0.3159,0.3829,1.4458,1.4785
2025,7,15,lon,Corridor_4x4_lag643,1.7285,1.5057,-1.5057,14.8524,0.2615,0.2843,1.1774,1.0660
2025,7,15,lon,Debiased_Whittle,2.3951,2.0466,2.0466,10.4792,0.1985,0.2381,1.2642,0.6823
2025,7,15,lon,Vecchia_mm20,1.4409,1.2318,-1.1824,14.9047,0.3159,0.3829,1.4458,1.4785
2025,7,16,lat,Corridor_4x4_lag643,2.2927,1.7045,0.7048,16.3494,0.2092,0.2302,1.1429,1.4451
2025,7,16,lat,Debiased_Whittle,5.8517,4.7595,4.7595,11.4936,0.1369,0.1543,0.8499,0.9052
2025,7,16,lat,Vecchia_mm20,1.8819,1.6134,-0.6445,17.8060,0.2704,0.3317,1.5205,2.1673
2025,7,16,lon,Corridor_4x4_lag643,1.9031,1.5814,-1.5723,16.3494,0.2092,0.2302,1.1429,1.4451
2025,7,16,lon,Debiased_Whittle,2.9641,2.3684,2.3684,11.4936,0.1369,0.1543,0.8499,0.9052
2025,7,16,lon,Vecchia_mm20,2.8584,2.4676,-2.4676,17.8060,0.2704,0.3317,1.5205,2.1673
2025,7,17,lat,Corridor_4x4_lag643,4.4060,3.2048,2.7133,13.2690,0.1826,0.1819,1.1254,1.5909
2025,7,17,lat,Debiased_Whittle,6.8464,5.5609,5.5609,10.4973,0.1685,0.1386,0.7759,1.0027
2025,7,17,lat,Vecchia_mm20,2.5467,1.8327,0.8307,15.1050,0.3165,0.3318,1.9017,2.9939
2025,7,17,lon,Corridor_4x4_lag643,1.1771,0.9935,-0.3954,13.2690,0.1826,0.1819,1.1254,1.5909
2025,7,17,lon,Debiased_Whittle,2.8157,2.2215,2.2215,10.4973,0.1685,0.1386,0.7759,1.0027
2025,7,17,lon,Vecchia_mm20,2.2733,2.0244,-2.0244,15.1050,0.3165,0.3318,1.9017,2.9939
2025,7,18,lat,Corridor_4x4_lag643,0.8476,0.7353,-0.7353,9.8741,0.2074,0.2521,1.2395,1.7984
2025,7,18,lat,Debiased_Whittle,1.2872,1.2061,1.2061,8.0590,0.1984,0.2690,1.2284,1.3285
2025,7,18,lat,Vecchia_mm20,2.9801,2.6362,-2.6362,12.4162,0.3260,0.4326,1.8496,2.3391
2025,7,18,lon,Corridor_4x4_lag643,1.1607,0.9748,-0.2484,9.8741,0.2074,0.2521,1.2395,1.7984
2025,7,18,lon,Debiased_Whittle,2.1616,1.7657,1.7657,8.0590,0.1984,0.2690,1.2284,1.3285
2025,7,18,lon,Vecchia_mm20,1.9717,1.6633,-1.6633,12.4162,0.3260,0.4326,1.8496,2.3391
2025,7,19,lat,Corridor_4x4_lag643,2.1688,1.6851,0.8922,11.3601,0.1794,0.2467,1.1778,2.0460
2025,7,19,lat,Debiased_Whittle,2.7567,2.0077,1.8390,10.9129,0.1750,0.2429,1.0744,1.4498
2025,7,19,lat,Vecchia_mm20,2.5744,2.1889,-2.1625,14.8104,0.2947,0.4308,1.9959,3.0962
2025,7,19,lon,Corridor_4x4_lag643,1.3853,1.1353,-0.7765,11.3601,0.1794,0.2467,1.1778,2.0460
2025,7,19,lon,Debiased_Whittle,1.1676,0.9532,0.1573,10.9129,0.1750,0.2429,1.0744,1.4498
2025,7,19,lon,Vecchia_mm20,3.5419,3.1835,-3.1835,14.8104,0.2947,0.4308,1.9959,3.0962
2025,7,20,lat,Corridor_4x4_lag643,3.4613,2.3521,1.8569,10.2772,0.1604,0.2410,1.1650,2.8411
2025,7,20,lat,Debiased_Whittle,5.1545,4.0965,4.0965,8.6372,0.1573,0.2345,1.2699,1.9990
2025,7,20,lat,Vecchia_mm20,2.3996,1.7955,0.2749,11.6658,0.2493,0.3922,1.8160,3.8305
2025,7,20,lon,Corridor_4x4_lag643,1.3845,1.1665,-1.1665,10.2772,0.1604,0.2410,1.1650,2.8411
2025,7,20,lon,Debiased_Whittle,1.1744,0.9785,0.9763,8.6372,0.1573,0.2345,1.2699,1.9990
2025,7,20,lon,Vecchia_mm20,2.6027,2.3316,-2.3316,11.6658,0.2493,0.3922,1.8160,3.8305
2025,7,21,lat,Corridor_4x4_lag643,2.1263,1.5705,1.4203,5.4765,0.1000,0.1363,1.7253,2.9995
2025,7,21,lat,Debiased_Whittle,3.1598,2.5900,2.5900,4.3096,0.0769,0.1016,1.6410,2.7984
2025,7,21,lat,Vecchia_mm20,1.4743,1.1101,0.5780,5.9799,0.1418,0.2190,2.7936,3.5789
2025,7,21,lon,Corridor_4x4_lag643,0.7943,0.7008,-0.7008,5.4765,0.1000,0.1363,1.7253,2.9995
2025,7,21,lon,Debiased_Whittle,0.5755,0.4343,0.4056,4.3096,0.0769,0.1016,1.6410,2.7984
2025,7,21,lon,Vecchia_mm20,1.5230,1.3818,-1.3818,5.9799,0.1418,0.2190,2.7936,3.5789
2025,7,22,lat,Corridor_4x4_lag643,1.8809,1.3502,1.0046,5.8058,0.1182,0.1569,1.7062,2.2653
2025,7,22,lat,Debiased_Whittle,3.9463,3.4191,3.4191,3.5224,0.0810,0.1158,2.0076,1.7771
2025,7,22,lat,Vecchia_mm20,1.1856,0.9457,-0.0424,6.4679,0.2406,0.3374,3.5652,3.2223
2025,7,22,lon,Corridor_4x4_lag643,0.9191,0.8311,-0.8311,5.8058,0.1182,0.1569,1.7062,2.2653
2025,7,22,lon,Debiased_Whittle,1.6167,1.5267,1.5267,3.5224,0.0810,0.1158,2.0076,1.7771
2025,7,22,lon,Vecchia_mm20,1.8464,1.6578,-1.6578,6.4679,0.2406,0.3374,3.5652,3.2223
2025,7,23,lat,Corridor_4x4_lag643,2.3117,1.6455,1.3946,5.0132,0.0999,0.1296,1.7530,1.9345
2025,7,23,lat,Debiased_Whittle,4.1261,3.5698,3.5698,3.4661,0.0767,0.0840,1.4347,1.0905
2025,7,23,lat,Vecchia_mm20,1.4873,1.2328,-0.0597,6.0519,0.1859,0.2591,3.5220,2.8170
2025,7,23,lon,Corridor_4x4_lag643,0.9293,0.8661,-0.8661,5.0132,0.0999,0.1296,1.7530,1.9345
2025,7,23,lon,Debiased_Whittle,1.2629,1.2129,1.2129,3.4661,0.0767,0.0840,1.4347,1.0905
2025,7,23,lon,Vecchia_mm20,2.3279,2.1467,-2.1467,6.0519,0.1859,0.2591,3.5220,2.8170
2025,7,24,lat,Corridor_4x4_lag643,0.6873,0.5411,0.1713,4.6229,0.1174,0.1727,1.6257,1.8406
2025,7,24,lat,Debiased_Whittle,2.3881,2.2190,2.2190,2.7881,0.1101,0.1330,1.6708,1.4162
2025,7,24,lat,Vecchia_mm20,0.5520,0.4729,-0.1062,4.7106,0.1694,0.2481,2.4865,2.2126
2025,7,24,lon,Corridor_4x4_lag643,1.0045,0.9113,-0.9113,4.6229,0.1174,0.1727,1.6257,1.8406
2025,7,24,lon,Debiased_Whittle,1.0370,1.0044,1.0044,2.7881,0.1101,0.1330,1.6708,1.4162
2025,7,24,lon,Vecchia_mm20,1.2730,1.1314,-1.1314,4.7106,0.1694,0.2481,2.4865,2.2126
2025,7,25,lat,Corridor_4x4_lag643,1.3250,1.1436,-0.7702,7.2802,0.1536,0.2320,1.9092,1.9841
2025,7,25,lat,Debiased_Whittle,1.9251,1.4897,1.4897,5.5846,0.1351,0.1671,2.7386,1.1227
2025,7,25,lat,Vecchia_mm20,2.0674,1.8151,-1.8151,8.2064,0.2712,0.3746,4.2239,2.7818
2025,7,25,lon,Corridor_4x4_lag643,2.5248,2.3197,-2.3197,7.2802,0.1536,0.2320,1.9092,1.9841
2025,7,25,lon,Debiased_Whittle,0.5862,0.4910,-0.3064,5.5846,0.1351,0.1671,2.7386,1.1227
2025,7,25,lon,Vecchia_mm20,3.5508,3.2323,-3.2323,8.2064,0.2712,0.3746,4.2239,2.7818
2025,7,26,lat,Corridor_4x4_lag643,1.5811,1.4445,-1.4445,12.5999,0.1860,0.2993,1.0454,1.4910
2025,7,26,lat,Debiased_Whittle,0.8014,0.6624,0.4777,10.6778,0.1432,0.2305,0.8937,0.8986
2025,7,26,lat,Vecchia_mm20,3.4125,3.1304,-3.1304,14.3429,0.2576,0.4457,1.4490,2.2758
2025,7,26,lon,Corridor_4x4_lag643,1.6306,1.4105,-1.4105,12.5999,0.1860,0.2993,1.0454,1.4910
2025,7,26,lon,Debiased_Whittle,0.8984,0.7202,0.2579,10.6778,0.1432,0.2305,0.8937,0.8986
2025,7,26,lon,Vecchia_mm20,2.8085,2.4901,-2.4901,14.3429,0.2576,0.4457,1.4490,2.2758
2025,7,27,lat,Corridor_4x4_lag643,2.6524,2.1026,1.4670,14.9183,0.1772,0.2215,0.8991,1.3470
2025,7,27,lat,Debiased_Whittle,4.1824,3.2168,3.2108,13.1265,0.1553,0.1721,0.8943,0.9439
2025,7,27,lat,Vecchia_mm20,1.5688,1.3440,0.2164,16.2961,0.2393,0.3367,1.1000,2.0068
2025,7,27,lon,Corridor_4x4_lag643,1.2879,1.0545,-0.7507,14.9183,0.1772,0.2215,0.8991,1.3470
2025,7,27,lon,Debiased_Whittle,1.7519,1.4790,0.7052,13.1265,0.1553,0.1721,0.8943,0.9439
2025,7,27,lon,Vecchia_mm20,1.6882,1.4827,-1.4827,16.2961,0.2393,0.3367,1.1000,2.0068
2025,7,28,lat,Corridor_4x4_lag643,3.2632,2.5443,2.5141,15.0563,0.1706,0.2206,1.1562,1.9215
2025,7,28,lat,Debiased_Whittle,3.5152,2.8729,2.8729,15.2846,0.1721,0.2003,1.1908,1.3816
2025,7,28,lat,Vecchia_mm20,1.1246,0.9226,-0.4309,18.3450,0.2313,0.3153,1.4376,2.7039
2025,7,28,lon,Corridor_4x4_lag643,1.8698,1.4346,1.0308,15.0563,0.1706,0.2206,1.1562,1.9215
2025,7,28,lon,Debiased_Whittle,2.0712,1.6231,1.1846,15.2846,0.1721,0.2003,1.1908,1.3816
2025,7,28,lon,Vecchia_mm20,1.7298,1.4680,-1.4680,18.3450,0.2313,0.3153,1.4376,2.7039
