branch,rectangle_index,rectangle_id,standardized_minimum_norm_coefficient,raw_rectangle_coefficient,filter_reconstruction_relative_error
negative,3460,s005_019_t02_06,-0.000727858869246,-0.00012657159857,2.83340466183e-15
negative,3461,s005_019_t02_07,-0.0022326354174,-0.000380839669388,2.83340466183e-15
negative,3462,s005_019_t03_04,0.00641977859895,0.00155811776894,2.83340466183e-15
negative,3463,s005_019_t03_05,0.000472670959385,9.28696074324e-05,2.83340466183e-15
negative,3464,s005_019_t03_06,0.00359013684128,0.000649012054041,2.83340466183e-15
negative,3465,s005_019_t03_07,0.0019052960507,0.000331322976304,2.83340466183e-15
negative,3466,s005_019_t04_05,-0.00583589744108,-0.00141640640102,2.83340466183e-15
negative,3467,s005_019_t04_06,-0.00129505141611,-0.00025444955784,2.83340466183e-15
negative,3468,s005_019_t04_07,-0.00280100804925,-0.000506356183008,2.83340466183e-15
negative,3469,s005_019_t05_06,0.00423614584785,0.00102813734393,2.83340466183e-15
negative,3470,s005_019_t05_07,0.00168005163917,0.000330093764168,2.83340466183e-15
negative,3471,s005_019_t06_07,-0.00216081103641,-0.000524441461533,2.83340466183e-15
negative,3472,s005_020_t00_01,-0.000288641308388,-7.03927958686e-05,2.83340466183e-15
negative,3473,s005_020_t00_02,0.00022108436514,4.36477861622e-05,2.83340466183e-15
negative,3474,s005_020_t00_03,-0.000373231249405,-6.77968100262e-05,2.83340466183e-15
negative,3475,s005_020_t00_04,0.000250930430992,4.38461959132e-05,2.83340466183e-15
negative,3476,s005_020_t00_05,-0.000297974033502,-5.10731083432e-05,2.83340466183e-15
negative,3477,s005_020_t00_06,9.58817741399e-05,1.62733421034e-05,2.83340466183e-15
negative,3478,s005_020_t00_07,-0.000104460966565,-1.76392732396e-05,2.83340466183e-15
negative,3479,s005_020_t01_02,0.000561742484889,0.000136995720711,2.83340466183e-15
negative,3480,s005_020_t01_03,-0.000171984871716,-3.39542730624e-05,2.83340466183e-15
negative,3481,s005_020_t01_04,0.000475849978004,8.64373243427e-05,2.83340466183e-15
negative,3482,s005_020_t01_05,-9.69607766992e-05,-1.69423899455e-05,2.83340466183e-15
negative,3483,s005_020_t01_06,0.000299692743016,5.13676972248e-05,2.83340466183e-15
negative,3484,s005_020_t01_07,9.58817741399e-05,1.62733421034e-05,2.83340466183e-15
negative,3485,s005_020_t02_03,-0.000774192020958,-0.000188807143367,2.83340466183e-15
negative,3486,s005_020_t02_04,6.2432524144e-05,1.23257990753e-05,2.83340466183e-15
negative,3487,s005_020_t02_05,-0.000519204132957,-9.43125315015e-05,2.83340466183e-15
negative,3488,s005_020_t02_06,-9.69607766992e-05,-1.69423899455e-05,2.83340466183e-15
negative,3489,s005_020_t02_07,-0.000297974033502,-5.10731083432e-05,2.83340466183e-15
negative,3490,s005_020_t03_04,0.000851313692519,0.000207615297035,2.83340466183e-15
negative,3491,s005_020_t03_05,6.2432524144e-05,1.23257990753e-05,2.83340466183e-15
negative,3492,s005_020_t03_06,0.000475849978004,8.64373243427e-05,2.83340466183e-15
negative,3493,s005_020_t03_07,0.000250930430992,4.38461959132e-05,2.83340466183e-15
negative,3494,s005_020_t04_05,-0.000774192020958,-0.000188807143367,2.83340466183e-15
negative,3495,s005_020_t04_06,-0.000171984871716,-3.39542730624e-05,2.83340466183e-15
negative,3496,s005_020_t04_07,-0.000373231249405,-6.77968100262e-05,2.83340466183e-15
negative,3497,s005_020_t05_06,0.000561742484889,0.000136995720711,2.83340466183e-15
negative,3498,s005_020_t05_07,0.00022108436514,4.36477861622e-05,2.83340466183e-15
negative,3499,s005_020_t06_07,-0.000288641308388,-7.03927958686e-05,2.83340466183e-15
negative,3500,s005_021_t00_01,-0.000494992992722,-0.000120575010213,2.83340466183e-15
negative,3501,s005_021_t00_02,0.0003858792681,7.60929046147e-05,2.83340466183e-15
negative,3502,s005_021_t00_03,-0.000641795573374,-0.000116443836191,2.83340466183e-15
negative,3503,s005_021_t00_04,0.000437578930773,7.63701276032e-05,2.83340466183e-15
negative,3504,s005_021_t00_05,-0.000511371870147,-8.75465892053e-05,2.83340466183e-15
negative,3505,s005_021_t00_06,0.000169852230755,2.87938988109e-05,2.83340466183e-15
negative,3506,s005_021_t00_07,-0.000173744513326,-2.9303957284e-05,2.83340466183e-15
negative,3507,s005_021_t01_02,0.000971662078023,0.00023668651214,2.83340466183e-15
negative,3508,s005_021_t01_03,-0.000296827777407,-5.85325246014e-05,2.83340466183e-15
negative,3509,s005_021_t01_04,0.000823582155089,0.000149426187303,2.83340466183e-15
negative,3510,s005_021_t01_05,-0.000166660109811,-2.90869897006e-05,2.83340466183e-15
negative,3511,s005_021_t01_06,0.00051942271381,8.89248893115e-05,2.83340466183e-15
negative,3512,s005_021_t01_07,0.000169852230755,2.87938988109e-05,2.83340466183e-15
negative,3513,s005_021_t02_03,-0.0013383276049,-0.000326002321248,2.83340466183e-15
negative,3514,s005_021_t02_04,0.000108524765634,2.14003843232e-05,2.83340466183e-15
negative,3515,s005_021_t02_05,-0.000896984774059,-0.00016274395217,2.83340466183e-15
negative,3516,s005_021_t02_06,-0.000166660109811,-2.90869897006e-05,2.83340466183e-15
negative,3517,s005_021_t02_07,-0.000511371870147,-8.75465892053e-05,2.83340466183e-15
negative,3518,s005_021_t03_04,0.00147238611761,0.000358657544204,2.83340466183e-15
negative,3519,s005_021_t03_05,0.000108524765634,2.14003843232e-05,2.83340466183e-15
negative,3520,s005_021_t03_06,0.000823582155089,0.000149426187303,2.83340466183e-15
negative,3521,s005_021_t03_07,0.000437578930773,7.63701276032e-05,2.83340466183e-15
negative,3522,s005_021_t04_05,-0.0013383276049,-0.000326002321248,2.83340466183e-15
negative,3523,s005_021_t04_06,-0.000296827777407,-5.85325246014e-05,2.83340466183e-15
negative,3524,s005_021_t04_07,-0.000641795573374,-0.000116443836191,2.83340466183e-15
negative,3525,s005_021_t05_06,0.000971662078023,0.00023668651214,2.83340466183e-15
negative,3526,s005_021_t05_07,0.0003858792681,7.60929046147e-05,2.83340466183e-15
negative,3527,s005_021_t06_07,-0.000494992992722,-0.000120575010213,2.83340466183e-15
negative,3528,s005_022_t00_01,-0.00108210490391,-0.000263046275518,2.83340466183e-15
negative,3529,s005_022_t00_02,0.000841347108545,0.00016556649618,2.83340466183e-15
negative,3530,s005_022_t00_03,-0.00140270689797,-0.000253975167479,2.83340466183e-15
negative,3531,s005_022_t00_04,0.000954146459435,0.000166183037201,2.83340466183e-15
negative,3532,s005_022_t00_05,-0.00111807358121,-0.000191019329992,2.83340466183e-15
negative,3533,s005_022_t00_06,0.000369240981617,6.24659934449e-05,2.83340466183e-15
negative,3534,s005_022_t00_07,-0.000381885819675,-6.42766511011e-05,2.83340466183e-15
negative,3535,s005_022_t01_02,0.00212140447195,0.000515687105009,2.83340466183e-15
negative,3536,s005_022_t01_03,-0.000648544210754,-0.000127625318375,2.83340466183e-15
negative,3537,s005_022_t01_04,0.00179789191014,0.000325527663439,2.83340466183e-15
negative,3538,s005_022_t01_05,-0.000364501864573,-6.34850408143e-05,2.83340466183e-15
negative,3539,s005_022_t01_06,0.00113341702497,0.000193640708759,2.83340466183e-15
negative,3540,s005_022_t01_07,0.000369240981617,6.24659934449e-05,2.83340466183e-15
negative,3541,s005_022_t02_03,-0.00292253840495,-0.000710432823752,2.83340466183e-15
negative,3542,s005_022_t02_04,0.000236707215243,4.6580993564e-05,2.83340466183e-15
negative,3543,s005_022_t02_05,-0.00195902586775,-0.000354702699171,2.83340466183e-15
negative,3544,s005_022_t02_06,-0.000364501864573,-6.34850408143e-05,2.83340466183e-15
negative,3545,s005_022_t02_07,-0.00111807358121,-0.000191019329992,2.83340466183e-15
negative,3546,s005_022_t03_04,0.00321493818152,0.000781511581376,2.83340466183e-15
negative,3547,s005_022_t03_05,0.000236707215243,4.6580993564e-05,2.83340466183e-15
negative,3548,s005_022_t03_06,0.00179789191014,0.000325527663439,2.83340466183e-15
negative,3549,s005_022_t03_07,0.000954146459435,0.000166183037201,2.83340466183e-15
negative,3550,s005_022_t04_05,-0.00292253840495,-0.000710432823752,2.83340466183e-15
negative,3551,s005_022_t04_06,-0.000648544210754,-0.000127625318375,2.83340466183e-15
negative,3552,s005_022_t04_07,-0.00140270689797,-0.000253975167479,2.83340466183e-15
negative,3553,s005_022_t05_06,0.00212140447195,0.000515687105009,2.83340466183e-15
negative,3554,s005_022_t05_07,0.000841347108545,0.00016556649618,2.83340466183e-15
negative,3555,s005_022_t06_07,-0.00108210490391,-0.000263046275518,2.83340466183e-15
negative,3556,s005_023_t00_01,-0.00166801454269,-0.000404934256854,2.83340466183e-15
negative,3557,s005_023_t00_02,0.00129588361663,0.000254674314173,2.83340466183e-15
negative,3558,s005_023_t00_03,-0.00216206024638,-0.000390943510741,2.83340466183e-15
negative,3559,s005_023_t00_04,0.00146965767302,0.000255628769665,2.83340466183e-15
negative,3560,s005_023_t00_05,-0.00172353280465,-0.000294068414552,2.83340466183e-15
negative,3561,s005_023_t00_06,0.000568222699723,9.60006620567e-05,2.83340466183e-15
negative,3562,s005_023_t00_07,-0.000589599635849,-9.91057403443e-05,2.83340466183e-15
negative,3563,s005_023_t01_02,0.00326879413688,0.000793546273579,2.83340466183e-15
negative,3564,s005_023_t01_03,-0.000999540623718,-0.000196435327653,2.83340466183e-15
negative,3565,s005_023_t01_04,0.00277020805684,0.000500908735099,2.83340466183e-15
negative,3566,s005_023_t01_05,-0.000561938382483,-9.77422293494e-05,2.83340466183e-15
negative,3567,s005_023_t01_06,0.00174615529751,0.000297928254405,2.83340466183e-15
negative,3568,s005_023_t01_07,0.000568222699723,9.60006620567e-05,2.83340466183e-15
negative,3569,s005_023_t02_03,-0.00450350704896,-0.00109329039612,2.83340466183e-15
negative,3570,s005_023_t02_04,0.000364627506399,7.16586419713e-05,2.83340466183e-15
negative,3571,s005_023_t02_05,-0.00301889328962,-0.000545875973239,2.83340466183e-15
negative,3572,s005_023_t02_06,-0.000561938382484,-9.77422293494e-05,2.83340466183e-15
negative,3573,s005_023_t02_07,-0.00172353280465,-0.000294068414552,2.83340466183e-15
negative,3574,s005_023_t03_04,0.00495392425019,0.00120263557866,2.83340466183e-15
negative,3575,s005_023_t03_05,0.000364627506399,7.16586419713e-05,2.83340466183e-15
negative,3576,s005_023_t03_06,0.00277020805684,0.000500908735099,2.83340466183e-15
negative,3577,s005_023_t03_07,0.00146965767302,0.000255628769665,2.83340466183e-15
negative,3578,s005_023_t04_05,-0.00450350704896,-0.00109329039612,2.83340466183e-15
negative,3579,s005_023_t04_06,-0.000999540623718,-0.000196435327653,2.83340466183e-15
negative,3580,s005_023_t04_07,-0.00216206024638,-0.000390943510741,2.83340466183e-15
negative,3581,s005_023_t05_06,0.00326879413688,0.000793546273579,2.83340466183e-15
negative,3582,s005_023_t05_07,0.00129588361663,0.000254674314173,2.83340466183e-15
negative,3583,s005_023_t06_07,-0.00166801454269,-0.000404934256854,2.83340466183e-15
negative,3584,s005_024_t00_01,-0.00187295822772,-0.000454433072875,2.83340466183e-15
negative,3585,s005_024_t00_02,0.00145956326536,0.000286681206637,2.83340466183e-15
negative,3586,s005_024_t00_03,-0.00242879416686,-0.00043892880402,2.83340466183e-15
negative,3587,s005_024_t00_04,0.00165504256602,0.00028771325114,2.83340466183e-15
negative,3588,s005_024_t00_05,-0.00193547475452,-0.000330045252787,2.83340466183e-15
negative,3589,s005_024_t00_06,0.000641696146163,0.000108353322599,2.83340466183e-15
negative,3590,s005_024_t00_07,-0.000658402767064,-0.000110608984293,2.83340466183e-15
negative,3591,s005_024_t01_02,0.00367592807905,0.00089188496994,2.83340466183e-15
negative,3592,s005_024_t01_03,-0.00112353396182,-0.000220679760526,2.83340466183e-15
negative,3593,s005_024_t01_04,0.00311557789877,0.000563043546297,2.83340466183e-15
negative,3594,s005_024_t01_05,-0.00063116233043,-0.000109721507962,2.83340466183e-15
negative,3595,s005_024_t01_06,0.0019643937736,0.000334976644911,2.83340466183e-15
negative,3596,s005_024_t01_07,0.000641696146163,0.000108353322599,2.83340466183e-15
negative,3597,s005_024_t02_03,-0.00506380752776,-0.00122862409916,2.83340466183e-15
negative,3598,s005_024_t02_04,0.000410407300176,8.06104557573e-05,2.83340466183e-15
negative,3599,s005_024_t02_05,-0.00339410487849,-0.000613378612053,2.83340466183e-15
negative,3600,s005_024_t02_06,-0.00063116233043,-0.000109721507962,2.83340466183e-15
negative,3601,s005_024_t02_07,-0.00193547475452,-0.000330045252787,2.83340466183e-15
negative,3602,s005_024_t03_04,0.00557077560962,0.00135162901185,2.83340466183e-15
negative,3603,s005_024_t03_05,0.000410407300176,8.06104557573e-05,2.83340466183e-15
negative,3604,s005_024_t03_06,0.00311557789877,0.000563043546297,2.83340466183e-15
negative,3605,s005_024_t03_07,0.00165504256602,0.00028771325114,2.83340466183e-15
negative,3606,s005_024_t04_05,-0.00506380752776,-0.00122862409916,2.83340466183e-15
negative,3607,s005_024_t04_06,-0.00112353396182,-0.000220679760526,2.83340466183e-15
negative,3608,s005_024_t04_07,-0.00242879416686,-0.00043892880402,2.83340466183e-15
negative,3609,s005_024_t05_06,0.00367592807905,0.00089188496994,2.83340466183e-15
negative,3610,s005_024_t05_07,0.00145956326536,0.000286681206637,2.83340466183e-15
negative,3611,s005_024_t06_07,-0.00187295822772,-0.000454433072875,2.83340466183e-15
negative,3612,s006_007_t00_01,-0.000909079380625,-0.000249762694432,2.83340466183e-15
negative,3613,s006_007_t00_02,0.0007016446769,0.000156054917352,2.83340466183e-15
negative,3614,s006_007_t00_03,-0.00117709041042,-0.000240877988583,2.83340466183e-15
negative,3615,s006_007_t00_04,0.000796087456233,0.000156709527625,2.83340466183e-15
negative,3616,s006_007_t00_05,-0.000938941484852,-0.000181304436417,2.83340466183e-15
negative,3617,s006_007_t00_06,0.000306104727928,5.85284150646e-05,2.83340466183e-15
negative,3618,s006_007_t00_07,-0.000324898188884,-6.18059051706e-05,2.83340466183e-15
negative,3619,s006_007_t01_02,0.00177580727712,0.000487889638439,2.83340466183e-15
negative,3620,s006_007_t01_03,-0.000543400896718,-0.000120859438999,2.83340466183e-15
negative,3621,s006_007_t01_04,0.0015047030175,0.00030792013346,2.83340466183e-15
negative,3622,s006_007_t01_05,-0.000305856851855,-6.02078105861e-05,2.83340466183e-15
negative,3623,s006_007_t01_06,0.000948050678872,0.000183063371681,2.83340466183e-15
negative,3624,s006_007_t01_07,0.000306104727928,5.85284150646e-05,2.83340466183e-15
negative,3625,s006_007_t02_03,-0.00244705973819,-0.000672311182799,2.83340466183e-15
negative,3626,s006_007_t02_04,0.000197824703105,4.39987912824e-05,2.83340466183e-15
negative,3627,s006_007_t02_05,-0.00164064667238,-0.000335739435918,2.83340466183e-15
negative,3628,s006_007_t02_06,-0.000305856851855,-6.02078105862e-05,2.83340466183e-15
negative,3629,s006_007_t02_07,-0.000938941484852,-0.000181304436417,2.83340466183e-15
negative,3630,s006_007_t03_04,0.00269142871075,0.000739449712529,2.83340466183e-15
negative,3631,s006_007_t03_05,0.000197824703105,4.39987912824e-05,2.83340466183e-15
negative,3632,s006_007_t03_06,0.0015047030175,0.00030792013346,2.83340466183e-15
negative,3633,s006_007_t03_07,0.000796087456233,0.000156709527625,2.83340466183e-15
negative,3634,s006_007_t04_05,-0.00244705973819,-0.000672311182799,2.83340466183e-15
negative,3635,s006_007_t04_06,-0.000543400896718,-0.000120859438999,2.83340466183e-15
negative,3636,s006_007_t04_07,-0.00117709041042,-0.000240877988583,2.83340466183e-15
negative,3637,s006_007_t05_06,0.00177580727712,0.000487889638439,2.83340466183e-15
negative,3638,s006_007_t05_07,0.0007016446769,0.000156054917352,2.83340466183e-15
negative,3639,s006_007_t06_07,-0.000909079380625,-0.000249762694432,2.83340466183e-15
negative,3640,s006_008_t00_01,-0.00164573369048,-0.000409272985309,2.83340466183e-15
negative,3641,s006_008_t00_02,0.00127020841979,0.000255718981739,2.83340466183e-15
negative,3642,s006_008_t00_03,-0.00213092210255,-0.000394714085322,2.83340466183e-15
negative,3643,s006_008_t00_04,0.00144118101809,0.000256791657147,2.83340466183e-15
negative,3644,s006_008_t00_05,-0.00169979395411,-0.00029709404004,2.83340466183e-15
negative,3645,s006_008_t00_06,0.000554150577292,9.59074341089e-05,2.83340466183e-15
negative,3646,s006_008_t00_07,-0.000588172943742,-0.000101278084683,2.83340466183e-15
negative,3647,s006_008_t01_02,0.003214797218,0.000799479078653,2.83340466183e-15
negative,3648,s006_008_t01_03,-0.000983734954526,-0.000198046003281,2.83340466183e-15
negative,3649,s006_008_t01_04,0.00272400903908,0.000504572520498,2.83340466183e-15
negative,3650,s006_008_t01_05,-0.000553701839773,-9.86593711792e-05,2.83340466183e-15
negative,3651,s006_008_t01_06,0.00171628460149,0.000299976314708,2.83340466183e-15
negative,3652,s006_008_t01_07,0.000554150577292,9.59074341089e-05,2.83340466183e-15
negative,3653,s006_008_t02_03,-0.00442998569718,-0.00110168095947,2.83340466183e-15
negative,3654,s006_008_t02_04,0.000358127998117,7.20985041383e-05,2.83340466183e-15
negative,3655,s006_008_t02_05,-0.0029701119181,-0.000550158547633,2.83340466183e-15
negative,3656,s006_008_t02_06,-0.000553701839773,-9.86593711792e-05,2.83340466183e-15
negative,3657,s006_008_t02_07,-0.00169979395411,-0.00029709404004,2.83340466183e-15
negative,3658,s006_008_t03_04,0.00487237418342,0.00121169733543,2.83340466183e-15
negative,3659,s006_008_t03_05,0.000358127998117,7.20985041383e-05,2.83340466183e-15
negative,3660,s006_008_t03_06,0.00272400903908,0.000504572520498,2.83340466183e-15
negative,3661,s006_008_t03_07,0.00144118101809,0.000256791657147,2.83340466183e-15
negative,3662,s006_008_t04_05,-0.00442998569718,-0.00110168095947,2.83340466183e-15
negative,3663,s006_008_t04_06,-0.000983734954526,-0.000198046003281,2.83340466183e-15
negative,3664,s006_008_t04_07,-0.00213092210255,-0.000394714085322,2.83340466183e-15
negative,3665,s006_008_t05_06,0.003214797218,0.000799479078653,2.83340466183e-15
negative,3666,s006_008_t05_07,0.00127020841979,0.000255718981739,2.83340466183e-15
negative,3667,s006_008_t06_07,-0.00164573369048,-0.000409272985309,2.83340466183e-15
negative,3668,s006_009_t00_01,-0.00189256456271,-0.000461551785189,2.83340466183e-15
negative,3669,s006_009_t00_02,0.00146689519879,0.000289603147791,2.83340466183e-15
negative,3670,s006_009_t00_03,-0.00245210805508,-0.000445421181992,2.83340466183e-15
negative,3671,s006_009_t00_04,0.00166389312342,0.000290739483881,2.83340466183e-15
negative,3672,s006_009_t00_05,-0.00195515718374,-0.000335116297469,2.83340466183e-15
negative,3673,s006_009_t00_06,0.000642154348094,0.000108988360946,2.83340466183e-15
negative,3674,s006_009_t00_07,-0.000671522317028,-0.000113393222817,2.83340466183e-15
negative,3675,s006_009_t01_02,0.00370459140749,0.000903462323669,2.83340466183e-15
negative,3676,s006_009_t01_03,-0.00113300088325,-0.000223683752261,2.83340466183e-15
negative,3677,s006_009_t01_04,0.00313938218363,0.000570263337319,2.83340466183e-15
negative,3678,s006_009_t01_05,-0.000637179825168,-0.000111337279361,2.83340466183e-15
negative,3679,s006_009_t01_06,0.00197863623145,0.000339140634542,2.83340466183e-15
negative,3680,s006_009_t01_07,0.000642154348094,0.000108988360946,2.83340466183e-15
negative,3681,s006_009_t02_03,-0.00510416515842,-0.00124478529673,2.83340466183e-15
negative,3682,s006_009_t02_04,0.000413075279837,8.15517709882e-05,2.83340466183e-15
negative,3683,s006_009_t02_05,-0.00342170999192,-0.000621547694801,2.83340466183e-15
negative,3684,s006_009_t02_06,-0.000637179825168,-0.000111337279361,2.83340466183e-15
negative,3685,s006_009_t02_07,-0.00195515718374,-0.000335116297469,2.83340466183e-15
negative,3686,s006_009_t03_04,0.00561442894318,0.0013692265789,2.83340466183e-15
negative,3687,s006_009_t03_05,0.000413075279837,8.15517709882e-05,2.83340466183e-15
negative,3688,s006_009_t03_06,0.00313938218363,0.000570263337319,2.83340466183e-15
negative,3689,s006_009_t03_07,0.00166389312342,0.000290739483881,2.83340466183e-15
negative,3690,s006_009_t04_05,-0.00510416515842,-0.00124478529673,2.83340466183e-15
negative,3691,s006_009_t04_06,-0.00113300088325,-0.000223683752261,2.83340466183e-15
negative,3692,s006_009_t04_07,-0.00245210805508,-0.000445421181992,2.83340466183e-15
negative,3693,s006_009_t05_06,0.00370459140749,0.000903462323668,2.83340466183e-15
negative,3694,s006_009_t05_07,0.00146689519879,0.000289603147791,2.83340466183e-15
negative,3695,s006_009_t06_07,-0.00189256456271,-0.000461551785189,2.83340466183e-15
negative,3696,s006_010_t00_01,0.000408643489537,0.000105538954778,2.83340466183e-15
negative,3697,s006_010_t00_02,-0.000323179858304,-6.75689158263e-05,2.83340466183e-15
negative,3698,s006_010_t00_03,0.000530994155781,0.000102145555986,2.83340466183e-15
negative,3699,s006_010_t00_04,-0.000366187664901,-6.77611507227e-05,2.83340466183e-15
negative,3700,s006_010_t00_05,0.000422415966109,7.66748031037e-05,2.83340466183e-15
negative,3701,s006_010_t00_06,-0.000143941811691,-2.58717694073e-05,2.83340466183e-15
negative,3702,s006_010_t00_07,0.000139734800021,2.49878965669e-05,2.83340466183e-15
negative,3703,s006_010_t01_02,-0.000807861224666,-0.000208643552242,2.83340466183e-15
negative,3704,s006_010_t01_03,0.000246305093021,5.14963035918e-05,2.83340466183e-15
negative,3705,s006_010_t01_04,-0.000685049771047,-0.000131780715436,2.83340466183e-15
negative,3706,s006_010_t01_05,0.000137842640455,2.55070741895e-05,2.83340466183e-15
negative,3707,s006_010_t01_06,-0.000432567932819,-7.85175365965e-05,2.83340466183e-15
negative,3708,s006_010_t01_07,-0.000143941811691,-2.58717694073e-05,2.83340466183e-15
negative,3709,s006_010_t02_03,0.00111211707125,0.000287222667915,2.83340466183e-15
negative,3710,s006_010_t02_04,-9.05618598151e-05,-1.89342452065e-05,2.83340466183e-15
negative,3711,s006_010_t02_05,0.000745022053549,0.00014331738128,2.83340466183e-15
negative,3712,s006_010_t02_06,0.000137842640455,2.55070741895e-05,2.83340466183e-15
negative,3713,s006_010_t02_07,0.000422415966109,7.66748031037e-05,2.83340466183e-15
negative,3714,s006_010_t03_04,-0.001223986359,-0.000316114765804,2.83340466183e-15
negative,3715,s006_010_t03_05,-9.05618598151e-05,-1.89342452065e-05,2.83340466183e-15
negative,3716,s006_010_t03_06,-0.000685049771047,-0.000131780715436,2.83340466183e-15
negative,3717,s006_010_t03_07,-0.000366187664901,-6.77611507227e-05,2.83340466183e-15
negative,3718,s006_010_t04_05,0.00111211707125,0.000287222667915,2.83340466183e-15
negative,3719,s006_010_t04_06,0.000246305093021,5.14963035918e-05,2.83340466183e-15
negative,3720,s006_010_t04_07,0.000530994155781,0.000102145555986,2.83340466183e-15
negative,3721,s006_010_t05_06,-0.000807861224666,-0.000208643552242,2.83340466183e-15
negative,3722,s006_010_t05_07,-0.000323179858304,-6.75689158263e-05,2.83340466183e-15
negative,3723,s006_010_t06_07,0.000408643489537,0.000105538954778,2.83340466183e-15
negative,3724,s006_011_t00_01,9.04513706775e-05,2.48508306216e-05,2.83340466183e-15
negative,3725,s006_011_t00_02,-7.0324736968e-05,-1.56411374711e-05,2.83340466183e-15
negative,3726,s006_011_t00_03,0.000117148107728,2.39730099523e-05,2.83340466183e-15
negative,3727,s006_011_t00_04,-7.98111280253e-05,-1.57107914244e-05,2.83340466183e-15
negative,3728,s006_011_t00_05,9.33054791293e-05,1.80167745509e-05,2.83340466183e-15
negative,3729,s006_011_t00_06,-3.10134157217e-05,-5.92988567154e-06,2.83340466183e-15
negative,3730,s006_011_t00_07,3.17727977923e-05,6.04419034784e-06,2.83340466183e-15
negative,3731,s006_011_t01_02,-0.00017732213782,-4.87179174779e-05,2.83340466183e-15
negative,3732,s006_011_t01_03,5.41000409228e-05,1.20325537464e-05,2.83340466183e-15
negative,3733,s006_011_t01_04,-0.000150340623401,-3.07654756949e-05,2.83340466183e-15
negative,3734,s006_011_t01_05,3.03126928911e-05,5.96704253288e-06,2.83340466183e-15
negative,3735,s006_011_t01_06,-9.48911103731e-05,-1.83229512182e-05,2.83340466183e-15
negative,3736,s006_011_t01_07,-3.10134157217e-05,-5.92988567154e-06,2.83340466183e-15
negative,3737,s006_011_t02_03,0.000244150856419,6.70786029393e-05,2.83340466183e-15
negative,3738,s006_011_t02_04,-1.98508653234e-05,-4.41509100255e-06,2.83340466183e-15
negative,3739,s006_011_t02_05,0.000163588265887,3.34764530323e-05,2.83340466183e-15
negative,3740,s006_011_t02_06,3.03126928911e-05,5.96704253288e-06,2.83340466183e-15
negative,3741,s006_011_t02_07,9.33054791293e-05,1.80167745509e-05,2.83340466183e-15
negative,3742,s006_011_t03_04,-0.000268672240692,-7.38156679789e-05,2.83340466183e-15
negative,3743,s006_011_t03_05,-1.98508653234e-05,-4.41509100255e-06,2.83340466183e-15
negative,3744,s006_011_t03_06,-0.000150340623401,-3.07654756949e-05,2.83340466183e-15
negative,3745,s006_011_t03_07,-7.98111280254e-05,-1.57107914244e-05,2.83340466183e-15
negative,3746,s006_011_t04_05,0.000244150856419,6.70786029393e-05,2.83340466183e-15
negative,3747,s006_011_t04_06,5.41000409228e-05,1.20325537464e-05,2.83340466183e-15
negative,3748,s006_011_t04_07,0.000117148107728,2.39730099523e-05,2.83340466183e-15
negative,3749,s006_011_t05_06,-0.00017732213782,-4.87179174778e-05,2.83340466183e-15
negative,3750,s006_011_t05_07,-7.0324736968e-05,-1.56411374711e-05,2.83340466183e-15
negative,3751,s006_011_t06_07,9.04513706775e-05,2.48508306216e-05,2.83340466183e-15
negative,3752,s006_012_t00_01,-0.000854563339579,-0.000220705147544,2.83340466183e-15
negative,3753,s006_012_t00_02,0.000659568164314,0.000137899391411,2.83340466183e-15
negative,3754,s006_012_t00_03,-0.00110650217522,-0.000212854093885,2.83340466183e-15
negative,3755,s006_012_t00_04,0.000748347360747,0.000138477843917,2.83340466183e-15
negative,3756,s006_012_t00_05,-0.000882634661017,-0.000160211365753,2.83340466183e-15
negative,3757,s006_012_t00_06,0.000287748115446,5.17191829306e-05,2.83340466183e-15
negative,3758,s006_012_t00_07,-0.000305414562492,-5.46153677998e-05,2.83340466183e-15
negative,3759,s006_012_t01_02,0.00166931494602,0.000431128255092,2.83340466183e-15
negative,3760,s006_012_t01_03,-0.000510814011322,-0.000106798576852,2.83340466183e-15
negative,3761,s006_012_t01_04,0.0014144683766,0.000272096514017,2.83340466183e-15
negative,3762,s006_012_t01_05,-0.000287515104094,-5.32031965326e-05,2.83340466183e-15
negative,3763,s006_012_t01_06,0.000891197591208,0.000161765665398,2.83340466183e-15
negative,3764,s006_012_t01_07,0.000287748115446,5.17191829306e-05,2.83340466183e-15
negative,3765,s006_012_t02_03,-0.00230031346722,-0.000594094082518,2.83340466183e-15
negative,3766,s006_012_t02_04,0.000185961471068,3.88799445965e-05,2.83340466183e-15
negative,3767,s006_012_t02_05,-0.00154225970723,-0.00029667930156,2.83340466183e-15
negative,3768,s006_012_t02_06,-0.000287515104094,-5.32031965326e-05,2.83340466183e-15
negative,3769,s006_012_t02_07,-0.000882634661017,-0.000160211365753,2.83340466183e-15
negative,3770,s006_012_t03_04,0.00253002802212,0.000653421674029,2.83340466183e-15
negative,3771,s006_012_t03_05,0.000185961471068,3.88799445965e-05,2.83340466183e-15
negative,3772,s006_012_t03_06,0.0014144683766,0.000272096514017,2.83340466183e-15
negative,3773,s006_012_t03_07,0.000748347360747,0.000138477843917,2.83340466183e-15
negative,3774,s006_012_t04_05,-0.00230031346722,-0.000594094082518,2.83340466183e-15
negative,3775,s006_012_t04_06,-0.000510814011322,-0.000106798576852,2.83340466183e-15
negative,3776,s006_012_t04_07,-0.00110650217522,-0.000212854093885,2.83340466183e-15
