year,month,day_num,direction,model,rmse,mae,bias_emp_minus_fit,mean_model,normalized,sigma,range_lat,range_lon,range_time,nugget
2023,7,1,lat,Corridor_4x4_lag643,0.0822,0.0761,-0.0761,hour_dummy_plus_lat_lon_ols,True,10.5390,0.1928,0.2567,1.7627,2.0065
2023,7,1,lat,Debiased_Whittle,0.1297,0.1194,-0.1194,hour_dummy_plus_lat_lon_ols,True,5.8904,0.1346,0.1765,1.5206,2.0125
2023,7,1,lat,Vecchia_mm20,0.0643,0.0592,-0.0592,hour_dummy_plus_lat_lon_ols,True,9.3117,0.2705,0.4009,2.6712,3.1739
2023,7,1,lon,Corridor_4x4_lag643,0.1376,0.1250,-0.1250,hour_dummy_plus_lat_lon_ols,True,10.5390,0.1928,0.2567,1.7627,2.0065
2023,7,1,lon,Debiased_Whittle,0.1887,0.1812,-0.1812,hour_dummy_plus_lat_lon_ols,True,5.8904,0.1346,0.1765,1.5206,2.0125
2023,7,1,lon,Vecchia_mm20,0.0966,0.0861,-0.0861,hour_dummy_plus_lat_lon_ols,True,9.3117,0.2705,0.4009,2.6712,3.1739
2023,7,2,lat,Corridor_4x4_lag643,0.1113,0.1074,-0.1074,hour_dummy_plus_lat_lon_ols,True,10.2500,0.1464,0.1721,1.1986,1.9485
2023,7,2,lat,Debiased_Whittle,0.1216,0.1173,-0.1173,hour_dummy_plus_lat_lon_ols,True,8.2765,0.1281,0.1398,0.9891,1.4579
2023,7,2,lat,Vecchia_mm20,0.0872,0.0773,-0.0765,hour_dummy_plus_lat_lon_ols,True,10.7740,0.2245,0.2937,2.1070,2.9197
2023,7,2,lon,Corridor_4x4_lag643,0.1232,0.1070,-0.1070,hour_dummy_plus_lat_lon_ols,True,10.2500,0.1464,0.1721,1.1986,1.9485
2023,7,2,lon,Debiased_Whittle,0.1433,0.1258,-0.1258,hour_dummy_plus_lat_lon_ols,True,8.2765,0.1281,0.1398,0.9891,1.4579
2023,7,2,lon,Vecchia_mm20,0.0765,0.0610,-0.0558,hour_dummy_plus_lat_lon_ols,True,10.7740,0.2245,0.2937,2.1070,2.9197
2023,7,3,lat,Corridor_4x4_lag643,0.1917,0.1861,-0.1861,hour_dummy_plus_lat_lon_ols,True,8.0858,0.1900,0.2287,1.5718,2.8134
2023,7,3,lat,Debiased_Whittle,0.2261,0.2244,-0.2244,hour_dummy_plus_lat_lon_ols,True,6.6233,0.1299,0.1638,1.1947,3.3147
2023,7,3,lat,Vecchia_mm20,0.1383,0.1140,-0.0985,hour_dummy_plus_lat_lon_ols,True,10.4627,0.4461,0.6306,3.7250,3.9979
2023,7,3,lon,Corridor_4x4_lag643,0.1863,0.1778,-0.1778,hour_dummy_plus_lat_lon_ols,True,8.0858,0.1900,0.2287,1.5718,2.8134
2023,7,3,lon,Debiased_Whittle,0.2267,0.2198,-0.2198,hour_dummy_plus_lat_lon_ols,True,6.6233,0.1299,0.1638,1.1947,3.3147
2023,7,3,lon,Vecchia_mm20,0.0726,0.0654,-0.0401,hour_dummy_plus_lat_lon_ols,True,10.4627,0.4461,0.6306,3.7250,3.9979
2023,7,4,lat,Corridor_4x4_lag643,0.0987,0.0822,-0.0822,hour_dummy_plus_lat_lon_ols,True,9.1719,0.1811,0.1971,1.0936,1.2019
2023,7,4,lat,Debiased_Whittle,0.1181,0.0965,-0.0965,hour_dummy_plus_lat_lon_ols,True,9.3581,0.1488,0.1601,1.1396,0.8448
2023,7,4,lat,Vecchia_mm20,0.0580,0.0446,-0.0431,hour_dummy_plus_lat_lon_ols,True,9.3787,0.2616,0.2901,1.4063,1.2726
2023,7,4,lon,Corridor_4x4_lag643,0.1091,0.1030,-0.1030,hour_dummy_plus_lat_lon_ols,True,9.1719,0.1811,0.1971,1.0936,1.2019
2023,7,4,lon,Debiased_Whittle,0.1308,0.1211,-0.1211,hour_dummy_plus_lat_lon_ols,True,9.3581,0.1488,0.1601,1.1396,0.8448
2023,7,4,lon,Vecchia_mm20,0.0648,0.0567,-0.0544,hour_dummy_plus_lat_lon_ols,True,9.3787,0.2616,0.2901,1.4063,1.2726
2023,7,5,lat,Corridor_4x4_lag643,0.1301,0.1061,-0.0966,hour_dummy_plus_lat_lon_ols,True,11.3445,0.1786,0.2361,1.1860,1.3691
2023,7,5,lat,Debiased_Whittle,0.1303,0.1051,-0.0956,hour_dummy_plus_lat_lon_ols,True,9.8296,0.1730,0.2312,1.2132,0.8417
2023,7,5,lat,Vecchia_mm20,0.0491,0.0412,-0.0178,hour_dummy_plus_lat_lon_ols,True,13.7447,0.3640,0.5229,2.1224,2.1564
2023,7,5,lon,Corridor_4x4_lag643,0.1858,0.1720,-0.1720,hour_dummy_plus_lat_lon_ols,True,11.3445,0.1786,0.2361,1.1860,1.3691
2023,7,5,lon,Debiased_Whittle,0.1850,0.1695,-0.1695,hour_dummy_plus_lat_lon_ols,True,9.8296,0.1730,0.2312,1.2132,0.8417
2023,7,5,lon,Vecchia_mm20,0.0761,0.0693,-0.0513,hour_dummy_plus_lat_lon_ols,True,13.7447,0.3640,0.5229,2.1224,2.1564
2023,7,6,lat,Corridor_4x4_lag643,0.1064,0.0918,-0.0918,hour_dummy_plus_lat_lon_ols,True,14.2328,0.2071,0.2504,1.1736,1.3131
2023,7,6,lat,Debiased_Whittle,0.1367,0.1171,-0.1171,hour_dummy_plus_lat_lon_ols,True,12.0909,0.1626,0.1864,1.0010,1.1493
2023,7,6,lat,Vecchia_mm20,0.0569,0.0485,-0.0444,hour_dummy_plus_lat_lon_ols,True,14.6616,0.3245,0.4480,1.6777,2.0066
2023,7,6,lon,Corridor_4x4_lag643,0.1917,0.1767,-0.1767,hour_dummy_plus_lat_lon_ols,True,14.2328,0.2071,0.2504,1.1736,1.3131
2023,7,6,lon,Debiased_Whittle,0.2278,0.2139,-0.2139,hour_dummy_plus_lat_lon_ols,True,12.0909,0.1626,0.1864,1.0010,1.1493
2023,7,6,lon,Vecchia_mm20,0.1136,0.0991,-0.0929,hour_dummy_plus_lat_lon_ols,True,14.6616,0.3245,0.4480,1.6777,2.0066
2023,7,7,lat,Corridor_4x4_lag643,0.1132,0.0985,-0.0489,hour_dummy_plus_lat_lon_ols,True,12.8291,0.1891,0.2675,1.2266,0.9921
2023,7,7,lat,Debiased_Whittle,0.1427,0.1217,-0.0721,hour_dummy_plus_lat_lon_ols,True,11.5421,0.1519,0.2043,0.9545,1.0111
2023,7,7,lat,Vecchia_mm20,0.0618,0.0507,0.0043,hour_dummy_plus_lat_lon_ols,True,15.6999,0.3024,0.4928,1.9356,1.4773
2023,7,7,lon,Corridor_4x4_lag643,0.1473,0.1212,-0.1148,hour_dummy_plus_lat_lon_ols,True,12.8291,0.1891,0.2675,1.2266,0.9921
2023,7,7,lon,Debiased_Whittle,0.1899,0.1579,-0.1518,hour_dummy_plus_lat_lon_ols,True,11.5421,0.1519,0.2043,0.9545,1.0111
2023,7,7,lon,Vecchia_mm20,0.0470,0.0409,-0.0136,hour_dummy_plus_lat_lon_ols,True,15.6999,0.3024,0.4928,1.9356,1.4773
2023,7,8,lat,Corridor_4x4_lag643,0.1131,0.0930,-0.0823,hour_dummy_plus_lat_lon_ols,True,10.9730,0.1786,0.1966,1.0412,1.7839
2023,7,8,lat,Debiased_Whittle,0.1487,0.1194,-0.1088,hour_dummy_plus_lat_lon_ols,True,8.9775,0.1282,0.1313,0.7668,1.1553
2023,7,8,lat,Vecchia_mm20,0.0445,0.0380,-0.0200,hour_dummy_plus_lat_lon_ols,True,11.4426,0.3438,0.4299,1.9807,2.7186
2023,7,8,lon,Corridor_4x4_lag643,0.2204,0.2085,-0.2085,hour_dummy_plus_lat_lon_ols,True,10.9730,0.1786,0.1966,1.0412,1.7839
2023,7,8,lon,Debiased_Whittle,0.2550,0.2462,-0.2462,hour_dummy_plus_lat_lon_ols,True,8.9775,0.1282,0.1313,0.7668,1.1553
2023,7,8,lon,Vecchia_mm20,0.1416,0.1241,-0.1134,hour_dummy_plus_lat_lon_ols,True,11.4426,0.3438,0.4299,1.9807,2.7186
2023,7,9,lat,Corridor_4x4_lag643,0.1121,0.0999,-0.0957,hour_dummy_plus_lat_lon_ols,True,12.3450,0.1775,0.2272,1.0577,0.4831
2023,7,9,lat,Debiased_Whittle,0.1309,0.1147,-0.1105,hour_dummy_plus_lat_lon_ols,True,11.5852,0.1465,0.1821,0.8011,0.0000
2023,7,9,lat,Vecchia_mm20,0.0724,0.0598,-0.0547,hour_dummy_plus_lat_lon_ols,True,13.9093,0.2631,0.3751,1.5679,0.9620
2023,7,9,lon,Corridor_4x4_lag643,0.1595,0.1489,-0.1489,hour_dummy_plus_lat_lon_ols,True,12.3450,0.1775,0.2272,1.0577,0.4831
2023,7,9,lon,Debiased_Whittle,0.1841,0.1713,-0.1713,hour_dummy_plus_lat_lon_ols,True,11.5852,0.1465,0.1821,0.8011,0.0000
2023,7,9,lon,Vecchia_mm20,0.0935,0.0810,-0.0773,hour_dummy_plus_lat_lon_ols,True,13.9093,0.2631,0.3751,1.5679,0.9620
2023,7,10,lat,Corridor_4x4_lag643,0.1353,0.1158,-0.0790,hour_dummy_plus_lat_lon_ols,True,11.7093,0.2544,0.2876,1.2348,0.8732
2023,7,10,lat,Debiased_Whittle,0.2062,0.1744,-0.1379,hour_dummy_plus_lat_lon_ols,True,8.7519,0.1519,0.1874,0.9627,0.8743
2023,7,10,lat,Vecchia_mm20,0.0634,0.0549,0.0011,hour_dummy_plus_lat_lon_ols,True,14.9642,0.4569,0.6054,2.4102,1.5440
2023,7,10,lon,Corridor_4x4_lag643,0.2260,0.2103,-0.2103,hour_dummy_plus_lat_lon_ols,True,11.7093,0.2544,0.2876,1.2348,0.8732
2023,7,10,lon,Debiased_Whittle,0.2839,0.2701,-0.2701,hour_dummy_plus_lat_lon_ols,True,8.7519,0.1519,0.1874,0.9627,0.8743
2023,7,10,lon,Vecchia_mm20,0.1037,0.0915,-0.0792,hour_dummy_plus_lat_lon_ols,True,14.9642,0.4569,0.6054,2.4102,1.5440
2023,7,11,lat,Corridor_4x4_lag643,0.1673,0.1580,-0.1580,hour_dummy_plus_lat_lon_ols,True,9.4313,0.1918,0.2386,0.9859,0.4785
2023,7,11,lat,Debiased_Whittle,0.1848,0.1747,-0.1747,hour_dummy_plus_lat_lon_ols,True,7.9193,0.1670,0.2069,0.9962,0.5295
2023,7,11,lat,Vecchia_mm20,0.1175,0.1058,-0.1058,hour_dummy_plus_lat_lon_ols,True,10.7258,0.3083,0.4198,1.4888,0.9203
2023,7,11,lon,Corridor_4x4_lag643,0.1869,0.1679,-0.1679,hour_dummy_plus_lat_lon_ols,True,9.4313,0.1918,0.2386,0.9859,0.4785
2023,7,11,lon,Debiased_Whittle,0.2091,0.1890,-0.1890,hour_dummy_plus_lat_lon_ols,True,7.9193,0.1670,0.2069,0.9962,0.5295
2023,7,11,lon,Vecchia_mm20,0.0999,0.0845,-0.0845,hour_dummy_plus_lat_lon_ols,True,10.7258,0.3083,0.4198,1.4888,0.9203
2023,7,12,lat,Corridor_4x4_lag643,0.1458,0.1302,-0.0312,hour_dummy_plus_lat_lon_ols,True,11.8188,0.2401,0.2902,0.8930,0.7256
2023,7,12,lat,Debiased_Whittle,0.1591,0.1439,-0.0452,hour_dummy_plus_lat_lon_ols,True,7.2868,0.2163,0.2306,0.8912,0.5297
2023,7,12,lat,Vecchia_mm20,0.1059,0.0766,0.0305,hour_dummy_plus_lat_lon_ols,True,14.1622,0.3968,0.5186,1.5391,1.4631
2023,7,12,lon,Corridor_4x4_lag643,0.1995,0.1897,-0.1897,hour_dummy_plus_lat_lon_ols,True,11.8188,0.2401,0.2902,0.8930,0.7256
2023,7,12,lon,Debiased_Whittle,0.2305,0.2241,-0.2241,hour_dummy_plus_lat_lon_ols,True,7.2868,0.2163,0.2306,0.8912,0.5297
2023,7,12,lon,Vecchia_mm20,0.1195,0.0983,-0.0955,hour_dummy_plus_lat_lon_ols,True,14.1622,0.3968,0.5186,1.5391,1.4631
2023,7,13,lat,Corridor_4x4_lag643,0.1286,0.1127,-0.0584,hour_dummy_plus_lat_lon_ols,True,13.8531,0.2476,0.2511,1.2872,1.3154
2023,7,13,lat,Debiased_Whittle,0.1539,0.1348,-0.0808,hour_dummy_plus_lat_lon_ols,True,10.7673,0.1939,0.1812,1.0689,0.6207
2023,7,13,lat,Vecchia_mm20,0.0803,0.0633,0.0020,hour_dummy_plus_lat_lon_ols,True,14.6932,0.4045,0.4118,1.9544,1.9375
2023,7,13,lon,Corridor_4x4_lag643,0.1331,0.1221,-0.1221,hour_dummy_plus_lat_lon_ols,True,13.8531,0.2476,0.2511,1.2872,1.3154
2023,7,13,lon,Debiased_Whittle,0.1716,0.1575,-0.1575,hour_dummy_plus_lat_lon_ols,True,10.7673,0.1939,0.1812,1.0689,0.6207
2023,7,13,lon,Vecchia_mm20,0.0687,0.0617,-0.0523,hour_dummy_plus_lat_lon_ols,True,14.6932,0.4045,0.4118,1.9544,1.9375
2023,7,14,lat,Corridor_4x4_lag643,0.1107,0.0903,-0.0879,hour_dummy_plus_lat_lon_ols,True,12.4523,0.2283,0.2527,1.2814,0.6172
2023,7,14,lat,Debiased_Whittle,0.1450,0.1183,-0.1159,hour_dummy_plus_lat_lon_ols,True,9.6776,0.1777,0.2273,1.2741,0.4717
2023,7,14,lat,Vecchia_mm20,0.0339,0.0272,0.0074,hour_dummy_plus_lat_lon_ols,True,14.8812,0.4615,0.5040,2.2752,1.2618
2023,7,14,lon,Corridor_4x4_lag643,0.1500,0.1394,-0.1394,hour_dummy_plus_lat_lon_ols,True,12.4523,0.2283,0.2527,1.2814,0.6172
2023,7,14,lon,Debiased_Whittle,0.1640,0.1538,-0.1538,hour_dummy_plus_lat_lon_ols,True,9.6776,0.1777,0.2273,1.2741,0.4717
2023,7,14,lon,Vecchia_mm20,0.0643,0.0603,-0.0280,hour_dummy_plus_lat_lon_ols,True,14.8812,0.4615,0.5040,2.2752,1.2618
2023,7,15,lat,Corridor_4x4_lag643,0.1130,0.0935,-0.0721,hour_dummy_plus_lat_lon_ols,True,9.0782,0.1941,0.2233,1.1100,0.4019
2023,7,15,lat,Debiased_Whittle,0.0980,0.0807,-0.0592,hour_dummy_plus_lat_lon_ols,True,6.6824,0.2186,0.2614,1.2119,0.3249
2023,7,15,lat,Vecchia_mm20,0.0653,0.0506,-0.0285,hour_dummy_plus_lat_lon_ols,True,10.1821,0.2889,0.3567,1.5424,0.7368
2023,7,15,lon,Corridor_4x4_lag643,0.1368,0.1160,-0.1160,hour_dummy_plus_lat_lon_ols,True,9.0782,0.1941,0.2233,1.1100,0.4019
2023,7,15,lon,Debiased_Whittle,0.1142,0.0949,-0.0949,hour_dummy_plus_lat_lon_ols,True,6.6824,0.2186,0.2614,1.2119,0.3249
2023,7,15,lon,Vecchia_mm20,0.0700,0.0532,-0.0507,hour_dummy_plus_lat_lon_ols,True,10.1821,0.2889,0.3567,1.5424,0.7368
2023,7,16,lat,Corridor_4x4_lag643,0.1103,0.0993,-0.0993,hour_dummy_plus_lat_lon_ols,True,9.6882,0.1732,0.2094,1.0561,0.9350
2023,7,16,lat,Debiased_Whittle,0.1348,0.1190,-0.1190,hour_dummy_plus_lat_lon_ols,True,8.8828,0.1427,0.1791,1.0094,0.9544
2023,7,16,lat,Vecchia_mm20,0.0651,0.0579,-0.0579,hour_dummy_plus_lat_lon_ols,True,9.9870,0.2731,0.3679,1.4149,1.5664
2023,7,16,lon,Corridor_4x4_lag643,0.1928,0.1810,-0.1810,hour_dummy_plus_lat_lon_ols,True,9.6882,0.1732,0.2094,1.0561,0.9350
2023,7,16,lon,Debiased_Whittle,0.2112,0.2006,-0.2006,hour_dummy_plus_lat_lon_ols,True,8.8828,0.1427,0.1791,1.0094,0.9544
2023,7,16,lon,Vecchia_mm20,0.1294,0.1119,-0.1119,hour_dummy_plus_lat_lon_ols,True,9.9870,0.2731,0.3679,1.4149,1.5664
2023,7,17,lat,Corridor_4x4_lag643,0.1739,0.1539,-0.0755,hour_dummy_plus_lat_lon_ols,True,9.2698,0.2300,0.2321,1.2960,0.8156
2023,7,17,lat,Debiased_Whittle,0.1878,0.1644,-0.0862,hour_dummy_plus_lat_lon_ols,True,10.4421,0.2000,0.1993,1.1967,0.5580
2023,7,17,lat,Vecchia_mm20,0.1004,0.0823,0.0067,hour_dummy_plus_lat_lon_ols,True,11.8692,0.4339,0.4724,2.3122,1.4055
2023,7,17,lon,Corridor_4x4_lag643,0.2961,0.2803,-0.2803,hour_dummy_plus_lat_lon_ols,True,9.2698,0.2300,0.2321,1.2960,0.8156
2023,7,17,lon,Debiased_Whittle,0.3105,0.2944,-0.2944,hour_dummy_plus_lat_lon_ols,True,10.4421,0.2000,0.1993,1.1967,0.5580
2023,7,17,lon,Vecchia_mm20,0.1958,0.1727,-0.1727,hour_dummy_plus_lat_lon_ols,True,11.8692,0.4339,0.4724,2.3122,1.4055
2023,7,18,lat,Corridor_4x4_lag643,0.1306,0.1161,-0.1161,hour_dummy_plus_lat_lon_ols,True,8.4373,0.2105,0.2594,0.7546,1.0091
2023,7,18,lat,Debiased_Whittle,0.1582,0.1417,-0.1417,hour_dummy_plus_lat_lon_ols,True,7.2366,0.1687,0.2134,0.5422,1.0645
2023,7,18,lat,Vecchia_mm20,0.0590,0.0559,-0.0343,hour_dummy_plus_lat_lon_ols,True,9.8083,0.4233,0.5319,1.3263,1.6649
2023,7,18,lon,Corridor_4x4_lag643,0.2161,0.2006,-0.2006,hour_dummy_plus_lat_lon_ols,True,8.4373,0.2105,0.2594,0.7546,1.0091
2023,7,18,lon,Debiased_Whittle,0.2399,0.2291,-0.2291,hour_dummy_plus_lat_lon_ols,True,7.2366,0.1687,0.2134,0.5422,1.0645
2023,7,18,lon,Vecchia_mm20,0.1248,0.1109,-0.0922,hour_dummy_plus_lat_lon_ols,True,9.8083,0.4233,0.5319,1.3263,1.6649
2023,7,19,lat,Corridor_4x4_lag643,0.0898,0.0720,-0.0530,hour_dummy_plus_lat_lon_ols,True,6.3442,0.1277,0.1619,1.1120,1.5756
2023,7,19,lat,Debiased_Whittle,0.0962,0.0769,-0.0579,hour_dummy_plus_lat_lon_ols,True,5.4882,0.1206,0.1294,0.7548,1.4070
2023,7,19,lat,Vecchia_mm20,0.0379,0.0336,0.0028,hour_dummy_plus_lat_lon_ols,True,7.1075,0.2729,0.3483,2.0849,2.6044
2023,7,19,lon,Corridor_4x4_lag643,0.1775,0.1676,-0.1676,hour_dummy_plus_lat_lon_ols,True,6.3442,0.1277,0.1619,1.1120,1.5756
2023,7,19,lon,Debiased_Whittle,0.1954,0.1881,-0.1881,hour_dummy_plus_lat_lon_ols,True,5.4882,0.1206,0.1294,0.7548,1.4070
2023,7,19,lon,Vecchia_mm20,0.1221,0.1095,-0.0956,hour_dummy_plus_lat_lon_ols,True,7.1075,0.2729,0.3483,2.0849,2.6044
2023,7,20,lat,Corridor_4x4_lag643,0.0937,0.0761,-0.0751,hour_dummy_plus_lat_lon_ols,True,5.2249,0.1576,0.2234,1.7796,1.6449
2023,7,20,lat,Debiased_Whittle,0.1404,0.1108,-0.1098,hour_dummy_plus_lat_lon_ols,True,4.2359,0.0919,0.1272,0.8473,1.0365
2023,7,20,lat,Vecchia_mm20,0.0548,0.0372,0.0209,hour_dummy_plus_lat_lon_ols,True,7.0314,0.4150,0.6526,4.6767,2.4214
2023,7,20,lon,Corridor_4x4_lag643,0.1753,0.1582,-0.1582,hour_dummy_plus_lat_lon_ols,True,5.2249,0.1576,0.2234,1.7796,1.6449
2023,7,20,lon,Debiased_Whittle,0.2176,0.2050,-0.2050,hour_dummy_plus_lat_lon_ols,True,4.2359,0.0919,0.1272,0.8473,1.0365
2023,7,20,lon,Vecchia_mm20,0.0788,0.0725,-0.0076,hour_dummy_plus_lat_lon_ols,True,7.0314,0.4150,0.6526,4.6767,2.4214
2023,7,21,lat,Corridor_4x4_lag643,0.0658,0.0509,-0.0339,hour_dummy_plus_lat_lon_ols,True,6.0520,0.2113,0.2263,1.9816,1.5923
2023,7,21,lat,Debiased_Whittle,0.1526,0.1167,-0.1033,hour_dummy_plus_lat_lon_ols,True,3.3971,0.0850,0.0866,1.0789,0.7883
2023,7,21,lat,Vecchia_mm20,0.1157,0.1054,0.1054,hour_dummy_plus_lat_lon_ols,True,8.2145,0.6382,0.7483,6.7308,2.5023
2023,7,21,lon,Corridor_4x4_lag643,0.1731,0.1562,-0.1527,hour_dummy_plus_lat_lon_ols,True,6.0520,0.2113,0.2263,1.9816,1.5923
2023,7,21,lon,Debiased_Whittle,0.2440,0.2351,-0.2351,hour_dummy_plus_lat_lon_ols,True,3.3971,0.0850,0.0866,1.0789,0.7883
2023,7,21,lon,Vecchia_mm20,0.0991,0.0871,0.0266,hour_dummy_plus_lat_lon_ols,True,8.2145,0.6382,0.7483,6.7308,2.5023
2023,7,22,lat,Corridor_4x4_lag643,0.0785,0.0618,-0.0618,hour_dummy_plus_lat_lon_ols,True,5.6487,0.1563,0.1528,1.5893,1.2835
2023,7,22,lat,Debiased_Whittle,0.1121,0.0888,-0.0888,hour_dummy_plus_lat_lon_ols,True,3.7636,0.1148,0.1001,1.4906,0.9890
2023,7,22,lat,Vecchia_mm20,0.0431,0.0329,0.0048,hour_dummy_plus_lat_lon_ols,True,6.2772,0.3347,0.3513,3.4556,1.9619
2023,7,22,lon,Corridor_4x4_lag643,0.1847,0.1746,-0.1746,hour_dummy_plus_lat_lon_ols,True,5.6487,0.1563,0.1528,1.5893,1.2835
2023,7,22,lon,Debiased_Whittle,0.2171,0.2120,-0.2120,hour_dummy_plus_lat_lon_ols,True,3.7636,0.1148,0.1001,1.4906,0.9890
2023,7,22,lon,Vecchia_mm20,0.1318,0.1234,-0.0903,hour_dummy_plus_lat_lon_ols,True,6.2772,0.3347,0.3513,3.4556,1.9619
2023,7,23,lat,Corridor_4x4_lag643,0.1158,0.0915,-0.0857,hour_dummy_plus_lat_lon_ols,True,7.5116,0.1938,0.2095,1.1840,0.8949
2023,7,23,lat,Debiased_Whittle,0.1053,0.0821,-0.0762,hour_dummy_plus_lat_lon_ols,True,6.1772,0.2063,0.2052,1.1417,0.6027
