year,month,day_num,direction,model,rmse,mae,bias_emp_minus_fit,mean_model,normalized,sigma,range_lat,range_lon,range_time,nugget
2024,7,1,lat,Corridor_4x4_lag643,0.1791,0.1586,-0.1586,hour_dummy_plus_lat_lon_ols,True,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,Debiased_Whittle,0.1647,0.1460,-0.1460,hour_dummy_plus_lat_lon_ols,True,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lat,Vecchia_mm20,0.1124,0.0958,-0.0958,hour_dummy_plus_lat_lon_ols,True,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lon,Corridor_4x4_lag643,0.1593,0.1314,-0.1208,hour_dummy_plus_lat_lon_ols,True,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lon,Debiased_Whittle,0.1160,0.0943,-0.0831,hour_dummy_plus_lat_lon_ols,True,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lon,Vecchia_mm20,0.0660,0.0521,-0.0366,hour_dummy_plus_lat_lon_ols,True,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,2,lat,Corridor_4x4_lag643,0.0911,0.0725,-0.0706,hour_dummy_plus_lat_lon_ols,True,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lat,Debiased_Whittle,0.0952,0.0743,-0.0725,hour_dummy_plus_lat_lon_ols,True,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lat,Vecchia_mm20,0.0514,0.0390,-0.0368,hour_dummy_plus_lat_lon_ols,True,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lon,Corridor_4x4_lag643,0.1323,0.1148,-0.1148,hour_dummy_plus_lat_lon_ols,True,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lon,Debiased_Whittle,0.1347,0.1153,-0.1153,hour_dummy_plus_lat_lon_ols,True,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lon,Vecchia_mm20,0.0735,0.0597,-0.0548,hour_dummy_plus_lat_lon_ols,True,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,3,lat,Corridor_4x4_lag643,0.1164,0.1005,-0.0670,hour_dummy_plus_lat_lon_ols,True,12.9742,0.1626,0.1907,1.3290,1.4613
2024,7,3,lat,Debiased_Whittle,0.1187,0.1023,-0.0688,hour_dummy_plus_lat_lon_ols,True,11.1961,0.1585,0.1711,1.3258,1.1950
2024,7,3,lat,Vecchia_mm20,0.0643,0.0525,-0.0144,hour_dummy_plus_lat_lon_ols,True,14.0653,0.2874,0.3729,2.2141,2.4886
2024,7,3,lon,Corridor_4x4_lag643,0.1207,0.0983,-0.0900,hour_dummy_plus_lat_lon_ols,True,12.9742,0.1626,0.1907,1.3290,1.4613
2024,7,3,lon,Debiased_Whittle,0.1340,0.1097,-0.1014,hour_dummy_plus_lat_lon_ols,True,11.1961,0.1585,0.1711,1.3258,1.1950
2024,7,3,lon,Vecchia_mm20,0.0436,0.0388,-0.0093,hour_dummy_plus_lat_lon_ols,True,14.0653,0.2874,0.3729,2.2141,2.4886
2024,7,4,lat,Corridor_4x4_lag643,0.0993,0.0803,-0.0798,hour_dummy_plus_lat_lon_ols,True,12.7403,0.1570,0.2123,1.6480,0.9054
2024,7,4,lat,Debiased_Whittle,0.1298,0.1035,-0.1030,hour_dummy_plus_lat_lon_ols,True,11.9192,0.1207,0.1577,1.4714,0.7026
2024,7,4,lat,Vecchia_mm20,0.0452,0.0411,-0.0175,hour_dummy_plus_lat_lon_ols,True,15.8208,0.2932,0.4480,2.9139,1.9332
2024,7,4,lon,Corridor_4x4_lag643,0.1391,0.1218,-0.1218,hour_dummy_plus_lat_lon_ols,True,12.7403,0.1570,0.2123,1.6480,0.9054
2024,7,4,lon,Debiased_Whittle,0.1750,0.1549,-0.1549,hour_dummy_plus_lat_lon_ols,True,11.9192,0.1207,0.1577,1.4714,0.7026
2024,7,4,lon,Vecchia_mm20,0.0541,0.0501,-0.0163,hour_dummy_plus_lat_lon_ols,True,15.8208,0.2932,0.4480,2.9139,1.9332
2024,7,5,lat,Corridor_4x4_lag643,0.0515,0.0359,-0.0350,hour_dummy_plus_lat_lon_ols,True,12.8333,0.1594,0.1958,1.2907,1.2619
2024,7,5,lat,Debiased_Whittle,0.0828,0.0552,-0.0543,hour_dummy_plus_lat_lon_ols,True,11.5622,0.1267,0.1609,1.0711,0.9266
2024,7,5,lat,Vecchia_mm20,0.0234,0.0166,0.0139,hour_dummy_plus_lat_lon_ols,True,14.0653,0.2695,0.3901,2.1362,2.1352
2024,7,5,lon,Corridor_4x4_lag643,0.1325,0.1181,-0.1181,hour_dummy_plus_lat_lon_ols,True,12.8333,0.1594,0.1958,1.2907,1.2619
2024,7,5,lon,Debiased_Whittle,0.1557,0.1380,-0.1380,hour_dummy_plus_lat_lon_ols,True,11.5622,0.1267,0.1609,1.0711,0.9266
2024,7,5,lon,Vecchia_mm20,0.0508,0.0475,-0.0301,hour_dummy_plus_lat_lon_ols,True,14.0653,0.2695,0.3901,2.1362,2.1352
2024,7,6,lat,Corridor_4x4_lag643,0.1244,0.1155,-0.0015,hour_dummy_plus_lat_lon_ols,True,12.5827,0.1928,0.2302,1.3008,1.6069
2024,7,6,lat,Debiased_Whittle,0.1316,0.1203,-0.0069,hour_dummy_plus_lat_lon_ols,True,12.6908,0.1705,0.1932,1.5510,0.8884
2024,7,6,lat,Vecchia_mm20,0.0935,0.0744,0.0562,hour_dummy_plus_lat_lon_ols,True,14.6406,0.3389,0.4935,2.3595,2.6609
2024,7,6,lon,Corridor_4x4_lag643,0.1646,0.1444,-0.1444,hour_dummy_plus_lat_lon_ols,True,12.5827,0.1928,0.2302,1.3008,1.6069
2024,7,6,lon,Debiased_Whittle,0.1819,0.1577,-0.1577,hour_dummy_plus_lat_lon_ols,True,12.6908,0.1705,0.1932,1.5510,0.8884
2024,7,6,lon,Vecchia_mm20,0.0481,0.0398,-0.0364,hour_dummy_plus_lat_lon_ols,True,14.6406,0.3389,0.4935,2.3595,2.6609
2024,7,7,lat,Corridor_4x4_lag643,0.1371,0.1201,-0.1201,hour_dummy_plus_lat_lon_ols,True,14.6350,0.1863,0.2619,1.4712,1.1503
2024,7,7,lat,Debiased_Whittle,0.1686,0.1459,-0.1459,hour_dummy_plus_lat_lon_ols,True,12.0320,0.1447,0.2523,1.3125,1.0250
2024,7,7,lat,Vecchia_mm20,0.0784,0.0646,-0.0636,hour_dummy_plus_lat_lon_ols,True,17.6936,0.3092,0.5092,2.2488,1.8022
2024,7,7,lon,Corridor_4x4_lag643,0.1979,0.1796,-0.1796,hour_dummy_plus_lat_lon_ols,True,14.6350,0.1863,0.2619,1.4712,1.1503
2024,7,7,lon,Debiased_Whittle,0.2039,0.1859,-0.1859,hour_dummy_plus_lat_lon_ols,True,12.0320,0.1447,0.2523,1.3125,1.0250
2024,7,7,lon,Vecchia_mm20,0.0912,0.0788,-0.0707,hour_dummy_plus_lat_lon_ols,True,17.6936,0.3092,0.5092,2.2488,1.8022
2024,7,8,lat,Corridor_4x4_lag643,0.1111,0.0941,-0.0597,hour_dummy_plus_lat_lon_ols,True,13.2374,0.1644,0.1641,0.9607,0.4722
2024,7,8,lat,Debiased_Whittle,0.1395,0.1167,-0.0824,hour_dummy_plus_lat_lon_ols,True,12.4209,0.1291,0.1250,0.9131,0.3221
2024,7,8,lat,Vecchia_mm20,0.0648,0.0525,-0.0149,hour_dummy_plus_lat_lon_ols,True,15.5298,0.2667,0.3092,1.4487,1.5783
2024,7,8,lon,Corridor_4x4_lag643,0.1404,0.1260,-0.1260,hour_dummy_plus_lat_lon_ols,True,13.2374,0.1644,0.1641,0.9607,0.4722
2024,7,8,lon,Debiased_Whittle,0.1710,0.1541,-0.1541,hour_dummy_plus_lat_lon_ols,True,12.4209,0.1291,0.1250,0.9131,0.3221
2024,7,8,lon,Vecchia_mm20,0.0807,0.0728,-0.0532,hour_dummy_plus_lat_lon_ols,True,15.5298,0.2667,0.3092,1.4487,1.5783
2024,7,9,lat,Corridor_4x4_lag643,0.1046,0.0876,-0.0580,hour_dummy_plus_lat_lon_ols,True,7.9167,0.1912,0.2162,1.0915,1.6265
2024,7,9,lat,Debiased_Whittle,0.1220,0.0993,-0.0697,hour_dummy_plus_lat_lon_ols,True,7.8551,0.1563,0.1946,1.1264,1.0872
2024,7,9,lat,Vecchia_mm20,0.0544,0.0470,-0.0025,hour_dummy_plus_lat_lon_ols,True,9.4306,0.2876,0.3430,1.5224,1.1868
2024,7,9,lon,Corridor_4x4_lag643,0.1401,0.1306,-0.1306,hour_dummy_plus_lat_lon_ols,True,7.9167,0.1912,0.2162,1.0915,1.6265
2024,7,9,lon,Debiased_Whittle,0.1463,0.1344,-0.1344,hour_dummy_plus_lat_lon_ols,True,7.8551,0.1563,0.1946,1.1264,1.0872
2024,7,9,lon,Vecchia_mm20,0.0789,0.0738,-0.0566,hour_dummy_plus_lat_lon_ols,True,9.4306,0.2876,0.3430,1.5224,1.1868
2024,7,10,lat,Corridor_4x4_lag643,0.1699,0.1634,-0.1634,hour_dummy_plus_lat_lon_ols,True,5.4732,0.1510,0.1864,0.9710,0.6728
2024,7,10,lat,Debiased_Whittle,0.1805,0.1742,-0.1742,hour_dummy_plus_lat_lon_ols,True,4.4278,0.1282,0.1581,0.9887,0.3692
2024,7,10,lat,Vecchia_mm20,0.1512,0.1434,-0.1434,hour_dummy_plus_lat_lon_ols,True,5.3962,0.2101,0.3046,1.4134,1.2266
2024,7,10,lon,Corridor_4x4_lag643,0.1980,0.1844,-0.1844,hour_dummy_plus_lat_lon_ols,True,5.4732,0.1510,0.1864,0.9710,0.6728
2024,7,10,lon,Debiased_Whittle,0.2117,0.1978,-0.1978,hour_dummy_plus_lat_lon_ols,True,4.4278,0.1282,0.1581,0.9887,0.3692
2024,7,10,lon,Vecchia_mm20,0.1520,0.1381,-0.1381,hour_dummy_plus_lat_lon_ols,True,5.3962,0.2101,0.3046,1.4134,1.2266
2024,7,11,lat,Corridor_4x4_lag643,0.0577,0.0376,-0.0337,hour_dummy_plus_lat_lon_ols,True,7.2459,0.2278,0.2514,1.2726,0.6725
