year,month,day_num,direction,lag,daily_mean,mean_pair_count,mean_model,normalized,hour_1,n_pairs_hour_1,residual_var_hour_1,hour_2,n_pairs_hour_2,residual_var_hour_2,hour_3,n_pairs_hour_3,residual_var_hour_3,hour_4,n_pairs_hour_4,residual_var_hour_4,hour_5,n_pairs_hour_5,residual_var_hour_5,hour_6,n_pairs_hour_6,residual_var_hour_6,hour_7,n_pairs_hour_7,residual_var_hour_7,hour_8,n_pairs_hour_8,residual_var_hour_8
2024,7,1,lat,0.0440,0.1900,16076.2500,hour_dummy_plus_lat_lon_ols,True,0.2008,17911,14.9170,0.1925,15565,16.7956,0.1911,13866,17.1991,0.1873,13779,16.3090,0.1708,14332,17.6225,0.1786,17276,16.4147,0.1889,17938,14.8979,0.2104,17943.0000,13.6025
2024,7,1,lat,0.1320,0.3842,15558.8750,hour_dummy_plus_lat_lon_ols,True,0.3748,17593,14.9170,0.3944,15036,16.7956,0.4171,13186,17.1991,0.3764,13018,16.3090,0.3526,13550,17.6225,0.3629,16847,16.4147,0.3751,17616,14.8979,0.4203,17625.0000,13.6025
2024,7,1,lat,0.1760,0.4358,15343.3750,hour_dummy_plus_lat_lon_ols,True,0.4302,17434,14.9170,0.4393,14822,16.7956,0.4834,12905,17.1991,0.4177,12738,16.3090,0.4057,13263,17.6225,0.4120,16661,16.4147,0.4195,17458,14.8979,0.4786,17466.0000,13.6025
2024,7,1,lat,0.3960,0.5900,14389.2500,hour_dummy_plus_lat_lon_ols,True,0.5971,16639,14.9170,0.5875,13823,16.7956,0.6265,11762,17.1991,0.5626,11619,16.3090,0.5795,12128,17.6225,0.5802,15808,16.4147,0.5598,16664,14.8979,0.6270,16671.0000,13.6025
2024,7,1,lat,0.6160,0.6809,13548.0000,hour_dummy_plus_lat_lon_ols,True,0.7064,15844,14.9170,0.6651,12919,16.7956,0.6633,10843,17.1991,0.6426,10704,16.3090,0.6967,11310,17.6225,0.7124,15018,16.4147,0.6552,15870,14.8979,0.7057,15876.0000,13.6025
2024,7,1,lat,0.8360,0.7539,12767.7500,hour_dummy_plus_lat_lon_ols,True,0.7656,15049,14.9170,0.7282,12021,16.7956,0.7372,10088,17.1991,0.7049,9997,16.3090,0.7736,10552,17.6225,0.7845,14276,16.4147,0.7513,15078,14.8979,0.7860,15081.0000,13.6025
2024,7,1,lat,1.0560,0.8220,12044.0000,hour_dummy_plus_lat_lon_ols,True,0.8110,14254,14.9170,0.7842,11218,16.7956,0.8111,9441,17.1991,0.8036,9339,16.3090,0.8188,9967,17.6225,0.8635,13562,16.4147,0.8252,14284,14.8979,0.8583,14287.0000,13.6025
2024,7,1,lat,1.2760,0.8535,11344.6250,hour_dummy_plus_lat_lon_ols,True,0.8796,13459,14.9170,0.8250,10471,16.7956,0.8476,8776,17.1991,0.8185,8747,16.3090,0.8341,9491,17.6225,0.8769,12832,16.4147,0.8753,13489,14.8979,0.8709,13492.0000,13.6025
2024,7,1,lat,1.4960,0.8704,10635.1250,hour_dummy_plus_lat_lon_ols,True,0.9047,12664,14.9170,0.8495,9747,16.7956,0.8766,8151,17.1991,0.8315,8124,16.3090,0.8617,8943,17.6225,0.8565,12061,16.4147,0.9018,12694,14.8979,0.8807,12697.0000,13.6025
2024,7,1,lat,1.7160,0.8931,9959.1250,hour_dummy_plus_lat_lon_ols,True,0.9293,11869,14.9170,0.8787,9104,16.7956,0.8479,7584,17.1991,0.8728,7607,16.3090,0.9028,8427,17.6225,0.8551,11281,16.4147,0.9225,11899,14.8979,0.9360,11902.0000,13.6025
2024,7,1,lat,1.9360,0.9319,9292.5000,hour_dummy_plus_lat_lon_ols,True,0.9693,11074,14.9170,0.8955,8516,16.7956,0.8823,7063,17.1991,0.9248,7070,16.3090,0.9464,7884,17.6225,0.8942,10522,16.4147,0.9751,11104,14.8979,0.9675,11107.0000,13.6025
2024,7,1,lat,2.1560,0.9684,8624.2500,hour_dummy_plus_lat_lon_ols,True,0.9488,10279,14.9170,0.9299,7957,16.7956,0.9462,6571,17.1991,0.9512,6536,16.3090,0.9885,7293,17.6225,0.9580,9737,16.4147,1.0256,10309,14.8979,0.9991,10312.0000,13.6025
2024,7,1,lon,0.0630,0.2182,16073.7500,hour_dummy_plus_lat_lon_ols,True,0.2152,17956,14.9170,0.1985,15535,16.7956,0.2085,13834,17.1991,0.2051,13710,16.3090,0.2041,14286,17.6225,0.2202,17295,16.4147,0.2348,17985,14.8979,0.2595,17989.0000,13.6025
2024,7,1,lon,0.1260,0.3317,15808.3750,hour_dummy_plus_lat_lon_ols,True,0.3140,17842,14.9170,0.3067,15257,16.7956,0.3397,13422,17.1991,0.3279,13255,16.3090,0.3130,13840,17.6225,0.3298,17105,16.4147,0.3482,17871,14.8979,0.3743,17875.0000,13.6025
2024,7,1,lon,0.1800,0.4114,15583.8750,hour_dummy_plus_lat_lon_ols,True,0.3865,17728,14.9170,0.3913,15008,16.7956,0.4382,13095,17.1991,0.4139,12887,16.3090,0.3895,13490,17.6225,0.4058,16944,16.4147,0.4240,17758,14.8979,0.4423,17761.0000,13.6025
