year,month,day_num,direction,lag,model,fitted_gamma_t0,mean_model,normalized,sigma,range_lat,range_lon,range_time,nugget
2024,7,1,lat,0.0440,Corridor_4x4_lag643,0.2524,hour_dummy_plus_lat_lon_ols,True,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,0.1320,Corridor_4x4_lag643,0.5396,hour_dummy_plus_lat_lon_ols,True,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,0.1760,Corridor_4x4_lag643,0.6387,hour_dummy_plus_lat_lon_ols,True,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,0.3960,Corridor_4x4_lag643,0.8925,hour_dummy_plus_lat_lon_ols,True,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,0.6160,Corridor_4x4_lag643,0.9680,hour_dummy_plus_lat_lon_ols,True,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,0.8360,Corridor_4x4_lag643,0.9905,hour_dummy_plus_lat_lon_ols,True,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,1.0560,Corridor_4x4_lag643,0.9972,hour_dummy_plus_lat_lon_ols,True,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,1.2760,Corridor_4x4_lag643,0.9992,hour_dummy_plus_lat_lon_ols,True,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,1.4960,Corridor_4x4_lag643,0.9997,hour_dummy_plus_lat_lon_ols,True,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,1.7160,Corridor_4x4_lag643,0.9999,hour_dummy_plus_lat_lon_ols,True,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,1.9360,Corridor_4x4_lag643,1.0000,hour_dummy_plus_lat_lon_ols,True,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,2.1560,Corridor_4x4_lag643,1.0000,hour_dummy_plus_lat_lon_ols,True,11.6425,0.1815,0.2129,1.1930,0.5791
