year,month,model_variant,model_label,direction,frequency_band,bin_idx_min,bin_idx_max,k_mid_mean,n_bins,ratio_I_over_EI_mean,ratio_I_over_EI_median,ratio_I_over_EI_profile_mean,ratio_I_over_EI_profile_median,ratio_EI_over_continuous_mean,ratio_EI_over_continuous_median,whitened_ratio_mean,data_spectrum_mean,expected_spectrum_mean,expected_spectrum_profile_mean,continuous_spectrum_mean,continuous_spectrum_profile_mean
2025,7,gc_a075_b05,GC a=0.75 b=0.5 nugget0,diag,high_frequency_band,64,79,12.424306,14,0.908208,0.880866,0.930941,0.904729,1.050350,1.038620,0.930755,0.072309,0.079416,0.077512,0.075934,0.074159
2025,7,gc_a075_b05,GC a=0.75 b=0.5 nugget0,diag,low_frequency_bins_1_5,1,5,0.605160,4,0.665266,0.536103,0.681981,0.549170,1.014002,1.010021,1.298975,22.074133,31.986662,31.023672,31.272181,30.335551
2025,7,gc_a075_b05,GC a=0.75 b=0.5 nugget0,diag,lowest_frequency_bin,0,0,0.086451,1,1.150220,1.037316,1.177646,1.054842,0.903735,0.901434,4.012221,703.894221,999.091162,966.790887,2901.143164,2805.290611
2025,7,gc_a075_b05,GC a=0.75 b=0.5 nugget0,diag,mid_frequency_band,28,43,6.224503,16,0.922347,0.904384,0.945284,0.922514,1.043479,1.027537,0.942631,0.130979,0.142143,0.138633,0.136647,0.133344
2025,7,gc_a075_b05,GC a=0.75 b=0.5 nugget0,lat,high_frequency_band,64,79,10.250947,12,2.132327,1.772419,2.177013,1.816580,15146883985457131784571849136435820669115520370650827483293110121262644759306932456705282195817196473898705401039784856252200765648889341694634133082569743335568191077265521212268634785975618827008251482854637384738404422211296133446899176275261599697619900899498203270958901180855227638463925846016.000000,4.921675,3.473923,0.531396,0.283105,0.274799,0.053681,0.052792
2025,7,gc_a075_b05,GC a=0.75 b=0.5 nugget0,lat,low_frequency_bins_1_5,1,5,0.497159,4,1.071084,0.907057,1.098506,0.926134,1.863877,1.793862,2.031595,73.699869,72.586420,70.401975,39.536623,38.419201
2025,7,gc_a075_b05,GC a=0.75 b=0.5 nugget0,lat,lowest_frequency_bin,0,0,0.071023,1,0.590022,0.213401,0.608879,0.220998,0.296983,0.302533,0.919652,1409.012676,2406.501124,2328.503909,8213.205001,7941.512695
2025,7,gc_a075_b05,GC a=0.75 b=0.5 nugget0,lat,mid_frequency_band,28,43,5.089962,12,2.289785,1.744863,2.344782,1.801787,23655766642914737373558820580539979465598128996267002853920014541573354555542045853850548853038361493398040305250532750012880535128611599839722802332607167133915567174890984206364704876567402801135104931786176582874183763826923889439491157283316949087269286493814047755469968722451755942022528106496.000000,3.401620,2.236130,1.096551,0.518717,0.504024,0.143807,0.141139
2025,7,gc_a075_b05,GC a=0.75 b=0.5 nugget0,lon,high_frequency_band,64,79,7.097934,16,0.816263,0.708500,0.835473,0.720994,2.770595,2.443268,0.992844,0.137120,0.179055,0.174041,0.073850,0.072267
2025,7,gc_a075_b05,GC a=0.75 b=0.5 nugget0,lon,low_frequency_bins_1_5,1,5,0.345038,5,0.985434,0.889921,1.008489,0.913896,1.348967,1.350522,2.983647,99.303337,97.636642,94.542263,77.185067,74.727532
2025,7,gc_a075_b05,GC a=0.75 b=0.5 nugget0,lon,lowest_frequency_bin,0,0,0.049291,1,0.590022,0.213401,0.608879,0.220998,0.296983,0.302533,0.919652,1409.012676,2406.501124,2328.503909,8213.205001,7941.512695
2025,7,gc_a075_b05,GC a=0.75 b=0.5 nugget0,lon,mid_frequency_band,28,43,3.548967,16,0.912103,0.760580,0.933875,0.775604,2.147926,2.028231,0.921266,0.362736,0.405921,0.394383,0.200263,0.195472
2025,7,gc_a075_b05,GC a=0.75 b=0.5 nugget0,norm,high_frequency_band,64,79,12.449007,16,0.908057,0.911205,0.930756,0.934148,9167169364884786462073683121503269675403683811357438616759831921716645375432630173147310781221650378299359081696093293910169211538546619237873613166497494396902007914591614363385536489963372057539520555175691414994704946295056238915879294685629205705657198855091178503396061198051684498685296640.000000,1.038788,0.931126,0.074203,0.081378,0.079427,0.077515,0.075706
2025,7,gc_a075_b05,GC a=0.75 b=0.5 nugget0,norm,low_frequency_bins_1_5,1,5,0.605160,5,0.895189,0.897375,0.918384,0.892937,1.155817,1.130735,1.554000,30.301300,31.904016,30.936840,26.569670,25.778561
2025,7,gc_a075_b05,GC a=0.75 b=0.5 nugget0,norm,lowest_frequency_bin,0,0,0.086451,1,1.150220,1.037316,1.177646,1.054842,0.903735,0.901434,4.012221,703.894221,999.091162,966.790887,2901.143164,2805.290611
2025,7,gc_a075_b05,GC a=0.75 b=0.5 nugget0,norm,mid_frequency_band,28,43,6.224503,16,1.007531,1.009840,1.033042,1.033849,102014508910702118376500883958867860112960584301862220860445154490890016480539088780453431103521187531443374917734177497350293788532443633351586278489554382182649671258954934102643136690745802448916684506401452512321641486916970117015678336179906182604063437702586849672597830116406005546214227968.000000,1.096472,1.031769,0.146829,0.145420,0.141768,0.132880,0.129668
2025,7,gc_a075_b1,GC a=0.75 b=1 nugget0,diag,high_frequency_band,64,79,12.424306,14,0.925363,0.895861,0.933069,0.907782,1.037480,1.028984,0.932612,0.072409,0.078041,0.077399,0.075459,0.074855
2025,7,gc_a075_b1,GC a=0.75 b=1 nugget0,diag,low_frequency_bins_1_5,1,5,0.605160,4,0.776011,0.626446,0.782025,0.630230,0.992419,0.994416,1.355189,21.768943,26.020826,25.701680,26.269941,25.949249
2025,7,gc_a075_b1,GC a=0.75 b=1 nugget0,diag,lowest_frequency_bin,0,0,0.086451,1,1.786187,1.673505,1.799317,1.720080,0.790839,0.795730,4.247916,386.385223,385.823415,380.335128,863.656902,850.832211
2025,7,gc_a075_b1,GC a=0.75 b=1 nugget0,diag,mid_frequency_band,28,43,6.224503,16,0.928386,0.905334,0.936194,0.915098,1.031419,1.020058,0.933612,0.130875,0.141119,0.139907,0.137140,0.135989
2025,7,gc_a075_b1,GC a=0.75 b=1 nugget0,lat,high_frequency_band,64,79,10.250947,12,3.431104,2.987367,3.456828,2.983919,2.549571,2.003316,3.719333,0.525024,0.162022,0.160352,0.077073,0.076598
2025,7,gc_a075_b1,GC a=0.75 b=1 nugget0,lat,low_frequency_bins_1_5,1,5,0.497159,4,1.261877,1.132640,1.272877,1.141121,1.348130,1.320521,2.144036,64.043095,52.054465,51.411385,38.421012,37.980356
2025,7,gc_a075_b1,GC a=0.75 b=1 nugget0,lat,lowest_frequency_bin,0,0,0.071023,1,0.589257,0.257824,0.598554,0.260373,0.362555,0.365608,0.561605,466.181242,777.979436,766.766481,2213.962824,2180.787211
2025,7,gc_a075_b1,GC a=0.75 b=1 nugget0,lat,mid_frequency_band,28,43,5.089962,12,3.128053,2.430055,3.156955,2.476397,2.025643,1.753156,2.554873,1.085491,0.369153,0.365485,0.203927,0.202542
2025,7,gc_a075_b1,GC a=0.75 b=1 nugget0,lon,high_frequency_band,64,79,7.097934,16,1.051376,0.966987,1.060257,0.980941,1.505967,1.448926,1.071932,0.133443,0.131034,0.129734,0.089624,0.088911
2025,7,gc_a075_b1,GC a=0.75 b=1 nugget0,lon,low_frequency_bins_1_5,1,5,0.345038,5,1.387871,1.196145,1.397109,1.232186,1.112030,1.122850,3.197242,97.899629,67.973813,67.056074,64.197236,63.325398
2025,7,gc_a075_b1,GC a=0.75 b=1 nugget0,lon,lowest_frequency_bin,0,0,0.049291,1,0.589257,0.257824,0.598554,0.260373,0.362555,0.365608,0.561605,466.181242,777.979436,766.766481,2213.962824,2180.787211
2025,7,gc_a075_b1,GC a=0.75 b=1 nugget0,lon,mid_frequency_band,28,43,3.548967,16,1.067531,0.904677,1.076034,0.916166,1.406831,1.393137,0.991275,0.358165,0.336098,0.332549,0.241253,0.239072
2025,7,gc_a075_b1,GC a=0.75 b=1 nugget0,norm,high_frequency_band,64,79,12.449007,16,0.925393,0.928358,0.933231,0.936066,1.040243,1.029403,0.932545,0.074242,0.079911,0.079256,0.077072,0.076459
2025,7,gc_a075_b1,GC a=0.75 b=1 nugget0,norm,low_frequency_bins_1_5,1,5,0.605160,5,1.041373,0.958025,1.050370,0.967373,1.060309,1.058953,1.621689,29.038594,25.321981,25.008258,23.465624,23.181000
2025,7,gc_a075_b1,GC a=0.75 b=1 nugget0,norm,lowest_frequency_bin,0,0,0.086451,1,1.786187,1.673505,1.799317,1.720080,0.790839,0.795730,4.247916,386.385223,385.823415,380.335128,863.656902,850.832211
2025,7,gc_a075_b1,GC a=0.75 b=1 nugget0,norm,mid_frequency_band,28,43,6.224503,16,1.028864,1.029568,1.037886,1.037388,1.068358,1.052503,1.030739,0.146581,0.142214,0.140968,0.133700,0.132576
2025,7,matern_s03,Matern s=0.3 nugget0,diag,high_frequency_band,64,79,12.424306,14,0.936912,0.910243,0.929400,0.906522,1.031947,1.021050,0.929198,0.072797,0.077588,0.078215,0.075359,0.075967
