year,month,model_variant,model_label,direction,frequency_band,bin_idx_min,bin_idx_max,k_mid_mean,n_bins,ratio_I_over_EI_mean,ratio_I_over_EI_median,ratio_I_over_EI_profile_mean,ratio_I_over_EI_profile_median,ratio_EI_over_continuous_mean,ratio_EI_over_continuous_median,whitened_ratio_mean,data_spectrum_mean,expected_spectrum_mean,expected_spectrum_profile_mean,continuous_spectrum_mean,continuous_spectrum_profile_mean
2025,7,matern_s03,Matern s=0.3 nugget0,diag,low_frequency_bins_1_5,1,5,0.605160,4,1.037886,0.621783,1.029898,0.620287,0.958398,0.968346,1.344981,21.578125,22.357101,22.542035,24.078228,24.277612
2025,7,matern_s03,Matern s=0.3 nugget0,diag,lowest_frequency_bin,0,0,0.086451,1,7.194566,5.082136,7.142363,5.049654,0.868226,0.877659,5.265669,260.782771,77.016469,77.558892,95.848532,96.489738
2025,7,matern_s03,Matern s=0.3 nugget0,diag,mid_frequency_band,28,43,6.224503,16,0.945972,0.909616,0.938441,0.902533,1.028285,1.017916,0.936927,0.131232,0.138826,0.139950,0.135343,0.136438
2025,7,matern_s03,Matern s=0.3 nugget0,lat,high_frequency_band,64,79,10.250947,12,4.728584,4.224970,4.691841,4.207510,1.225923,1.175690,4.228626,0.524621,0.113255,0.114193,0.093465,0.094241
2025,7,matern_s03,Matern s=0.3 nugget0,lat,low_frequency_bins_1_5,1,5,0.497159,4,1.978091,1.334040,1.963807,1.336268,0.966141,0.961624,2.236522,53.510430,32.988440,33.260265,35.435036,35.728731
2025,7,matern_s03,Matern s=0.3 nugget0,lat,lowest_frequency_bin,0,0,0.071023,1,1.047151,0.626259,1.041913,0.621701,0.858151,0.871255,0.410691,98.483872,86.203196,86.788445,111.073787,111.775320
2025,7,matern_s03,Matern s=0.3 nugget0,lat,mid_frequency_band,28,43,5.089962,12,3.866172,2.997052,3.841655,3.015833,1.209125,1.168902,3.168967,1.092201,0.296136,0.298643,0.248297,0.250409
2025,7,matern_s03,Matern s=0.3 nugget0,lon,high_frequency_band,64,79,7.097934,16,1.206890,1.125695,1.197618,1.113221,1.146022,1.123694,1.176253,0.132378,0.111473,0.112352,0.097859,0.098629
2025,7,matern_s03,Matern s=0.3 nugget0,lon,low_frequency_bins_1_5,1,5,0.345038,5,3.571835,1.153434,3.546957,1.152840,0.927290,0.932802,3.589055,96.693191,39.032395,39.333607,44.331301,44.668745
2025,7,matern_s03,Matern s=0.3 nugget0,lon,lowest_frequency_bin,0,0,0.049291,1,1.047151,0.626259,1.041913,0.621701,0.858151,0.871255,0.410691,98.483872,86.203196,86.788445,111.073787,111.775320
2025,7,matern_s03,Matern s=0.3 nugget0,lon,mid_frequency_band,28,43,3.548967,16,1.166750,0.989735,1.157368,0.984622,1.131696,1.106842,1.084240,0.357027,0.299238,0.301569,0.266262,0.268340
2025,7,matern_s03,Matern s=0.3 nugget0,norm,high_frequency_band,64,79,12.449007,16,0.938123,0.932459,0.930649,0.926648,1.033869,1.021342,0.929750,0.074587,0.079321,0.079965,0.076887,0.077509
2025,7,matern_s03,Matern s=0.3 nugget0,norm,low_frequency_bins_1_5,1,5,0.605160,5,1.342200,0.832564,1.332879,0.828534,0.970634,0.976308,1.609593,27.767491,21.097884,21.271670,22.504495,22.690662
2025,7,matern_s03,Matern s=0.3 nugget0,norm,lowest_frequency_bin,0,0,0.086451,1,7.194566,5.082136,7.142363,5.049654,0.868226,0.877659,5.265669,260.782771,77.016469,77.558892,95.848532,96.489738
2025,7,matern_s03,Matern s=0.3 nugget0,norm,mid_frequency_band,28,43,6.224503,16,1.057141,1.061125,1.048792,1.050750,1.055275,1.040083,1.041232,0.147099,0.139314,0.140445,0.132331,0.133402
