basis,near_degenerate_cluster,cluster_size,modes,basis_eigenvalue_min,basis_eigenvalue_max,basis_g_sum,total_g_sum,intrinsic_interaction_g_sum,interaction_absolute_share_median,minimum_design_day_80pct_membership
fitted_null,lt_016,1,45,0.838309923236,0.838309923236,0.00733866665589,0.00733866665589,0.0139741947722,0.76404785609,0.949413010871
fitted_null,gt_019,2,46;47,1.17877242206,1.1805556363,0.0144346379056,0.0144346379056,0.00201319355466,0.3708802413,0.927634574949
fitted_null,lt_017,2,48;49,0.840382007306,0.841842234149,0.0141428070197,0.0141428070197,0.0403774975577,0.686583650518,0.923463308922
fitted_null,gt_020,1,50,1.17620003977,1.17620003977,0.00695555145688,0.00695555145688,0.000864085440898,0.377544274331,0.935840772736
fitted_null,lt_018,2,51;52,0.842448494257,0.842929567891,0.0138463445073,0.0138463445073,0.0293460258524,0.763310446255,0.93638102908
fitted_null,lt_019,2,53;54,0.844149534569,0.845147352561,0.0134833993242,0.0134833993242,0.0551057024382,0.639768794866,0.941573972231
fitted_null,lt_020,2,55;57,0.846554151355,0.846788523579,0.013114038005,0.013114038005,0.0464548416004,0.657923975241,0.932362721455
fitted_null,gt_021,1,56,1.17080857646,1.17080857646,0.00655698767622,0.00655698767622,0.000396279901247,0.265812177647,0.910266166516
fitted_null,lt_021,3,58;60;61,0.848477491169,0.849486422108,0.0190630259321,0.0190630259321,0.0770223076116,0.640386940606,0.914170233169
fitted_null,gt_022,2,59;62,1.16654406593,1.16820035933,0.0126172135419,0.0126172135419,0.00232012398731,0.453315648927,0.909583964158
fitted_null,lt_022,4,63;64;65;66,0.850537698597,0.851803973481,0.0246660096559,0.0246660096559,0.0823694752477,0.667399554026,0.899139596225
fitted_null,lt_023,2,67;69,0.852130022635,0.853306158765,0.0120446061753,0.0120446061753,0.0482865289195,0.643242760264,0.893531069054
fitted_null,gt_023,1,68,1.16323860884,1.16323860884,0.00601529483775,0.00601529483775,0.00144911761414,0.51609397356,0.905939109909
fitted_null,lt_024,2,70;72,0.854654465965,0.855543075298,0.0116372011318,0.0116372011318,0.0320603138021,0.704491202857,0.914116925723
fitted_null,gt_024,1,71,1.16041343572,1.16041343572,0.0058185419986,0.0058185419986,0.00163213101655,0.554336019538,0.910160812317
fitted_null,lt_025,1,73,0.85664750246,0.85664750246,0.00568813157026,0.00568813157026,0.0151863745666,0.699786298031,0.923336142151
fitted_null,lt_026,2,74;75,0.858588281058,0.859283917507,0.0109969306954,0.0109969306954,0.0327697753897,0.68344880862,0.908978436286
fitted_null,gt_025,2,76;78,1.1537677295,1.15497152647,0.0108153455715,0.0108153455715,0.00281266743059,0.524857904701,0.875730561414
fitted_null,lt_027,3,77;79;80,0.860324357515,0.861426946463,0.0160027277639,0.0160027277639,0.0363907023125,0.731646439811,0.897167792127
fitted_null,lt_028,2,81;82,0.861623368273,0.862332276444,0.0105036436772,0.0105036436772,0.0206964395065,0.765041482211,0.91084149296
fitted_null,gt_026,3,83;85;87,1.14938700622,1.15088516691,0.0153857705018,0.0153857705018,0.00374259859386,0.461329117036,0.811202894669
fitted_null,lt_029,3,84;86;88,0.863403565071,0.864509194484,0.0152829255507,0.0152829255507,0.0371359247952,0.749730874448,0.867262413301
fitted_null,lt_030,2,89;90,0.865271664045,0.865546287084,0.00996206781811,0.00996206781811,0.0141146707124,0.866966506247,0.891852893289
fitted_null,gt_027,2,91;92,1.14670558837,1.14690905104,0.00982548591155,0.00982548591155,0.00236805308498,0.513798675833,0.835058937324
fitted_null,lt_031,3,93;94;96,0.866944407298,0.8678809112,0.0145131286492,0.0145131286492,0.0260051626073,0.804106525174,0.89637924029
fitted_null,gt_028,2,95;98,1.14347780866,1.14494083741,0.00949567649858,0.00949567649858,0.00322315598155,0.603752016741,0.82156710515
fitted_null,lt_032,3,97;99;100,0.869014550061,0.869962169704,0.014011716373,0.014011716373,0.0277035240668,0.777363766186,0.882347559133
fitted_null,gt_029,1,101,1.14203775986,1.14203775986,0.00461179224823,0.00461179224823,0.00115293936706,0.52218248395,0.820165451977
fitted_null,lt_033,4,102;103;104;106,0.87090186152,0.871886336371,0.0181162885353,0.0181162885353,0.0407805260835,0.735940391962,0.864294052132
fitted_null,gt_030,3,105;107;109,1.13925323724,1.14015631305,0.0134199789966,0.0134199789966,0.00208053339917,0.408594667125,0.70990840018
fitted_null,lt_034,2,108;110,0.872390885572,0.873447237356,0.00883168505828,0.00883168505828,0.0319832459904,0.658838109617,0.849553400539
fitted_null,gt_031,3,111;112;113,1.13727833772,1.13808146215,0.0130254051952,0.0130254051952,0.00326449992389,0.451555439463,0.702851391479
fitted_null,lt_035,3,114;115;116,0.874674128531,0.87516634644,0.0128178196131,0.0128178196131,0.0337148759758,0.694491907446,0.858914225261
fitted_null,gt_032,2,117;118,1.13483240734,1.13598020364,0.00841586795353,0.00841586795353,0.00227963899323,0.536141531073,0.688203625647
fitted_null,lt_036,3,119;120;122,0.876839708168,0.877501660534,0.0123524598939,0.0123524598939,0.0211914854972,0.775796332734,0.77287546641
fitted_null,gt_033,2,121;123,1.1333953263,1.13387068528,0.00820550289353,0.00820550289353,0.00297264808644,0.617774737015,0.750120879389
fitted_null,lt_037,2,124;125,0.878099526425,0.878471472029,0.00806908988589,0.00806908988589,0.024263632263,0.686414101283,0.832419527285
fitted_null,gt_034,2,126;129,1.13077388959,1.13202694071,0.0079443976139,0.0079443976139,0.00212747853282,0.537642925871,0.760880239268
fitted_null,lt_038,3,127;128;130,0.879275013326,0.879838362049,0.0118369941068,0.0118369941068,0.0307930837743,0.73781968218,0.822474739493
fitted_null,lt_039,3,131;132;134,0.88042915978,0.881436036935,0.0115650728844,0.0115650728844,0.0280445159195,0.713360087535,0.796115942437
fitted_null,gt_035,2,133;136,1.12821590897,1.12885852623,0.00761496169124,0.00761496169124,0.00271337945054,0.616242170352,0.764532438524
fitted_null,lt_040,2,135;137,0.881763919797,0.882577916975,0.00754048154369,0.00754048154369,0.016058488624,0.74589050931,0.789036646414
fitted_null,gt_036,2,138;140,1.12655168386,1.1272373882,0.00742893102137,0.00742893102137,0.00172576356629,0.500027522323,0.684973080604
fitted_null,lt_041,2,139;141,0.88304256839,0.884059571733,0.00735742030888,0.00735742030888,0.0147230555828,0.768607898083,0.806161485512
fitted_null,gt_037,4,142;143;145;146,1.12435162286,1.12558883959,0.0144333838454,0.0144333838454,0.00586531066873,0.632330573493,0.737242215246
fitted_null,lt_042,3,144;147;148,0.884455558264,0.885533121145,0.0107383682604,0.0107383682604,0.0119109502028,0.855076883944,0.844661097464
fitted_null,gt_038,2,149;152,1.12271646199,1.12382146735,0.00702593306437,0.00702593306437,0.00427598357365,0.79320507284,0.622765515773
fitted_null,lt_043,2,150;151,0.886130228894,0.886518921975,0.00699665697493,0.00699665697493,0.014913489443,0.758255834786,0.795165850456
fitted_null,gt_039,2,153;156,1.12087356338,1.12173608471,0.006811869341,0.006811869341,0.00234275360656,0.598340955835,0.735519495037
fitted_null,lt_044,2,154;155,0.887483993353,0.887806715484,0.00682836235799,0.00682836235799,0.0115966560235,0.833446692301,0.815325296188
fitted_null,gt_040,3,157;159;161,1.11927599995,1.12026574385,0.00997427626799,0.00997427626799,0.00364149980681,0.630737373891,0.677193396463
fitted_null,lt_045,4,158;160;162;163,0.888777806503,0.889821624855,0.0132196120893,0.0132196120893,0.0277182172818,0.78521910323,0.735803631911
fitted_null,lt_046,1,164,0.890331198192,0.890331198192,0.00324647543612,0.00324647543612,0.00666930357831,0.754013394435,0.768030294217
fitted_null,gt_041,2,165;167,1.11690818086,1.11762975875,0.006381734241,0.006381734241,0.00197255450384,0.572311042219,0.653558155703
fitted_null,lt_047,2,166;168,0.89137123616,0.891656638491,0.00634815836967,0.00634815836967,0.016083852557,0.721776564299,0.686561658895
fitted_null,lt_048,3,169;171;173,0.892663375823,0.893595524798,0.00922845765432,0.00922845765432,0.0265363968325,0.675537693928,0.734293382845
fitted_null,gt_042,2,170;172,1.11459815012,1.11508863462,0.00612947679145,0.00612947679145,0.000873423401211,0.393444001206,0.682834144591
fitted_null,lt_049,3,174;175;177,0.89395247606,0.894791209851,0.00900759166668,0.00900759166668,0.0299286207347,0.66611482882,0.717350627647
fitted_null,gt_043,2,176;178,1.11303158619,1.11359999269,0.00597306181486,0.00597306181486,0.00172545770737,0.542650967069,0.568484801275
fitted_null,lt_050,3,179;180;181,0.895137647015,0.89584868662,0.00880116416832,0.00880116416832,0.0281056171192,0.679302271225,0.716664239678
fitted_null,gt_044,3,182;184;185,1.11092229182,1.1114502957,0.00864014615391,0.00864014615391,0.00215910216719,0.490441209203,0.567174984675
fitted_null,lt_051,3,183;186;187,0.896361736453,0.897190263231,0.00858278954843,0.00858278954843,0.0241519618337,0.697182573187,0.686048088739
fitted_null,lt_052,3,188;190;192,0.89781396283,0.898621607242,0.00833916049281,0.00833916049281,0.0206844623692,0.688403175917,0.693212016688
fitted_null,gt_045,3,189;191;193,1.10854784458,1.1095728186,0.00832425596514,0.00832425596514,0.00288483807389,0.613646678916,0.584862810459
fitted_null,gt_046,2,194;197,1.10764550318,1.10795250882,0.00542384625778,0.00542384625778,0.00192665250079,0.610028999151,0.641470859104
fitted_null,lt_053,3,195;196;198,0.899309069801,0.899724805844,0.00811954821763,0.00811954821763,0.0259994434586,0.682706030091,0.623874242245
fitted_null,lt_054,2,199;202,0.900438998592,0.900870599895,0.00528805343105,0.00528805343105,0.0130812830082,0.719698764464,0.629904573499
fitted_null,gt_047,3,200;201;204,1.1052902796,1.10639352002,0.00786752683711,0.00786752683711,0.00206991422467,0.541222677342,0.512795441068
fitted_null,lt_055,1,203,0.901423689787,0.901423689787,0.00260178887707,0.00260178887707,0.00997511829678,0.656359415585,0.598513904567
fitted_null,lt_056,4,205;206;207;209,0.902379675684,0.903179445928,0.0101167603179,0.0101167603179,0.0278279856554,0.694272435063,0.586884540475
fitted_null,gt_048,3,208;210;212,1.10298723196,1.10361542932,0.00749555955411,0.00749555955411,0.00230480851247,0.594230612724,0.357430420986
fitted_null,lt_057,2,211;214,0.903319856505,0.904174074649,0.00495294035745,0.00495294035745,0.0132032861389,0.715172293055,0.554942740088
fitted_null,gt_049,2,213;215,1.10214426753,1.10247540531,0.00490201821121,0.00490201821121,0.00170552417983,0.605361287097,0.356307529565
fitted_null,lt_058,2,216;217,0.90471851273,0.905104549042,0.00482964962225,0.00482964962225,0.0124863221637,0.718293224313,0.546182521324
fitted_null,gt_050,2,218;221,1.09979095962,1.10076164259,0.0047150673076,0.0047150673076,0.00186210657244,0.640413881502,0.41225793539
fitted_null,lt_059,3,219;220;222,0.905734055645,0.906565569904,0.00705639946878,0.00705639946878,0.0160903154002,0.72579957537,0.507356752173
fitted_null,gt_051,2,223;225,1.09868061883,1.09946485039,0.00460594248241,0.00460594248241,0.0012960561545,0.545634743539,0.509311826608
fitted_null,lt_060,3,224;226;228,0.906872013497,0.907731516629,0.00686629757649,0.00686629757649,0.0177327067069,0.704876303488,0.481374540171
fitted_null,gt_052,1,227,1.09841137894,1.09841137894,0.00227322198152,0.00227322198152,0.000593051211018,0.526424206145,0.463258743905
fitted_null,lt_061,2,229;230,0.907809899926,0.908362581199,0.00450221316307,0.00450221316307,0.0125966075589,0.701424357518,0.475409422461
fitted_null,gt_053,4,231;232;233;235,1.09653435721,1.09734324414,0.00883372208723,0.00883372208723,0.00255414137854,0.552766549978,0.337646471626
fitted_null,lt_062,2,234;236,0.909198232925,0.90960407663,0.00437014744128,0.00437014744128,0.0151852202043,0.669686068444,0.512276057476
fitted_null,gt_054,4,237;239;241;242,1.09442531231,1.09538822205,0.00847519027539,0.00847519027539,0.0022831913315,0.534547764376,0.358499888261
fitted_null,lt_063,2,238;240,0.910445104651,0.910792414674,0.00424973270905,0.00424973270905,0.0144807829768,0.675437736842,0.457229171816
fitted_null,gt_055,2,243;246,1.09316162393,1.0938534185,0.00411713202098,0.00411713202098,0.00143676026779,0.599270348979,0.390700962904
fitted_null,lt_064,3,244;245;247,0.911682235968,0.912486382437,0.00616031498193,0.00616031498193,0.0216398568266,0.662279786544,0.399774469719
fitted_null,lt_065,3,248;251;252,0.913027716785,0.913701952674,0.00596815829288,0.00596815829288,0.0152212702229,0.71302839594,0.362436282201
fitted_null,gt_056,3,249;250;253,1.09147134114,1.09228887312,0.00596545589317,0.00596545589317,0.00183193498254,0.544440853772,0.42340014549
fitted_null,lt_066,4,254;256;257;258,0.914459889202,0.915245541605,0.00770048901496,0.00770048901496,0.0199572419623,0.704803844036,0.106388071435
fitted_null,gt_057,2,255;259,1.089818762,1.09067633881,0.00384284682661,0.00384284682661,0.00125862361516,0.586387717405,0.361472719356
fitted_null,lt_067,2,260;262,0.915397822778,0.916131129879,0.00376062576213,0.00376062576213,0.0109832506185,0.695273291988,0.33375847748
fitted_null,gt_058,2,261;263,1.08879803471,1.08953173704,0.00375369975548,0.00375369975548,0.000680327615079,0.436545753457,0.278124897138
fitted_null,lt_068,1,264,0.916324440162,0.916324440162,0.00185461243236,0.00185461243236,0.0065569039031,0.668560422098,0.323034180324
fitted_null,gt_059,2,265;266,1.08770815814,1.08846508654,0.00366592144551,0.00366592144551,0.000462133399964,0.320224933624,0.228733267431
fitted_null,lt_069,2,267;269,0.917439318121,0.917842106,0.00359008231287,0.00359008231287,0.0107001986148,0.694226637743,0.330006465937
fitted_null,gt_060,2,268;270,1.08686186561,1.08722326719,0.00358181332255,0.00358181332255,0.000673367790282,0.442426219587,0.317686634462
fitted_null,lt_070,1,271,0.918230545793,0.918230545793,0.00176866323839,0.00176866323839,0.003608166203,0.759183675199,0.298842916004
fitted_null,gt_061,3,272;273;275,1.08552716362,1.08592459517,0.00522025090124,0.00522025090124,0.00144434518771,0.538592358727,0.242249968968
fitted_null,lt_071,2,274;276,0.919015443432,0.919275308235,0.00345636580713,0.00345636580713,0.0105645858711,0.68919766037,0.323924325889
fitted_null,gt_062,2,277;279,1.0842890558,1.08494050026,0.0033899424639,0.0033899424639,0.000626978199524,0.43507948491,0.32100161719
fitted_null,lt_072,2,278;280,0.919795156384,0.92032472483,0.00337644024632,0.00337644024632,0.00956446859531,0.702413345283,0.231880601409
fitted_null,lt_073,2,281;284,0.920644957709,0.921126857614,0.00330507105293,0.00330507105293,0.00965302847467,0.697901309033,0.253360990372
fitted_null,gt_063,3,282;283;285,1.08297846807,1.08377833954,0.0049387281466,0.0049387281466,0.00121567383992,0.490812619017,0.234937481787
fitted_null,lt_074,2,286;287,0.921599762116,0.92219999997,0.00321858424465,0.00321858424465,0.0120136941096,0.66616068884,0.298398043961
fitted_null,gt_064,4,288;289;291;292,1.08118606277,1.08200795962,0.00631201877887,0.00631201877887,0.00100644120224,0.389589882885,0.274544980722
fitted_null,lt_075,4,290;293;294;295,0.922755394544,0.923315223283,0.00624050383157,0.00624050383157,0.0185120110258,0.693292906296,0.175416264695
fitted_null,gt_065,2,296;299,1.07965034022,1.08046099728,0.00304315422284,0.00304315422284,0.00075046131695,0.498413817956,0.0207819252095
fitted_null,lt_076,5,297;298;300;301;303,0.923938308558,0.924655402697,0.00753504042603,0.00753504042603,0.0240563933262,0.687811219398,0.188317093965
fitted_null,gt_066,4,302;304;305;306,1.07879586856,1.07938735927,0.00594396436212,0.00594396436212,0.000980739973835,0.425634802877,0.188937684286
fitted_null,lt_077,3,307;308;309,0.925176538757,0.925568572967,0.00439061695209,0.00439061695209,0.0127030159233,0.708577629239,0.218239428905
fitted_null,gt_067,3,310;311;313,1.07738501305,1.07819234695,0.0043259333757,0.0043259333757,0.000603950762247,0.401892811689,0.217137621213
fitted_null,lt_078,3,312;314;316,0.926206093142,0.9268433005,0.00425976153556,0.00425976153556,0.0118508589864,0.703797489184,0.159875773885
fitted_null,gt_068,2,315;318,1.07657082134,1.07718116645,0.00281178280599,0.00281178280599,0.000321449283445,0.345125286478,0.187665421355
fitted_null,lt_079,3,317;320;321,0.927121350303,0.927727516978,0.00414880987702,0.00414880987702,0.0128779876617,0.684643237518,0.17971774567
fitted_null,gt_069,1,319,1.07622618676,1.07622618676,0.00138276818392,0.00138276818392,0.000144022945471,0.333526629345,0.172708134818
fitted_null,lt_080,2,322;324,0.928242349304,0.928640656383,0.00268942780739,0.00268942780739,0.00812106809933,0.693391517291,0.193633639832
fitted_null,gt_070,2,323;325,1.07484492236,1.07521941648,0.00268159841513,0.00268159841513,0.000262148505442,0.307630400593,0.229067622296
fitted_null,lt_081,2,326;329,0.928996353613,0.929476217946,0.00262854740332,0.00262854740332,0.00923590300824,0.671623632922,0.182844374084
fitted_null,gt_071,2,327;328,1.07431386192,1.07434332266,0.00263269123816,0.00263269123816,0.000331990208675,0.361901643584,0.17059307993
fitted_null,lt_082,2,330;332,0.929785194396,0.930186765617,0.00257177152356,0.00257177152356,0.00657502737951,0.718930623625,0.0685508112272
fitted_null,gt_072,3,331;333;334,1.07286624507,1.07329032444,0.00381652412712,0.00381652412712,0.000493439347696,0.364491617137,0.12774549605
fitted_null,lt_083,3,335;336;338,0.930643851073,0.931189835372,0.00375837294695,0.00375837294695,0.0102055877272,0.702298215032,0.165877351773
fitted_null,gt_073,2,337;339,1.07173331135,1.07239774004,0.00247838821256,0.00247838821256,0.000367839347453,0.396140159563,0.168754818614
fitted_null,gt_074,3,340;341;344,1.07074278822,1.07145061267,0.00363178777361,0.00363178777361,0.000572021235068,0.309900340513,0.126541291936
fitted_null,lt_084,2,342;343,0.932078732698,0.932209030596,0.00241198085169,0.00241198085169,0.00708655892271,0.697620465611,0.151441290512
fitted_null,lt_085,3,345;346;348,0.932863482281,0.933277603537,0.00351570533303,0.00351570533303,0.00988993419886,0.701551584853,0.143099378046
fitted_null,gt_075,3,347;349;350,1.06945679146,1.06993870452,0.00348474673578,0.00348474673578,0.000441478856018,0.383869640112,0.138176301792
fitted_null,gt_076,3,351;354;355,1.06847460251,1.06909505356,0.00338728168858,0.00338728168858,0.000284875743944,0.281840087282,0.157658724471
fitted_null,lt_086,2,352;353,0.933999295514,0.934008674884,0.00227855916566,0.00227855916566,0.0076042399826,0.678713309654,0.152790162997
fitted_null,lt_087,3,356;357;360,0.934726393107,0.935247959554,0.00332168022781,0.00332168022781,0.011809199851,0.684405064001,0.150436877599
fitted_null,gt_077,4,358;359;362;363,1.06731860011,1.06786116731,0.00437147988593,0.00437147988593,0.000598045210373,0.387122715784,0.138863446564
fitted_null,lt_088,3,361;364;366,0.935370263702,0.935994216276,0.00323921657259,0.00323921657259,0.0101090551219,0.681237724911,0.123413903575
fitted_null,gt_078,3,365;367;368,1.06653481367,1.06707848823,0.00320535039631,0.00320535039631,0.000659974147907,0.471727621678,0.0747629899594
fitted_null,lt_089,3,369;371;372,0.936464644658,0.936991939689,0.00313540806496,0.00313540806496,0.0115021704131,0.669425223537,0.144395949439
fitted_null,gt_079,1,370,1.06633243436,1.06633243436,0.00105365255595,0.00105365255595,0.000157472710749,0.396799050025,0.213791302154
fitted_null,gt_080,2,373;374,1.06512876684,1.0653926158,0.00204114919891,0.00204114919891,0.000215893622022,0.328784256685,0.157463539592
fitted_null,lt_090,2,375;376,0.937703313833,0.937829341726,0.00202080855384,0.00202080855384,0.00725916518278,0.671926410182,0.120191532547
fitted_null,gt_081,3,377;378;380,1.06408825387,1.06456645478,0.00297960522297,0.00297960522297,0.00025504651604,0.261289323901,0.125154474446
fitted_null,lt_091,2,379;381,0.938346408542,0.938602629235,0.00197410242134,0.00197410242134,0.00587677413951,0.706037639995,0.119979108766
fitted_null,gt_082,3,382;383;385,1.06326776775,1.06383960303,0.00290534990354,0.00290534990354,0.000204131093499,0.247287427318,0.0817263295201
fitted_null,lt_092,3,384;386;387,0.939162464453,0.9396296621,0.00286671603455,0.00286671603455,0.0106383823926,0.666101717866,0.156098967714
fitted_null,lt_093,2,388;390,0.940039080132,0.940565759643,0.00185619127926,0.00185619127926,0.00603430193477,0.68319077479,0.118181579732
fitted_null,gt_083,2,389;391,1.06173485549,1.06231421809,0.00184754711501,0.00184754711501,0.000117349274041,0.243054271541,0.12559033882
fitted_null,lt_094,2,392;394,0.940848809231,0.941015350566,0.00181640445753,0.00181640445753,0.00762190179784,0.652899151539,0.11349339489
fitted_null,gt_084,2,393;395,1.06120572392,1.06144454399,0.00180688654517,0.00180688654517,0.000140127271336,0.28250686401,0.113558988005
fitted_null,lt_095,2,396;398,0.941648363126,0.941977384239,0.00176156097238,0.00176156097238,0.0086977280741,0.642672955828,0.0195486951797
fitted_null,gt_085,3,397;399;400,1.0600598384,1.06066219673,0.00262513520445,0.00262513520445,0.000119765846422,0.19563362483,0.0742539369426
fitted_null,lt_096,3,401;402;404,0.942283702549,0.942721346641,0.00258337131543,0.00258337131543,0.0112803850152,0.647314965721,0.104283992975
fitted_null,gt_086,3,403;405;406,1.05918160206,1.05966839454,0.00254946397027,0.00254946397027,0.000142453778926,0.212952899012,0.111304220244
fitted_null,lt_097,1,407,0.943117067665,0.943117067665,0.000840963926788,0.000840963926788,0.00319187502017,0.664077498071,0.117437577655
fitted_null,gt_087,2,408;409,1.05851254895,1.05873539945,0.00165405247293,0.00165405247293,0.000141035271043,0.29735716109,0.106988046019
fitted_null,lt_098,1,410,0.943734481113,0.943734481113,0.000822451760438,0.000822451760438,0.00250820117949,0.692513621941,0.140700711142
fitted_null,gt_088,2,411;413,1.05768987356,1.05798370505,0.00161074082976,0.00161074082976,6.17882371378e-05,0.200174214412,0.117366198499
fitted_null,lt_099,3,412;414;416,0.944392582779,0.944915961148,0.00239131961036,0.00239131961036,0.00975692258477,0.656362547696,0.113707345912
fitted_null,gt_089,3,415;418;419,1.05695344781,1.05729454892,0.00235529761224,0.00235529761224,5.48926203089e-05,0.188846022375,0.0963162490066
fitted_null,lt_100,2,417;420,0.945008516602,0.945373745128,0.00155926658437,0.00155926658437,0.00683481256917,0.649059351025,0.124148844089
fitted_null,gt_090,1,421,1.05658104245,1.05658104245,0.000771389446929,0.000771389446929,7.2930370413e-05,0.315346841178,0.128929829808
fitted_null,lt_101,1,422,0.945560102254,0.945560102254,0.000768964261114,0.000768964261114,0.00332431384972,0.649969095209,0.0972891160082
fitted_null,gt_091,3,423;424;426,1.05555214479,1.05589719799,0.00224933563649,0.00224933563649,9.43413739377e-05,0.0509212157761,0.105550330124
fitted_null,lt_102,3,425;427;428,0.946301798323,0.946607354467,0.00223039922344,0.00223039922344,0.00962914607705,0.655432360302,0.121585468291
fitted_null,gt_092,3,429;430;432,1.05461040466,1.05506919587,0.00218018393961,0.00218018393961,3.49616798057e-05,0.0763301907638,0.0978631999522
fitted_null,lt_103,3,431;433;435,0.947129889676,0.947615672938,0.00215482900508,0.00215482900508,0.00900157631751,0.650424833562,0.111688421124
fitted_null,gt_093,2,434;436,1.05393120622,1.05438546373,0.0014156964132,0.0014156964132,1.87919046831e-05,0.101888507902,0.09268840738
fitted_null,lt_104,1,437,0.948346219765,0.948346219765,0.000690926221364,0.000690926221364,0.00302536156583,0.649065994832,0.0929791416583
fitted_null,gt_094,3,438;439;440,1.05303175347,1.05343421729,0.00205656284364,0.00205656284364,2.43628807518e-05,0.109355762725,0.0961574246217
