basis,near_degenerate_cluster,cluster_size,modes,basis_eigenvalue_min,basis_eigenvalue_max,basis_g_sum,total_g_sum,intrinsic_interaction_g_sum,interaction_absolute_share_median,minimum_design_day_80pct_membership
fitted_null,gt_001,2,1;2,1.28462858257,1.28552321048,0.0342581770602,0.0342581770602,0.0083763545428,0.535409729157,0.985054903439
fitted_null,gt_002,1,3,1.27751994138,1.27751994138,0.0162996443579,0.0162996443579,0.00227247819982,0.41237000578,0.976417978775
fitted_null,gt_003,1,4,1.26043271973,1.26043271973,0.0144888146841,0.0144888146841,0.00404104603007,0.566553414473,0.979489263759
fitted_null,lt_001,1,5,0.782700903994,0.782700903994,0.0138527735987,0.0138527735987,0.0552764034689,0.631772713362,0.968339683808
fitted_null,gt_004,1,6,1.25412027426,1.25412027426,0.0138429620806,0.0138429620806,0.00303049440308,0.505736693449,0.977259205666
fitted_null,gt_005,1,7,1.24989089298,1.24989089298,0.0134173155452,0.0134173155452,0.00349512238016,0.547611339862,0.979533944927
fitted_null,lt_002,1,8,0.787350000561,0.787350000561,0.0132162012322,0.0132162012322,0.0584729227853,0.621215071423,0.968353142664
fitted_null,gt_006,1,9,1.24630717547,1.24630717547,0.0130611281095,0.0130611281095,0.00483019658952,0.642760354246,0.972334771438
fitted_null,gt_007,1,10,1.24254749754,1.24254749754,0.0126918959429,0.0126918959429,0.00333551035628,0.548871344564,0.979564729328
fitted_null,lt_003,2,11;12,0.80258758449,0.803444536891,0.0223967674218,0.0223967674218,0.0954355374176,0.627991031491,0.962596711984
fitted_null,gt_008,2,13;14,1.2242488889,1.22623778758,0.0221041998839,0.0221041998839,0.0120391454205,0.763611376894,0.973340014856
fitted_null,lt_004,1,15,0.805504542875,0.805504542875,0.010895489718,0.010895489718,0.0470866839245,0.626889191114,0.967657327569
fitted_null,gt_009,1,16,1.22211819628,1.22211819628,0.0107663082876,0.0107663082876,0.00205578920009,0.470197474762,0.973868323217
fitted_null,lt_005,1,17,0.808111867903,0.808111867903,0.0105833237862,0.0105833237862,0.0481202539817,0.622009397078,0.961602786271
fitted_null,gt_010,1,18,1.21723934867,1.21723934867,0.0103269414753,0.0103269414753,0.0026021020484,0.534818371847,0.96638089931
fitted_null,lt_006,1,19,0.810317462911,0.810317462911,0.0103233207456,0.0103233207456,0.0482230726894,0.619649315181,0.957959823038
fitted_null,lt_007,1,20,0.812989061249,0.812989061249,0.010013342786,0.010013342786,0.0461141021233,0.621550464075,0.952795118951
fitted_null,gt_011,1,21,1.21097241421,1.21097241421,0.00977436462278,0.00977436462278,0.00316722384204,0.600394235389,0.963485647866
fitted_null,lt_008,1,22,0.8160807621,0.8160807621,0.00966135892688,0.00966135892688,0.0422729350923,0.627400867523,0.958992086409
fitted_null,gt_012,1,23,1.2067477176,1.2067477176,0.00940940670192,0.00940940670192,0.00162850022486,0.446805423398,0.958963382466
fitted_null,gt_013,2,24;25,1.20372534402,1.2044382589,0.0183645592896,0.0183645592896,0.0055761107132,0.550654313612,0.939571156908
fitted_null,lt_009,1,26,0.823224813542,0.823224813542,0.00887538283594,0.00887538283594,0.0395817521997,0.626624140924,0.942909976066
fitted_null,gt_014,1,27,1.1993802492,1.1993802492,0.00878764240849,0.00878764240849,0.00357637922033,0.665639914321,0.966006009174
fitted_null,lt_010,2,28;30,0.825770451386,0.826979838968,0.0170818505496,0.0170818505496,0.0778589956804,0.624919079128,0.945257575275
fitted_null,gt_015,1,29,1.19692287858,1.19692287858,0.00858444150119,0.00858444150119,0.001297202883,0.417596223525,0.956085458666
fitted_null,lt_011,2,31;32,0.827403287414,0.828049405052,0.0167991013413,0.0167991013413,0.0696932964864,0.635635690618,0.949603907648
fitted_null,lt_012,1,33,0.830221648133,0.830221648133,0.00814210801579,0.00814210801579,0.0359290556895,0.62893298874,0.941716609506
fitted_null,gt_016,2,34;36,1.18879553036,1.19058833587,0.0159978231044,0.0159978231044,0.00279454616384,0.43909383232,0.885374146992
fitted_null,lt_013,2,35;37,0.832320676257,0.83268389473,0.0158216210817,0.0158216210817,0.0590339872153,0.64835184822,0.945494526631
fitted_null,gt_017,2,38;41,1.18557813569,1.1870109027,0.0154601019416,0.0154601019416,0.00213900205095,0.381525944535,0.932106800961
fitted_null,lt_014,2,39;40,0.834357433397,0.834767685618,0.0154101619477,0.0154101619477,0.0320817694962,0.771246533017,0.935519894782
fitted_null,gt_018,1,42,1.18401219138,1.18401219138,0.00755167909885,0.00755167909885,0.00231583651193,0.581534257966,0.966939852262
fitted_null,lt_015,2,43;44,0.83669140082,0.836966603249,0.0149645435624,0.0149645435624,0.0445955935262,0.679557442946,0.938294479915
