basis,mode,time_index,leading_temporal_factor,time_energy_fraction
fitted_null,6,6,0.270421367689,0.0828782254894
fitted_null,6,7,0.597806230228,0.209300417212
fitted_null,7,0,-0.59146638538,0.188093969887
fitted_null,7,1,-0.310299944091,0.0875419978472
fitted_null,7,2,-0.248666719656,0.112292931463
fitted_null,7,3,-0.0477760878373,0.132589260909
fitted_null,7,4,0.0760164688975,0.0978638459973
fitted_null,7,5,0.226027562053,0.10038606709
fitted_null,7,6,0.274939796623,0.0917339664541
fitted_null,7,7,0.597749875376,0.189497960353
fitted_null,8,0,-0.0441582372536,0.00265457079615
fitted_null,8,1,0.272713680462,0.0746837572345
fitted_null,8,2,-0.598672645951,0.354333595652
fitted_null,8,3,0.670470794268,0.440690885899
fitted_null,8,4,-0.301921552273,0.0980333743591
fitted_null,8,5,-0.0989487225186,0.0137666319515
fitted_null,8,6,0.1209219682,0.0153453717319
fitted_null,8,7,-0.0129491229963,0.000491812375656
fitted_null,9,0,0.589268237023,0.185549337727
fitted_null,9,1,0.341462727837,0.0838486290187
fitted_null,9,2,0.390295996856,0.139933144569
fitted_null,9,3,0.140460097134,0.130246715771
fitted_null,9,4,-0.0158556035352,0.0900899633281
fitted_null,9,5,-0.131698858771,0.10125373512
fitted_null,9,6,-0.155298840536,0.0794679929747
fitted_null,9,7,-0.567796113801,0.189610481491
fitted_null,10,0,-0.582110733298,0.205461351919
fitted_null,10,1,-0.25516389787,0.0720405633345
fitted_null,10,2,-0.195341346997,0.105398556391
fitted_null,10,3,0.0284265491388,0.111419265391
fitted_null,10,4,0.147611744973,0.094226159156
fitted_null,10,5,0.254376906128,0.11252605964
fitted_null,10,6,0.331876661974,0.101631462656
fitted_null,10,7,0.600360901852,0.197296581514
fitted_null,11,0,-0.0135143733946,0.000823274615108
fitted_null,11,1,-0.0548322195182,0.018760621942
fitted_null,11,2,0.155922249113,0.0689512141258
fitted_null,11,3,0.0840276770974,0.0382009697769
fitted_null,11,4,-0.637133229124,0.3257235008
fitted_null,11,5,0.715232778066,0.380033182784
fitted_null,11,6,-0.213671586067,0.146266231285
fitted_null,11,7,-0.0478138678706,0.0212410046716
fitted_null,12,0,0.163443825517,0.0256149771477
fitted_null,12,1,-0.399927497694,0.149349820158
fitted_null,12,2,0.327683742207,0.127869364204
fitted_null,12,3,0.048275961859,0.0498598759825
fitted_null,12,4,-0.135875435367,0.0601236948083
fitted_null,12,5,-0.403376101043,0.18271371523
fitted_null,12,6,0.668064598887,0.343714147291
fitted_null,12,7,-0.275956858897,0.0607544051791
fitted_null,13,0,-0.578807123475,0.15954179304
fitted_null,13,1,-0.284648276582,0.0730796808043
fitted_null,13,2,-0.317612625431,0.126252883296
fitted_null,13,3,-0.0765717028053,0.131876897965
fitted_null,13,4,0.131514612149,0.118945105595
fitted_null,13,5,0.200818807852,0.120578688466
fitted_null,13,6,0.252697546352,0.0918964532418
fitted_null,13,7,0.596436358903,0.177828497592
fitted_null,14,0,0.595770234792,0.166156596356
fitted_null,14,1,0.315345162319,0.0704010411953
fitted_null,14,2,0.443296462823,0.132982321734
fitted_null,14,3,0.294691989434,0.136850312574
fitted_null,14,4,0.0581185170586,0.114427522171
fitted_null,14,5,-0.0666370578054,0.111574226371
fitted_null,14,6,-0.0852100723246,0.0936039998799
fitted_null,14,7,-0.497173126211,0.174003979718
fitted_null,15,0,-0.169243877903,0.0348373714031
fitted_null,15,1,0.295950079643,0.102310735399
fitted_null,15,2,-0.121207033412,0.0603620245104
fitted_null,15,3,0.0364444099644,0.0326683755044
fitted_null,15,4,-0.338186407958,0.116720839554
fitted_null,15,5,0.681740404107,0.382057809366
fitted_null,15,6,-0.521218159085,0.251595044142
fitted_null,15,7,0.130162689378,0.0194478001206
fitted_null,16,0,-0.563104280553,0.179785398422
fitted_null,16,1,-0.23067814551,0.0721186719525
fitted_null,16,2,-0.258260098246,0.105097610482
fitted_null,16,3,-0.018216588416,0.109147497238
fitted_null,16,4,0.219059458135,0.122902382646
fitted_null,16,5,0.226054377541,0.104506561174
fitted_null,16,6,0.30247829188,0.0989875359875
fitted_null,16,7,0.609992045116,0.207454342098
fitted_null,17,0,-0.353258097474,0.0878566454693
fitted_null,17,1,0.557063332823,0.237733468152
fitted_null,17,2,-0.134004346076,0.145249358221
fitted_null,17,3,-0.169126347985,0.136004065053
fitted_null,17,4,0.14973855663,0.033280914351
fitted_null,17,5,-0.375180559973,0.106217836648
fitted_null,17,6,0.539176456075,0.207172378592
fitted_null,17,7,-0.253840372545,0.046485333515
fitted_null,18,0,-0.572758775131,0.166786526205
fitted_null,18,1,-0.319424234568,0.0907780291497
fitted_null,18,2,-0.295998507915,0.129087577997
fitted_null,18,3,-0.0503151855264,0.12913190845
fitted_null,18,4,0.0809865078189,0.0956033317779
fitted_null,18,5,0.23011111609,0.132444239642
fitted_null,18,6,0.27253728654,0.0807626115222
fitted_null,18,7,0.588202598215,0.175405775256
fitted_null,19,0,0.0377904279921,0.0533610028113
fitted_null,19,1,0.161359799461,0.135422941975
fitted_null,19,2,-0.615171990185,0.270639592292
fitted_null,19,3,0.686237572493,0.353857581992
fitted_null,19,4,-0.162262474242,0.0305792013515
fitted_null,19,5,-0.261572269387,0.0601376550393
fitted_null,19,6,0.168524048908,0.0684286520619
fitted_null,19,7,0.00517663417477,0.0275733724758
fitted_null,20,0,-0.0786644804723,0.0270611087244
fitted_null,20,1,0.316877774847,0.129960676484
fitted_null,20,2,-0.581595951989,0.286103894185
fitted_null,20,3,0.644606970355,0.347312444317
fitted_null,20,4,-0.334183640444,0.107111980949
fitted_null,20,5,-0.068459229986,0.0158540007819
fitted_null,20,6,0.145870413784,0.0678008868288
fitted_null,20,7,-0.0445514129084,0.0187950077299
fitted_null,21,0,-0.568469739135,0.158388708218
fitted_null,21,1,-0.320753942423,0.0914680775762
fitted_null,21,2,-0.320426489361,0.127283613405
fitted_null,21,3,-0.0556451608412,0.136066687174
fitted_null,21,4,0.088222014215,0.103733378022
fitted_null,21,5,0.207277906696,0.122635970193
fitted_null,21,6,0.232446622974,0.0801186706609
fitted_null,21,7,0.602835680903,0.18030489475
fitted_null,22,0,-0.521094840183,0.267308598252
fitted_null,22,1,0.787059271064,0.59921988858
fitted_null,22,2,-0.215223626749,0.0573850552675
