year,month,day_num,direction,lag,model,fitted_gamma_t0,sigma,range_lat,range_lon,range_time,nugget
2022,7,1,lat,1.4960,Vecchia_mm20,6.1655,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,1.7160,Vecchia_mm20,6.1659,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,1.9360,Vecchia_mm20,6.1660,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,2.1560,Vecchia_mm20,6.1660,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,0.0000,Corridor_4x4_lag643,0.0000,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,0.0630,Corridor_4x4_lag643,3.5629,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,0.1260,Corridor_4x4_lag643,4.4575,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,0.1800,Corridor_4x4_lag643,4.9776,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,0.3690,Corridor_4x4_lag643,5.8434,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,0.5580,Corridor_4x4_lag643,6.0921,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,0.7470,Corridor_4x4_lag643,6.1636,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,0.9360,Corridor_4x4_lag643,6.1841,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,1.1250,Corridor_4x4_lag643,6.1900,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,1.3140,Corridor_4x4_lag643,6.1917,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,1.5030,Corridor_4x4_lag643,6.1922,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,1.6920,Corridor_4x4_lag643,6.1923,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,1.8810,Corridor_4x4_lag643,6.1923,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,0.0000,Debiased_Whittle,0.0000,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.0630,Debiased_Whittle,3.3818,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.1260,Debiased_Whittle,4.0543,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.1800,Debiased_Whittle,4.4958,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.3690,Debiased_Whittle,5.4108,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.5580,Debiased_Whittle,5.7985,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.7470,Debiased_Whittle,5.9628,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.9360,Debiased_Whittle,6.0324,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,1.1250,Debiased_Whittle,6.0619,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,1.3140,Debiased_Whittle,6.0744,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,1.5030,Debiased_Whittle,6.0797,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,1.6920,Debiased_Whittle,6.0820,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,1.8810,Debiased_Whittle,6.0829,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.0000,Vecchia_mm20,0.0000,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,0.0630,Vecchia_mm20,3.5712,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,0.1260,Vecchia_mm20,4.2388,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,0.1800,Vecchia_mm20,4.6725,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,0.3690,Vecchia_mm20,5.5541,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,0.5580,Vecchia_mm20,5.9153,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,0.7470,Vecchia_mm20,6.0633,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,0.9360,Vecchia_mm20,6.1239,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,1.1250,Vecchia_mm20,6.1488,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,1.3140,Vecchia_mm20,6.1589,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,1.5030,Vecchia_mm20,6.1631,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,1.6920,Vecchia_mm20,6.1648,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,1.8810,Vecchia_mm20,6.1655,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,2,lat,0.0000,Corridor_4x4_lag643,0.0000,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lat,0.0440,Corridor_4x4_lag643,3.4865,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lat,0.1320,Corridor_4x4_lag643,5.6718,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lat,0.1760,Corridor_4x4_lag643,6.4092,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lat,0.3960,Corridor_4x4_lag643,8.2312,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lat,0.6160,Corridor_4x4_lag643,8.7362,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lat,0.8360,Corridor_4x4_lag643,8.8762,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lat,1.0560,Corridor_4x4_lag643,8.9150,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lat,1.2760,Corridor_4x4_lag643,8.9258,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lat,1.4960,Corridor_4x4_lag643,8.9287,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lat,1.7160,Corridor_4x4_lag643,8.9296,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lat,1.9360,Corridor_4x4_lag643,8.9298,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lat,2.1560,Corridor_4x4_lag643,8.9299,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lat,0.0000,Debiased_Whittle,0.0000,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lat,0.0440,Debiased_Whittle,3.4463,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lat,0.1320,Debiased_Whittle,5.7564,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lat,0.1760,Debiased_Whittle,6.4117,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lat,0.3960,Debiased_Whittle,7.6547,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lat,0.6160,Debiased_Whittle,7.8535,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lat,0.8360,Debiased_Whittle,7.8853,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lat,1.0560,Debiased_Whittle,7.8903,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lat,1.2760,Debiased_Whittle,7.8911,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lat,1.4960,Debiased_Whittle,7.8913,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lat,1.7160,Debiased_Whittle,7.8913,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lat,1.9360,Debiased_Whittle,7.8913,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lat,2.1560,Debiased_Whittle,7.8913,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lat,0.0000,Vecchia_mm20,0.0000,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lat,0.0440,Vecchia_mm20,3.5886,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lat,0.1320,Vecchia_mm20,5.1929,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lat,0.1760,Vecchia_mm20,5.8481,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lat,0.3960,Vecchia_mm20,8.0832,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lat,0.6160,Vecchia_mm20,9.2305,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lat,0.8360,Vecchia_mm20,9.8195,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lat,1.0560,Vecchia_mm20,10.1218,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lat,1.2760,Vecchia_mm20,10.2769,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lat,1.4960,Vecchia_mm20,10.3566,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lat,1.7160,Vecchia_mm20,10.3975,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lat,1.9360,Vecchia_mm20,10.4185,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lat,2.1560,Vecchia_mm20,10.4292,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lon,0.0000,Corridor_4x4_lag643,0.0000,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lon,0.0630,Corridor_4x4_lag643,3.9843,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lon,0.1260,Corridor_4x4_lag643,5.4536,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lon,0.1800,Corridor_4x4_lag643,6.3602,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lon,0.3690,Corridor_4x4_lag643,8.0374,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lon,0.5580,Corridor_4x4_lag643,8.6199,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lon,0.7470,Corridor_4x4_lag643,8.8222,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lon,0.9360,Corridor_4x4_lag643,8.8925,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lon,1.1250,Corridor_4x4_lag643,8.9169,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lon,1.3140,Corridor_4x4_lag643,8.9254,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lon,1.5030,Corridor_4x4_lag643,8.9283,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lon,1.6920,Corridor_4x4_lag643,8.9293,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lon,1.8810,Corridor_4x4_lag643,8.9297,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lon,0.0000,Debiased_Whittle,0.0000,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lon,0.0630,Debiased_Whittle,3.9248,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lon,0.1260,Debiased_Whittle,5.4382,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lon,0.1800,Debiased_Whittle,6.2664,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lon,0.3690,Debiased_Whittle,7.5070,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lon,0.5580,Debiased_Whittle,7.8004,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lon,0.7470,Debiased_Whittle,7.8698,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lon,0.9360,Debiased_Whittle,7.8862,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lon,1.1250,Debiased_Whittle,7.8901,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lon,1.3140,Debiased_Whittle,7.8910,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lon,1.5030,Debiased_Whittle,7.8912,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lon,1.6920,Debiased_Whittle,7.8913,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lon,1.8810,Debiased_Whittle,7.8913,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lon,0.0000,Vecchia_mm20,0.0000,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lon,0.0630,Vecchia_mm20,3.8770,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lon,0.1260,Vecchia_mm20,4.9383,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lon,0.1800,Vecchia_mm20,5.7103,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lon,0.3690,Vecchia_mm20,7.6538,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lon,0.5580,Vecchia_mm20,8.7989,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lon,0.7470,Vecchia_mm20,9.4734,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lon,0.9360,Vecchia_mm20,9.8708,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lon,1.1250,Vecchia_mm20,10.1049,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lon,1.3140,Vecchia_mm20,10.2428,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lon,1.5030,Vecchia_mm20,10.3241,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lon,1.6920,Vecchia_mm20,10.3720,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lon,1.8810,Vecchia_mm20,10.4002,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,3,lat,0.0000,Corridor_4x4_lag643,0.0000,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lat,0.0440,Corridor_4x4_lag643,3.3634,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lat,0.1320,Corridor_4x4_lag643,5.9596,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lat,0.1760,Corridor_4x4_lag643,6.8702,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lat,0.3960,Corridor_4x4_lag643,9.2651,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lat,0.6160,Corridor_4x4_lag643,10.0164,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lat,0.8360,Corridor_4x4_lag643,10.2520,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lat,1.0560,Corridor_4x4_lag643,10.3259,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lat,1.2760,Corridor_4x4_lag643,10.3491,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lat,1.4960,Corridor_4x4_lag643,10.3564,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lat,1.7160,Corridor_4x4_lag643,10.3587,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lat,1.9360,Corridor_4x4_lag643,10.3594,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lat,2.1560,Corridor_4x4_lag643,10.3596,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lat,0.0000,Debiased_Whittle,0.0000,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lat,0.0440,Debiased_Whittle,2.5366,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lat,0.1320,Debiased_Whittle,4.5040,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lat,0.1760,Debiased_Whittle,5.1321,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lat,0.3960,Debiased_Whittle,6.5543,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lat,0.6160,Debiased_Whittle,6.8847,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lat,0.8360,Debiased_Whittle,6.9614,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lat,1.0560,Debiased_Whittle,6.9792,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lat,1.2760,Debiased_Whittle,6.9833,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lat,1.4960,Debiased_Whittle,6.9843,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lat,1.7160,Debiased_Whittle,6.9845,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lat,1.9360,Debiased_Whittle,6.9846,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lat,2.1560,Debiased_Whittle,6.9846,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lat,0.0000,Vecchia_mm20,0.0000,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lat,0.0440,Vecchia_mm20,3.5063,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lat,0.1320,Vecchia_mm20,5.5161,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lat,0.1760,Vecchia_mm20,6.3463,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lat,0.3960,Vecchia_mm20,9.2356,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lat,0.6160,Vecchia_mm20,10.7741,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lat,0.8360,Vecchia_mm20,11.5934,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lat,1.0560,Vecchia_mm20,12.0296,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lat,1.2760,Vecchia_mm20,12.2619,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lat,1.4960,Vecchia_mm20,12.3856,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lat,1.7160,Vecchia_mm20,12.4515,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lat,1.9360,Vecchia_mm20,12.4866,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lat,2.1560,Vecchia_mm20,12.5052,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lon,0.0000,Corridor_4x4_lag643,0.0000,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lon,0.0630,Corridor_4x4_lag643,3.6058,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lon,0.1260,Corridor_4x4_lag643,5.1891,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lon,0.1800,Corridor_4x4_lag643,6.2473,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lon,0.3690,Corridor_4x4_lag643,8.5145,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lon,0.5580,Corridor_4x4_lag643,9.5318,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lon,0.7470,Corridor_4x4_lag643,9.9882,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lon,0.9360,Corridor_4x4_lag643,10.1930,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lon,1.1250,Corridor_4x4_lag643,10.2849,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lon,1.3140,Corridor_4x4_lag643,10.3262,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lon,1.5030,Corridor_4x4_lag643,10.3447,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lon,1.6920,Corridor_4x4_lag643,10.3530,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lon,1.8810,Corridor_4x4_lag643,10.3567,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lon,0.0000,Debiased_Whittle,0.0000,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lon,0.0630,Debiased_Whittle,2.9572,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lon,0.1260,Debiased_Whittle,4.2614,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lon,0.1800,Debiased_Whittle,5.0373,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lon,0.3690,Debiased_Whittle,6.3826,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lon,0.5580,Debiased_Whittle,6.7985,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lon,0.7470,Debiased_Whittle,6.9271,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lon,0.9360,Debiased_Whittle,6.9668,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lon,1.1250,Debiased_Whittle,6.9791,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lon,1.3140,Debiased_Whittle,6.9829,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lon,1.5030,Debiased_Whittle,6.9841,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lon,1.6920,Debiased_Whittle,6.9844,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lon,1.8810,Debiased_Whittle,6.9845,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lon,0.0000,Vecchia_mm20,0.0000,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lon,0.0630,Vecchia_mm20,3.4704,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lon,0.1260,Vecchia_mm20,4.5110,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lon,0.1800,Vecchia_mm20,5.3073,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lon,0.3690,Vecchia_mm20,7.5210,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lon,0.5580,Vecchia_mm20,9.0559,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lon,0.7470,Vecchia_mm20,10.1201,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lon,0.9360,Vecchia_mm20,10.8580,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lon,1.1250,Vecchia_mm20,11.3697,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lon,1.3140,Vecchia_mm20,11.7244,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lon,1.5030,Vecchia_mm20,11.9703,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lon,1.6920,Vecchia_mm20,12.1409,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lon,1.8810,Vecchia_mm20,12.2591,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,4,lat,0.0000,Corridor_4x4_lag643,0.0000,7.6722,0.1842,0.1821,1.2079,2.1201
2022,7,4,lat,0.0440,Corridor_4x4_lag643,3.7501,7.6722,0.1842,0.1821,1.2079,2.1201
2022,7,4,lat,0.1320,Corridor_4x4_lag643,6.0448,7.6722,0.1842,0.1821,1.2079,2.1201
2022,7,4,lat,0.1760,Corridor_4x4_lag643,6.8410,7.6722,0.1842,0.1821,1.2079,2.1201
2022,7,4,lat,0.3960,Corridor_4x4_lag643,8.8982,7.6722,0.1842,0.1821,1.2079,2.1201
2022,7,4,lat,0.6160,Corridor_4x4_lag643,9.5215,7.6722,0.1842,0.1821,1.2079,2.1201
2022,7,4,lat,0.8360,Corridor_4x4_lag643,9.7103,7.6722,0.1842,0.1821,1.2079,2.1201
2022,7,4,lat,1.0560,Corridor_4x4_lag643,9.7675,7.6722,0.1842,0.1821,1.2079,2.1201
2022,7,4,lat,1.2760,Corridor_4x4_lag643,9.7848,7.6722,0.1842,0.1821,1.2079,2.1201
2022,7,4,lat,1.4960,Corridor_4x4_lag643,9.7901,7.6722,0.1842,0.1821,1.2079,2.1201
2022,7,4,lat,1.7160,Corridor_4x4_lag643,9.7917,7.6722,0.1842,0.1821,1.2079,2.1201
2022,7,4,lat,1.9360,Corridor_4x4_lag643,9.7922,7.6722,0.1842,0.1821,1.2079,2.1201
2022,7,4,lat,2.1560,Corridor_4x4_lag643,9.7923,7.6722,0.1842,0.1821,1.2079,2.1201
