year,model,day,sigma,range_lat,range_lon,range_time,advec_lat,advec_lon,nugget,loss,time
2024,Debiased_Whittle,2024-07-12,6.0689,0.1163,0.1387,0.7964,-0.0000,-0.0001,0.5087,-168684.5920,68.6098
2024,Vecchia_mm20,2024-07-12,9.7808,0.2764,0.3604,1.7133,-0.0050,0.0014,1.4812,1.2747,35.0200
2024,Corridor_4x4_lag643,2024-07-13,9.1923,0.2178,0.2392,1.0964,-0.0030,-0.0081,0.5430,1.0377,17.5774
2024,Debiased_Whittle,2024-07-13,5.0231,0.1556,0.1832,0.9448,0.0064,-0.0322,0.5802,-497626.6880,68.5690
2024,Vecchia_mm20,2024-07-13,9.6708,0.3121,0.3724,1.4618,-0.0169,-0.0099,0.9396,1.1756,29.2211
2024,Corridor_4x4_lag643,2024-07-14,7.7097,0.2258,0.2762,1.3866,0.0065,-0.0361,1.1140,1.0695,22.9648
2024,Debiased_Whittle,2024-07-14,6.3442,0.2262,0.2492,1.2007,-0.0047,-0.1399,0.7122,-473916.5760,61.8044
2024,Vecchia_mm20,2024-07-14,8.7568,0.3925,0.4720,2.1820,-0.0024,-0.0550,1.5921,1.1897,39.3323
2024,Corridor_4x4_lag643,2024-07-15,8.5823,0.1778,0.2193,1.2521,0.0009,0.0166,1.1607,1.1723,29.2255
2024,Debiased_Whittle,2024-07-15,5.7560,0.1628,0.1749,1.1220,0.0000,0.0000,0.9061,-234101.6480,77.8094
2024,Vecchia_mm20,2024-07-15,9.7922,0.2700,0.3322,1.7274,-0.0074,-0.0044,1.8602,1.3367,40.4156
2024,Corridor_4x4_lag643,2024-07-16,11.2936,0.2398,0.2983,1.4535,-0.0148,-0.0045,1.0577,1.1560,20.6383
2024,Debiased_Whittle,2024-07-16,7.0349,0.1458,0.1710,0.7931,0.0110,-0.0756,0.7850,-74558.3040,84.6930
2024,Vecchia_mm20,2024-07-16,15.3430,0.4499,0.6122,2.7168,-0.0224,0.0122,1.7487,1.3144,41.4039
2024,Corridor_4x4_lag643,2024-07-17,7.2122,0.1691,0.1959,1.4368,0.0035,0.0100,1.4024,1.1788,26.7242
2024,Debiased_Whittle,2024-07-17,4.9837,0.1238,0.1270,1.0165,0.0001,0.0003,0.9986,-122121.3600,73.1488
2024,Vecchia_mm20,2024-07-17,8.5758,0.3775,0.5159,3.2923,0.0085,0.0043,2.3482,1.2712,46.3397
2024,Corridor_4x4_lag643,2024-07-18,8.1956,0.1776,0.1994,1.1111,0.0131,-0.0006,1.1101,1.1646,25.2267
2024,Debiased_Whittle,2024-07-18,7.3539,0.1322,0.1441,0.7567,-0.0165,-0.3980,0.7195,31423.0400,82.1388
2024,Vecchia_mm20,2024-07-18,9.5039,0.3134,0.3895,1.9715,0.0162,-0.0227,1.7312,1.2762,43.5503
2024,Corridor_4x4_lag643,2024-07-19,7.6432,0.1627,0.2097,1.0625,0.0038,-0.0085,1.0664,1.1408,29.8237
2024,Debiased_Whittle,2024-07-19,6.5419,0.1525,0.1925,0.7688,-0.0001,0.0001,0.6585,-247099.3600,75.3157
2024,Vecchia_mm20,2024-07-19,7.4946,0.2521,0.3476,1.4831,-0.0050,-0.0467,1.8371,1.2665,44.4271
2024,Corridor_4x4_lag643,2024-07-20,8.3299,0.1749,0.2176,0.9311,0.0135,-0.0346,1.1783,1.1729,25.3507
2024,Debiased_Whittle,2024-07-20,6.6531,0.1365,0.1595,0.9389,0.0011,-0.3419,0.9803,3713.6320,77.4778
2024,Vecchia_mm20,2024-07-20,8.3881,0.2792,0.3884,1.4016,0.0157,-0.0695,1.9060,1.2829,36.3931
2024,Corridor_4x4_lag643,2024-07-21,6.7607,0.1638,0.1984,0.9784,-0.0004,-0.2487,0.9336,1.0847,20.5743
2024,Debiased_Whittle,2024-07-21,4.7664,0.1338,0.1481,0.9999,-0.0063,-0.2491,0.9041,-248099.1840,72.9825
2024,Vecchia_mm20,2024-07-21,7.7461,0.2899,0.4103,1.5218,0.0128,-0.1322,1.6940,1.2248,35.1335
2024,Corridor_4x4_lag643,2024-07-22,8.6371,0.1658,0.2127,0.8765,0.0218,-0.1064,1.1697,1.1942,20.3451
2024,Debiased_Whittle,2024-07-22,9.3726,0.1496,0.1845,0.8334,0.0190,-0.1912,0.6890,98268.4160,86.7386
2024,Vecchia_mm20,2024-07-22,10.4539,0.2975,0.4320,1.5981,0.0145,-0.0671,2.0759,1.3420,35.0278
2024,Corridor_4x4_lag643,2024-07-23,8.4908,0.1593,0.1857,1.0978,0.0029,-0.0625,1.1086,1.2009,22.6994
2024,Debiased_Whittle,2024-07-23,7.8449,0.1368,0.1588,1.1218,-0.0143,0.0478,1.1996,207677.7280,91.3968
2024,Vecchia_mm20,2024-07-23,9.8470,0.2938,0.4053,2.0801,-0.0055,-0.0584,2.1264,1.3350,37.3863
2024,Corridor_4x4_lag643,2024-07-24,7.9546,0.1742,0.2704,1.0154,-0.0465,-0.0559,0.9426,1.0884,20.9423
2024,Debiased_Whittle,2024-07-24,5.2156,0.1283,0.2138,0.8669,-0.0089,-0.2925,0.7734,-335940.8640,84.5096
2024,Vecchia_mm20,2024-07-24,9.0601,0.2761,0.4779,1.7379,-0.0469,-0.0382,1.3869,1.2101,36.4310
2024,Corridor_4x4_lag643,2024-07-25,11.1011,0.1839,0.3306,1.1883,-0.0115,-0.0554,1.0401,1.1741,22.1445
2024,Debiased_Whittle,2024-07-25,11.0238,0.1503,0.2692,1.1117,-0.0080,-0.3008,0.7427,102981.8720,80.1189
2024,Vecchia_mm20,2024-07-25,12.7320,0.2685,0.5018,1.6901,-0.0224,-0.0914,1.5134,1.3244,40.5904
2024,Corridor_4x4_lag643,2024-07-26,8.9934,0.1156,0.1666,0.9041,-0.0159,-0.2688,1.3240,1.3114,28.3804
2024,Debiased_Whittle,2024-07-26,9.6649,0.0809,0.1288,0.9422,-0.0206,-0.2812,0.4372,425210.8640,109.8574
2024,Vecchia_mm20,2024-07-26,9.5882,0.1786,0.2587,1.2574,0.0179,-0.0865,2.0872,1.4317,43.8038
2024,Corridor_4x4_lag643,2024-07-27,6.3705,0.1278,0.2039,1.1775,0.0074,0.0004,1.3905,1.1698,34.4399
2024,Debiased_Whittle,2024-07-27,3.4255,0.1268,0.1844,0.8087,0.0365,0.4213,1.0761,-413498.6400,82.1056
2024,Vecchia_mm20,2024-07-27,8.5919,0.1726,0.2781,1.4533,0.0080,-0.0280,1.7963,1.3539,51.3693
2024,Corridor_4x4_lag643,2024-07-28,6.9791,0.1595,0.2283,1.4677,0.0116,-0.0012,1.3718,1.1501,40.2494
2024,Debiased_Whittle,2024-07-28,3.8439,0.1173,0.1434,1.3179,0.0000,0.0000,1.2193,-232244.8320,107.3928
2024,Vecchia_mm20,2024-07-28,6.7326,0.2652,0.4442,2.4697,0.0087,-0.0171,2.0980,1.2329,53.1341
2025,Corridor_4x4_lag643,2025-07-01,11.1683,0.1768,0.2280,0.8872,0.0139,-0.1563,1.7686,1.3406,25.7052
2025,Debiased_Whittle,2025-07-1,8.4155,0.1261,0.1795,0.7922,0.0438,-0.3324,1.2751,289948.9600,89.2155
2025,Vecchia_mm20,2025-07-1,13.4357,0.2876,0.3948,1.4318,0.0078,-0.0997,2.8940,1.5075,35.7191
2025,Corridor_4x4_lag643,2025-07-02,7.5882,0.1887,0.2685,0.9915,-0.0053,-0.2916,1.0556,1.0892,22.0924
2025,Debiased_Whittle,2025-07-2,4.8618,0.1520,0.1904,1.0636,0.0043,-0.4466,0.9543,-294091.0880,79.9301
2025,Vecchia_mm20,2025-07-2,8.5452,0.3268,0.5688,1.6053,0.0041,-0.1889,1.9327,1.2491,27.0593
2025,Corridor_4x4_lag643,2025-07-03,11.0159,0.1530,0.2222,0.9926,-0.0400,-0.2507,2.1888,1.3958,30.8196
2025,Debiased_Whittle,2025-07-3,7.3905,0.1373,0.1929,0.9083,-0.0633,-0.3094,1.2716,132405.2640,70.8622
2025,Vecchia_mm20,2025-07-3,12.4526,0.2550,0.3930,1.4604,-0.0230,-0.1381,3.2648,1.5250,38.2737
2025,Corridor_4x4_lag643,2025-07-04,10.6301,0.1510,0.1867,1.1244,-0.0014,-0.0131,2.3924,1.4252,34.0626
2025,Debiased_Whittle,2025-07-4,6.7565,0.1344,0.1584,1.0481,-0.0001,-0.0003,1.8540,307945.7920,109.5965
2025,Vecchia_mm20,2025-07-4,10.0272,0.2031,0.2686,1.5987,-0.0045,-0.0172,3.4398,1.5322,52.4906
2025,Corridor_4x4_lag643,2025-07-05,17.2388,0.1575,0.2078,1.0746,0.0085,-0.3957,1.4687,1.4789,25.7372
2025,Debiased_Whittle,2025-07-5,16.4135,0.1271,0.1616,1.1702,-0.0350,-0.4416,0.6533,733870.8160,105.1461
2025,Vecchia_mm20,2025-07-5,20.0855,0.2447,0.3328,1.5630,0.0029,-0.4044,2.9463,1.6641,43.1777
2025,Corridor_4x4_lag643,2025-07-06,17.4777,0.1953,0.2887,1.1627,0.0687,-0.3228,1.9987,1.4504,24.6059
2025,Debiased_Whittle,2025-07-6,16.7865,0.1877,0.2412,1.0883,0.0588,-0.3658,1.5359,649599.9360,86.6411
2025,Vecchia_mm20,2025-07-6,18.8992,0.2735,0.4558,1.5659,0.0549,-0.2353,3.1041,1.6042,35.7006
2025,Corridor_4x4_lag643,2025-07-07,11.8774,0.1815,0.2658,1.1567,0.0059,-0.2500,1.1196,1.2480,22.2064
2025,Debiased_Whittle,2025-07-7,7.9682,0.1243,0.1828,1.1112,-0.0023,-0.4059,0.3215,-108123.8240,95.7625
2025,Vecchia_mm20,2025-07-7,14.7416,0.2956,0.5380,1.8198,0.0180,-0.2075,1.7465,1.3874,33.1726
2025,Corridor_4x4_lag643,2025-07-08,11.5394,0.1608,0.2496,1.0211,-0.0293,-0.2013,2.3030,1.4017,24.6382
2025,Debiased_Whittle,2025-07-8,9.3895,0.1395,0.2112,1.0792,-0.0034,-0.3104,1.6992,391502.5120,81.9685
2025,Vecchia_mm20,2025-07-8,14.0464,0.2609,0.4395,1.6022,-0.0339,-0.1377,3.4889,1.5565,49.8726
2025,Corridor_4x4_lag643,2025-07-09,10.7315,0.1999,0.3008,1.2444,-0.0058,0.0079,1.2936,1.2062,23.5118
2025,Debiased_Whittle,2025-07-9,8.6338,0.1544,0.2353,1.0635,0.0311,-0.4825,0.7521,-47991.5520,84.4164
2025,Vecchia_mm20,2025-07-9,11.6124,0.3570,0.5731,1.9829,0.0009,-0.0179,1.9724,1.3095,32.5251
2025,Corridor_4x4_lag643,2025-07-10,14.9879,0.2262,0.2986,1.3126,-0.0183,0.0044,1.7702,1.3524,23.2899
2025,Debiased_Whittle,2025-07-10,10.6728,0.1792,0.2535,0.9707,0.0001,-0.0001,1.5415,305374.8160,82.0729
2025,Vecchia_mm20,2025-07-10,17.3202,0.3831,0.5449,1.9162,-0.0411,-0.0218,2.7472,1.4889,34.0967
2025,Corridor_4x4_lag643,2025-07-11,14.0562,0.2509,0.3226,1.3829,-0.0040,-0.0822,1.1179,1.2215,17.8502
2025,Debiased_Whittle,2025-07-11,12.2562,0.1735,0.2066,0.9599,0.0121,-0.1031,0.5967,203392.7680,91.1338
2025,Vecchia_mm20,2025-07-11,18.8157,0.5090,0.6403,2.3043,-0.0076,-0.0558,1.7962,1.3693,37.5225
2025,Corridor_4x4_lag643,2025-07-12,14.8423,0.1802,0.2733,1.1085,-0.0084,-0.3352,1.8263,1.4000,23.6367
2025,Debiased_Whittle,2025-07-12,15.6606,0.1413,0.1974,1.1961,-0.0243,-0.4254,1.2828,704161.7600,91.2160
2025,Vecchia_mm20,2025-07-12,18.6430,0.3706,0.6320,2.0417,0.0259,-0.2061,2.9259,1.5158,41.2507
2025,Corridor_4x4_lag643,2025-07-13,17.1922,0.2188,0.3597,1.0930,0.0377,-0.1520,2.0340,1.4033,26.5142
2025,Debiased_Whittle,2025-07-13,10.4428,0.1444,0.2332,0.7388,0.0402,-0.3238,1.3723,339083.1680,102.6563
2025,Vecchia_mm20,2025-07-13,19.4011,0.2789,0.5770,1.6070,0.0359,-0.1726,2.9342,1.5711,37.4239
2025,Corridor_4x4_lag643,2025-07-14,16.1775,0.2151,0.3718,1.1544,0.0437,-0.1943,1.4452,1.3176,20.4270
2025,Debiased_Whittle,2025-07-14,12.1216,0.1893,0.3196,1.0456,0.0501,-0.3744,0.8847,101410.7200,82.1191
2025,Vecchia_mm20,2025-07-14,19.5246,0.3148,0.6320,1.7326,0.0378,-0.1498,2.2635,1.4960,34.3813
2025,Corridor_4x4_lag643,2025-07-15,14.8524,0.2615,0.2843,1.1774,0.0458,-0.1132,1.0660,1.2462,22.1580
2025,Debiased_Whittle,2025-07-15,10.4792,0.1985,0.2381,1.2642,0.0156,-0.2913,0.6823,-18568.1600,68.4075
2025,Vecchia_mm20,2025-07-15,14.9047,0.3159,0.3829,1.4458,0.0406,-0.0963,1.4785,1.3938,29.9923
2025,Corridor_4x4_lag643,2025-07-16,16.3494,0.2092,0.2302,1.1429,0.0066,-0.0363,1.4451,1.3940,23.0994
2025,Debiased_Whittle,2025-07-16,11.4936,0.1369,0.1543,0.8499,-0.0146,0.0607,0.9052,451206.2880,93.3717
2025,Vecchia_mm20,2025-07-16,17.8060,0.2704,0.3317,1.5205,0.0104,-0.0461,2.1673,1.5572,41.9036
2025,Corridor_4x4_lag643,2025-07-17,13.2690,0.1826,0.1819,1.1254,0.0019,-0.0420,1.5909,1.3898,27.1537
2025,Debiased_Whittle,2025-07-17,10.4973,0.1685,0.1386,0.7759,0.0025,0.1144,1.0027,336940.6880,84.2753
2025,Vecchia_mm20,2025-07-17,15.1050,0.3165,0.3318,1.9017,-0.0044,-0.0623,2.9939,1.5504,42.2082
2025,Corridor_4x4_lag643,2025-07-18,9.8741,0.2074,0.2521,1.2395,-0.0147,-0.0124,1.7984,1.2677,30.2204
2025,Debiased_Whittle,2025-07-18,8.0590,0.1984,0.2690,1.2284,0.0020,-0.0564,1.3285,-6141.7760,91.1277
2025,Vecchia_mm20,2025-07-18,12.4162,0.3260,0.4326,1.8496,-0.0099,-0.0402,2.3391,1.4033,40.3520
2025,Corridor_4x4_lag643,2025-07-19,11.3601,0.1794,0.2467,1.1778,-0.0129,-0.0362,2.0460,1.3558,29.2442
2025,Debiased_Whittle,2025-07-19,10.9129,0.1750,0.2429,1.0744,0.0142,0.0891,1.4498,311659.4240,82.0457
2025,Vecchia_mm20,2025-07-19,14.8104,0.2947,0.4308,1.9959,-0.0156,-0.0436,3.0962,1.5319,44.6848
2025,Corridor_4x4_lag643,2025-07-20,10.2772,0.1604,0.2410,1.1650,-0.0195,-0.0477,2.8411,1.4240,30.1734
2025,Debiased_Whittle,2025-07-20,8.6372,0.1573,0.2345,1.2699,0.0004,0.0011,1.9990,350938.2240,88.8548
2025,Vecchia_mm20,2025-07-20,11.6658,0.2493,0.3922,1.8160,-0.0244,-0.0569,3.8305,1.5595,44.5989
2025,Corridor_4x4_lag643,2025-07-21,5.4765,0.1000,0.1363,1.7253,-0.0001,0.0055,2.9995,1.3713,43.3846
2025,Debiased_Whittle,2025-07-21,4.3096,0.0769,0.1016,1.6410,0.0003,0.0004,2.7984,478344.3680,173.7100
2025,Vecchia_mm20,2025-07-21,5.9799,0.1418,0.2190,2.7936,-0.0041,0.0039,3.5789,1.4441,79.4768
2025,Corridor_4x4_lag643,2025-07-22,5.8058,0.1182,0.1569,1.7062,0.0004,0.0038,2.2653,1.2842,42.0461
2025,Debiased_Whittle,2025-07-22,3.5224,0.0810,0.1158,2.0076,0.0000,0.0001,1.7771,8569.9200,180.0956
2025,Vecchia_mm20,2025-07-22,6.4679,0.2406,0.3374,3.5652,0.0002,-0.0010,3.2223,1.3658,62.7078
2025,Corridor_4x4_lag643,2025-07-23,5.0132,0.0999,0.1296,1.7530,0.0006,-0.0000,1.9345,1.2341,41.7941
2025,Debiased_Whittle,2025-07-23,3.4661,0.0767,0.0840,1.4347,-0.0000,0.0000,1.0905,-174112.2080,171.0217
2025,Vecchia_mm20,2025-07-23,6.0519,0.1859,0.2591,3.5220,-0.0030,-0.0013,2.8170,1.3359,70.2765
2025,Corridor_4x4_lag643,2025-07-24,4.6229,0.1174,0.1727,1.6257,0.0010,0.0064,1.8406,1.1756,37.9158
2025,Debiased_Whittle,2025-07-24,2.7881,0.1101,0.1330,1.6708,0.0001,0.0002,1.4162,-310802.4320,111.4777
2025,Vecchia_mm20,2025-07-24,4.7106,0.1694,0.2481,2.4865,-0.0019,0.0006,2.2126,1.2412,62.8086
2025,Corridor_4x4_lag643,2025-07-25,7.2802,0.1536,0.2320,1.9092,0.0027,0.0059,1.9841,1.2466,35.6629
2025,Debiased_Whittle,2025-07-25,5.5846,0.1351,0.1671,2.7386,0.0001,0.0001,1.1227,-185824.4320,141.2404
2025,Vecchia_mm20,2025-07-25,8.2064,0.2712,0.3746,4.2239,0.0000,-0.0031,2.7818,1.3440,62.5271
2025,Corridor_4x4_lag643,2025-07-26,12.5999,0.1860,0.2993,1.0454,0.0073,-0.0116,1.4910,1.2968,25.8819
2025,Debiased_Whittle,2025-07-26,10.6778,0.1432,0.2305,0.8937,0.0109,-0.5433,0.8986,220104.1120,113.7936
2025,Vecchia_mm20,2025-07-26,14.3429,0.2576,0.4457,1.4490,0.0153,-0.0489,2.2758,1.4672,40.2214
2025,Corridor_4x4_lag643,2025-07-27,14.9183,0.1772,0.2215,0.8991,-0.0644,-0.2996,1.3470,1.3873,21.3995
2025,Debiased_Whittle,2025-07-27,13.1265,0.1553,0.1721,0.8943,-0.0301,-0.3403,0.9439,487485.6160,70.3424
2025,Vecchia_mm20,2025-07-27,16.2961,0.2393,0.3367,1.1000,-0.0444,-0.1700,2.0068,1.5312,33.7775
2025,Corridor_4x4_lag643,2025-07-28,15.0563,0.1706,0.2206,1.1562,-0.0317,-0.3378,1.9215,1.4522,24.4258
2025,Debiased_Whittle,2025-07-28,15.2846,0.1721,0.2003,1.1908,0.0055,-0.4054,1.3816,626746.8160,83.9143
2025,Vecchia_mm20,2025-07-28,18.3450,0.2313,0.3153,1.4376,-0.0326,-0.2702,2.7039,1.6294,43.5285
