temporal_lag,intrinsic_quadratic_contribution,fraction_of_signed_total
0,0,-0
1,-0.131017301547,1.31903850918
5,0.00322372659574,-0.0324554045354
6,0.02769390877,-0.278813040003
7,0.000771784064342,-0.0077700646374
