day,tau,comparison,ridge_lat_lag,ridge_lon_lag,model_lat_lag,model_lon_lag,err_lat,err_lon,err_euclid,ridge_gamma_min,ridge_n_pairs,advec_lat_daily,advec_lon_daily
1,1,fitted advection * tau,0.0,-0.18900000000000716,-0.0099,-0.1725,0.0099,-0.016500000000007176,0.019242141252995646,7.255030846166096,104917,-0.0099,-0.1725
1,2,fitted advection * tau,0.0,-0.4410000000000167,-0.0198,-0.345,0.0198,-0.09600000000001674,0.09802061007769343,9.673078482095686,83197,-0.0099,-0.1725
1,3,fitted advection * tau,0.0,-0.6300000000000239,-0.029700000000000004,-0.5175,0.029700000000000004,-0.11250000000002391,0.11635437250058711,11.339003714098546,66041,-0.0099,-0.1725
