status,error,year,month,day_idx,day,model_variant,model_family,model_label,smooth,gc_alpha,gc_beta,nugget_mode,n_rows_per_time,n_valid_o3,n_total_rows,valid_rate,monthly_mean,first_key,last_key,spec_name,block_shape,lag_pattern,reference_advec_lon_abs,vecchia_loss_per_obs,steps_raw,precompute_s,fit_s,total_fit_s,est_sigmasq,est_range_lat,est_range_lon,est_range_time,est_advec_lat,est_advec_lon,est_nugget,n_clusters,block_shape_lat,block_shape_lon,max_points_per_cluster,n_target_blocks,n_target_points,n_batches,target_chunk_size,strategy,temporal_basis,force_target_center,lag0_block_count,lag1_block_count,lag2_block_count,lag1_max_blocks,lag2_max_blocks,lag1_lon_offset,lag2_lon_offset,lag1_lon_interval_lo,lag1_lon_interval_hi,lag2_lon_interval_lo,lag2_lon_interval_hi,corridor_anchor_mode,grid_lon_step,corridor_block_lon_width,block_row_offset,block_col_offset,dataset,domain_group,domain_label,domain_title,domain_order,tile_row,tile_col,tile_n_rows,tile_n_cols,lat_min,lat_max,lon_min,lon_max,n_blocks_used,n_blocks_full,n_grid_full,fit_elapsed_s,maxmin_diag_s,eigen_diag_s,maxmin_mean_y2,maxmin_D,maxmin_n_scores,eigen_mean_y2,eigen_D,eigen_n_scores
ok,,2023,7,6,2023-07-07,matern_s03,matern,Matern s=0.3 nugget0,0.300000,,,zero,18126,133803,145008,0.922728,249.713148,2023_07_y23m07day07_hm00:53,2023_07_y23m07day07_hm07:48,corridor_width_4x4_lag643_delta0p126,4x4,6/4/3,0.126000,1.246003,1,1.024147,477.575960,478.600107,16.590717,0.386851,0.551656,2.224604,0.012313,-0.187087,0.000000,1160,4,4,16,9071,133803,48,32,offset_corridor_tapered,corridor,0,6,4,3,4,3,0.126000,0.252000,0.063000,0.189000,0.000000,0.252000,width,0.063000,0.252000,0,0,real,full,full,full x1 grid,0,0,0,0,0,,,,,0,0,18126,482.564578,4.009404,3.785042,1.000063,8.520154,133803,1.000063,9.297689,133803
ok,,2023,7,6,2023-07-07,gc_a075_b1,cauchy,Baseline GC a=0.75 b=1 nugget0,,0.750000,1.000000,zero,18126,133803,145008,0.922728,249.713148,2023_07_y23m07day07_hm00:53,2023_07_y23m07day07_hm07:48,corridor_width_4x4_lag643_delta0p126,4x4,6/4/3,0.126000,1.256025,0,1.069219,206.654653,207.723872,21.676935,0.563142,0.796933,3.307407,0.011823,-0.187582,0.000000,1160,4,4,16,9071,133803,48,32,offset_corridor_tapered,corridor,0,6,4,3,4,3,0.126000,0.252000,0.063000,0.189000,0.000000,0.252000,width,0.063000,0.252000,0,0,real,full,full,full x1 grid,0,0,0,0,0,,,,,0,0,18126,210.161328,2.656301,2.536751,1.000065,8.396348,133803,1.000065,6.759540,133803
ok,,2023,7,6,2023-07-07,fine_tuned_gc,cauchy,Fine tuned GC day-specific nugget0,,0.900000,0.500000,zero,18126,133803,145008,0.922728,249.713148,2023_07_y23m07day07_hm00:53,2023_07_y23m07day07_hm07:48,corridor_width_4x4_lag643_delta0p126,4x4,6/4/3,0.126000,1.244549,1,1.086558,246.611800,247.698358,19.315927,0.106936,0.150659,0.624803,0.010175,-0.190353,0.000000,1160,4,4,16,9071,133803,48,32,offset_corridor_tapered,corridor,0,6,4,3,4,3,0.126000,0.252000,0.063000,0.189000,0.000000,0.252000,width,0.063000,0.252000,0,0,real,full,full,full x1 grid,0,0,0,0,0,,,,,0,0,18126,250.217450,2.660817,2.512169,1.000066,8.407271,133803,1.000066,5.003360,133803
