scenario,precision_build_seconds,slq_seconds,residual_lanczos_seconds,scenario_total_seconds
lat_range_3x,3.233056917000795,38.40526637501898,13.026279749989044,57.083117500005756
lon_range_half,3.2936831249971874,39.2282174169959,12.995003166986862,57.814550290990155
lon_range_2x,3.3921019159897696,39.4993716670142,13.19468058401253,58.42746908299159
