date,method,frequency_third,estimated_mode_count,estimated_residual_energy,energy_per_mode,known_parameter_chi2_standard_error
2024-07-13,lat_range_3x,low,46650.719324203834,67678.26458733583,1.4507442879283161,0.0065476555638058
2024-07-13,lat_range_3x,middle,46582.58984790329,81645.66399124551,1.7527077016934134,0.0065524419588762805
2024-07-13,lat_range_3x,high,46504.690827892904,71828.35150494994,1.5445399211614206,0.006557927590808384
2024-07-13,lon_range_half,low,46661.550908063706,38701.53488029534,0.8294095272689966,0.006546895563385885
2024-07-13,lon_range_half,middle,46587.658354528096,41395.205818508955,0.8885444617863164,0.006552085512555515
2024-07-13,lon_range_half,high,46488.79073740837,45963.151944884536,0.9886932143386369,0.0065590489657270665
2024-07-13,lon_range_2x,low,46585.99160609886,55705.26539393621,1.195751415252552,0.0065522027214007265
2024-07-13,lon_range_2x,middle,46663.694457477075,62850.80035274453,1.346888648304908,0.006546745192144674
2024-07-13,lon_range_2x,high,46488.31393642395,62787.64331811597,1.3506113257620507,0.0065590826016316646
