precision_threshold,implied_covariance_eigenvalue,mode_count_slq,mode_count_slq_se,mode_fraction_slq,date,method
7.079538853546193e-05,14125.213812465943,1.2008957294819438,1.2008957294819436,8.593909526985814e-06,2024-07-13,lat_range_3x
7.246940920161835e-05,13798.925795267398,1.2008957294819438,1.2008957294819436,8.593909526985814e-06,2024-07-13,lat_range_3x
7.418301359276987e-05,13480.174929122364,1.2008957294819438,1.2008957294819436,8.593909526985814e-06,2024-07-13,lat_range_3x
7.593713770171315e-05,13168.787108200944,1.2008957294819438,1.2008957294819436,8.593909526985814e-06,2024-07-13,lat_range_3x
7.773273965363616e-05,12864.592248463512,1.2008957294819438,1.2008957294819436,8.593909526985814e-06,2024-07-13,lat_range_3x
7.957080022945974e-05,12567.424194758407,1.2008957294819438,1.2008957294819436,8.593909526985814e-06,2024-07-13,lat_range_3x
8.145232340155148e-05,12277.120630066058,1.2008957294819438,1.2008957294819436,8.593909526985814e-06,2024-07-13,lat_range_3x
8.337833688210967e-05,11993.522986839142,1.2008957294819438,1.2008957294819436,8.593909526985814e-06,2024-07-13,lat_range_3x
8.534989268451164e-05,11716.476360391125,2.5313604826191582,1.6600563762570415,1.8115047321552894e-05,2024-07-13,lat_range_3x
8.736806769793837e-05,11445.829424285152,3.9323213426686863,1.9248998344457733,2.814067284968073e-05,2024-07-13,lat_range_3x
8.943396427558382e-05,11181.434347677776,5.959731593909517,1.7867047611954536,4.264932655333207e-05,2024-07-13,lat_range_3x
9.154871083677587e-05,10923.146714571667,5.959731593909517,1.7867047611954536,4.264932655333207e-05,2024-07-13,lat_range_3x
9.37134624833321e-05,10670.825444933915,5.959731593909517,1.7867047611954536,4.264932655333207e-05,2024-07-13,lat_range_3x
9.592940163049268e-05,10424.332717636114,8.285011885371858,2.154019615487863,5.928961259909157e-05,2024-07-13,lat_range_3x
9.819773865276938e-05,10183.533895174865,9.790785055958173,1.8283238297954354,7.006530117761936e-05,2024-07-13,lat_range_3x
0.0001005197125450691,9948.297450130882,9.790785055958173,1.8283238297954354,7.006530117761936e-05,2024-07-13,lat_range_3x
0.00010289659159944781,9718.494893327123,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.00010532967409786853,9494.000703646307,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.00010782028902133948,9274.692259469672,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.00011036979677582086,9060.449771699443,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.00011297958993529555,8851.156218328542,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.00011565109400241172,8646.697280521588,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.00011838576818711025,8446.96128017252,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.0001211851062036641,8251.839118904569,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.0001240506370865643,8061.224218479311,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.00012698392602569842,7875.012462582269,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.00012998657522127717,7693.102139953238,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.00013306022475897706,7515.393888830282,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.0001362065535057762,7341.7906426770605,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.0001394272800269731,7172.197577163835,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.0001427241635248892,7006.522058373201,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.0001460990047997678,6844.673592202247,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.0001495536472333944,6686.563774933509,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.00015308997779597553,6532.106244947723,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.00015670992807682627,6381.216635551992,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.00016041547533942907,6233.812528897619,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.00016420864360144078,6089.813410962405,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.00016809150474023687,5949.140627572865,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.00017206617962459785,5811.717341442294,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
0.00017613483927315484,5677.46849020126,10.986265429443042,1.1948823432266513,7.862045706567321e-05,2024-07-13,lat_range_3x
