day,cov_name,lat_lon_resolution,lr,stepsize,sigma,range_lat,range_lon,advec_lat,advec_lon,beta,nugget,loss,time,epoch
2024-07-1,Vecc_may9,4508,0.03,100,21.708,0.383,0.534,0.025,-0.136,0.536,5.046,69148.043,7176.334517478943,801
2024-07-2,Vecc_may9,4508,0.03,100,22.222,0.263,0.432,-0.045,-0.204,0.678,3.568,95468.129,7360.599474191666,801
2024-07-3,Vecc_may9,4508,0.03,100,29.888,0.257,0.34,-0.069,-0.262,0.681,5.01,83199.901,6933.119483709335,801
2024-07-4,Vecc_may9,4508,0.03,100,27.55,0.52,0.547,-0.004,-0.121,0.339,6.161,59945.392,6925.748215198517,801
2024-07-5,Vecc_may9,4508,0.03,100,24.008,0.289,0.396,0.094,-0.215,0.572,4.667,83043.079,6932.324273586273,801
2024-07-6,Vecc_may9,4508,0.03,100,20.761,0.583,1.023,0.069,-0.225,0.347,6.338,65495.515,6913.129862546921,801
2024-07-7,Vecc_may9,4508,0.03,100,24.233,0.274,0.711,-0.008,-0.281,0.507,7.144,62992.283,6757.562950372696,801
2024-07-8,Vecc_may9,4508,0.03,100,21.803,0.457,0.422,-0.105,-0.234,0.586,5.016,63147.746,6849.1288475990295,801
2024-07-9,Vecc_may9,4508,0.03,100,14.996,0.461,0.593,0.024,-0.206,0.59,3.679,61427.172,7669.185274600983,901
2024-07-10,Vecc_may9,4508,0.03,100,13.712,0.63,1.377,0.03,-0.029,0.367,5.512,47699.616,4254.4317791461945,501
2024-07-11,Vecc_may9,4508,0.03,100,20.689,0.866,1.478,-0.026,-0.077,0.318,4.003,44989.095,5948.19815325737,701
2024-07-12,Vecc_may9,4508,0.03,100,20.347,0.661,1.079,-0.073,-0.01,0.358,3.66,54965.073,8189.027735710144,901
2024-07-13,Vecc_may9,4508,0.03,100,24.846,0.63,1.087,-0.026,0.015,0.358,3.594,58595.537,9074.461626291275,1001
2024-07-14,Vecc_may9,4508,0.03,100,23.759,0.95,1.672,-0.056,-0.068,0.305,3.656,40267.803,5941.515741825104,701
2024-07-15,Vecc_may9,4508,0.03,100,27.874,0.973,1.772,-0.152,-0.046,0.386,3.839,68850.956,8626.027232646942,1001
2024-07-16,Vecc_may9,4508,0.03,100,38.86,0.646,0.987,-0.045,-0.006,0.429,4.355,59199.45,7737.313148736954,901
2024-07-17,Vecc_may9,4508,0.03,100,35.482,0.575,0.959,-0.07,-0.11,0.35,5.073,52946.485,6098.074449777603,701
2024-07-18,Vecc_may9,4508,0.03,100,29.48,0.707,1.494,0.03,-0.154,0.335,5.275,56547.976,7660.066663742065,901
2024-07-19,Vecc_may9,4508,0.03,100,26.744,0.494,0.809,-0.043,-0.189,0.602,4.307,57991.66,6906.482711553574,801
2024-07-20,Vecc_may9,4508,0.03,100,21.721,0.538,1.242,-0.073,-0.356,0.513,5.48,62512.204,7793.36883020401,901
2024-07-21,Vecc_may9,4508,0.03,100,18.218,0.972,1.727,-0.033,-0.215,0.487,4.846,49777.34,5153.810021400452,601
2024-07-22,Vecc_may9,4508,0.03,100,23.601,0.677,1.025,-0.01,-0.051,0.729,4.719,59819.303,6881.589332818985,801
2024-07-23,Vecc_may9,4508,0.03,100,20.646,0.185,1.984,0.008,-0.068,0.714,3.14,127749.955,9411.0749771595,1101
2024-07-24,Vecc_may9,4508,0.03,100,17.843,0.801,2.036,-0.053,0.157,0.507,3.885,68260.684,9313.522551298141,1001
2024-07-25,Vecc_may9,4508,0.03,100,20.843,1.104,2.867,-0.02,-0.08,0.362,2.943,105304.758,10063.165479898453,1101
2024-07-26,Vecc_may9,4508,0.03,100,27.059,0.43,2.583,0.007,-0.134,0.398,3.841,84840.745,9732.371256351471,1101
2024-07-27,Vecc_may9,4508,0.03,100,26.337,1.048,2.531,0.034,-0.249,0.26,4.704,62918.286,7889.602877855301,901
2024-07-28,Vecc_may9,4508,0.03,100,16.116,0.703,2.005,0.036,-0.033,0.218,4.533,50945.384,7460.602140903473,801
2024-07-29,Vecc_may9,4508,0.03,100,15.559,0.62,1.978,0.005,-0.045,0.212,2.408,40001.228,8155.38569021225,901
2024-07-30,Vecc_may9,4508,0.03,100,13.556,0.822,2.265,0.008,0.033,0.191,3.879,47576.519,6180.444933891296,701
2024-07-31,Vecc_may9,4508,0.03,100,22.346,1.838,1.63,-0.025,-0.073,0.224,7.17,51412.964,6943.014956235886,801
