lat_lag,lon_lag,ridge_norm,gamma_min,gamma_second_min,gamma_gap,gamma_rel_gap,near_min_count,near_min_tol,is_ambiguous,n_pairs,row,col,year,month,day_num,tau,lat_step,lon_step
-0.0880,0.3150,0.3271,6.7715,6.7729,0.0013,0.0002,34,0.0677,True,71925,18,25,2022,7,11,3,0.0440,0.0630
-0.0440,-0.1890,0.1941,6.2194,6.2396,0.0202,0.0032,6,0.0622,True,107264,19,17,2022,7,12,1,0.0440,0.0630
-0.0880,-0.1890,0.2085,7.6804,7.6856,0.0053,0.0007,24,0.0768,True,89646,18,17,2022,7,12,2,0.0440,0.0630
-0.1760,-0.1890,0.2583,8.3516,8.3548,0.0033,0.0004,24,0.0835,True,72671,16,17,2022,7,12,3,0.0440,0.0630
0.0000,-0.1890,0.1890,6.8970,6.9167,0.0196,0.0028,5,0.0690,True,120101,20,17,2022,7,13,1,0.0440,0.0630
0.0000,-0.2520,0.2520,8.3707,8.3714,0.0007,0.0001,16,0.0837,True,101969,20,16,2022,7,13,2,0.0440,0.0630
0.0000,-0.2520,0.2520,9.0881,9.0924,0.0043,0.0005,23,0.0909,True,84854,20,16,2022,7,13,3,0.0440,0.0630
0.0440,-0.1260,0.1335,6.8077,6.8289,0.0212,0.0031,5,0.0681,True,116405,21,18,2022,7,14,1,0.0440,0.0630
0.0000,0.0000,0.0000,8.3561,8.3577,0.0016,0.0002,19,0.0836,True,101208,20,20,2022,7,14,2,0.0440,0.0630
0.0000,-0.0630,0.0630,9.3095,9.3108,0.0013,0.0001,18,0.0931,True,83364,20,19,2022,7,14,3,0.0440,0.0630
0.0000,-0.2520,0.2520,4.7844,4.8227,0.0382,0.0080,4,0.0500,False,96764,20,16,2022,7,15,1,0.0440,0.0630
0.0440,-0.4410,0.4432,6.0610,6.0622,0.0013,0.0002,11,0.0606,True,77698,21,13,2022,7,15,2,0.0440,0.0630
0.0440,-0.4410,0.4432,6.8733,6.8765,0.0032,0.0005,34,0.0687,True,63207,21,13,2022,7,15,3,0.0440,0.0630
0.0440,-0.1260,0.1335,5.5824,5.5840,0.0016,0.0003,9,0.0558,True,109769,21,18,2022,7,16,1,0.0440,0.0630
0.0000,-0.2520,0.2520,6.7471,6.7562,0.0091,0.0014,15,0.0675,True,92387,20,16,2022,7,16,2,0.0440,0.0630
0.8800,0.8190,1.2021,7.4286,7.4330,0.0044,0.0006,54,0.0743,True,56672,40,33,2022,7,16,3,0.0440,0.0630
0.0000,-0.1890,0.1890,6.2262,6.2263,0.0000,0.0000,14,0.0623,True,120190,20,17,2022,7,17,1,0.0440,0.0630
-0.0440,-0.3780,0.3806,7.7028,7.7041,0.0013,0.0002,25,0.0770,True,99763,19,14,2022,7,17,2,0.0440,0.0630
-0.3080,-1.2600,1.2971,8.4138,8.4232,0.0093,0.0011,17,0.0841,True,71368,13,0,2022,7,17,3,0.0440,0.0630
-0.0440,-0.1260,0.1335,4.4852,4.4864,0.0011,0.0003,6,0.0500,True,75678,19,18,2022,7,18,1,0.0440,0.0630
0.0000,-0.0630,0.0630,6.1427,6.1473,0.0045,0.0007,11,0.0614,True,61515,20,19,2022,7,18,2,0.0440,0.0630
0.0440,0.0000,0.0440,7.2688,7.2712,0.0024,0.0003,14,0.0727,True,49642,21,20,2022,7,18,3,0.0440,0.0630
0.0000,-0.3150,0.3150,6.0400,6.0475,0.0074,0.0012,5,0.0604,True,120856,20,15,2022,7,19,1,0.0440,0.0630
-0.0440,-0.7560,0.7573,7.1753,7.1809,0.0056,0.0008,17,0.0718,True,97808,19,8,2022,7,19,2,0.0440,0.0630
-0.1760,-1.2600,1.2722,7.6889,7.6973,0.0084,0.0011,13,0.0769,True,75011,16,0,2022,7,19,3,0.0440,0.0630
0.0440,-0.3780,0.3806,7.3820,7.3950,0.0130,0.0018,8,0.0738,True,114079,21,14,2022,7,20,1,0.0440,0.0630
0.0000,-0.0630,0.0630,8.8581,8.8631,0.0050,0.0006,11,0.0886,True,102038,20,19,2022,7,20,2,0.0440,0.0630
0.0000,0.0000,0.0000,9.1756,9.1900,0.0144,0.0016,15,0.0918,True,86210,20,20,2022,7,20,3,0.0440,0.0630
0.0000,-0.3150,0.3150,6.7899,6.7942,0.0043,0.0006,12,0.0679,True,111888,20,15,2022,7,21,1,0.0440,0.0630
0.0440,-0.0630,0.0768,8.0239,8.0336,0.0097,0.0012,12,0.0802,True,96927,21,19,2022,7,21,2,0.0440,0.0630
0.0880,-0.3780,0.3881,8.6968,8.6993,0.0026,0.0003,32,0.0870,True,77133,22,14,2022,7,21,3,0.0440,0.0630
0.0000,-0.2520,0.2520,5.6202,5.6296,0.0095,0.0017,11,0.0562,True,119176,20,16,2022,7,22,1,0.0440,0.0630
0.0000,-0.5040,0.5040,6.5173,6.5253,0.0080,0.0012,28,0.0652,True,99524,20,12,2022,7,22,2,0.0440,0.0630
0.0880,-0.1890,0.2085,6.9216,6.9229,0.0012,0.0002,72,0.0692,True,84036,22,17,2022,7,22,3,0.0440,0.0630
0.0000,-0.0630,0.0630,4.8828,4.9021,0.0193,0.0039,5,0.0500,True,122164,20,19,2022,7,23,1,0.0440,0.0630
-0.0440,-0.3150,0.3181,5.7018,5.7076,0.0058,0.0010,26,0.0570,True,100882,19,15,2022,7,23,2,0.0440,0.0630
-0.0880,-0.5670,0.5738,5.9261,5.9283,0.0022,0.0004,29,0.0593,True,81031,18,11,2022,7,23,3,0.0440,0.0630
0.0000,0.0000,0.0000,4.2724,4.2873,0.0149,0.0035,4,0.0500,False,124825,20,20,2022,7,24,1,0.0440,0.0630
0.0000,0.0000,0.0000,4.7423,4.7655,0.0233,0.0049,4,0.0500,False,106778,20,20,2022,7,24,2,0.0440,0.0630
0.0000,0.0000,0.0000,5.0722,5.0752,0.0031,0.0006,7,0.0507,True,89086,20,20,2022,7,24,3,0.0440,0.0630
-0.0440,-0.2520,0.2558,5.1355,5.1543,0.0188,0.0037,8,0.0514,True,119085,19,16,2022,7,25,1,0.0440,0.0630
-0.0440,-0.4410,0.4432,5.9585,5.9597,0.0012,0.0002,37,0.0596,True,99865,19,13,2022,7,25,2,0.0440,0.0630
-0.2200,-0.7560,0.7874,6.2056,6.2091,0.0035,0.0006,38,0.0621,True,77511,15,8,2022,7,25,3,0.0440,0.0630
0.0440,-0.2520,0.2558,6.6627,6.6895,0.0268,0.0040,2,0.0666,False,106435,21,16,2022,7,26,1,0.0440,0.0630
0.0440,-0.4410,0.4432,8.5115,8.5132,0.0017,0.0002,13,0.0851,True,87387,21,13,2022,7,26,2,0.0440,0.0630
0.0440,-0.5040,0.5059,9.4987,9.5087,0.0100,0.0011,17,0.0950,True,71266,21,12,2022,7,26,3,0.0440,0.0630
0.0880,-0.2520,0.2669,6.1015,6.1168,0.0153,0.0025,4,0.0610,False,107520,22,16,2022,7,27,1,0.0440,0.0630
0.1320,-0.4410,0.4603,7.7584,7.7780,0.0197,0.0025,9,0.0776,True,88024,23,13,2022,7,27,2,0.0440,0.0630
0.1320,-0.7560,0.7674,8.5535,8.5589,0.0054,0.0006,22,0.0855,True,70194,23,8,2022,7,27,3,0.0440,0.0630
0.0440,-0.3150,0.3181,6.3192,6.3452,0.0260,0.0041,4,0.0632,False,113463,21,15,2022,7,28,1,0.0440,0.0630
0.0440,-0.3780,0.3806,7.5908,7.5964,0.0056,0.0007,26,0.0759,True,95894,21,14,2022,7,28,2,0.0440,0.0630
0.0880,-0.3780,0.3881,8.0869,8.0902,0.0034,0.0004,27,0.0809,True,78852,22,14,2022,7,28,3,0.0440,0.0630
