rank,rank_fraction,eigenvalue,raw_projection,standardized_score,standardized_energy,cumulative_standardized_energy,cumulative_energy_per_n,threshold_below_rank
1,0.0003125,101.3856618153376,11.324659819826726,1.1247005174004643,1.2649512538408718,1.2649512538408718,0.00039529726682527245,96.38281924409574
2,0.000625,91.62684031554744,25.5329421368845,2.6674083465556366,7.115067287274676,8.380018541115547,0.0026187557940986084,91.26657717401604
3,0.0009375,90.90773053370523,-7.263899887037594,-0.7618499476065838,0.5804153426681544,8.9604338837837,0.0028001355886824062,90.55776979454522
4,0.00125,90.20915627325363,-42.082647922685716,-4.430755122227318,19.631590953143615,28.592024836927315,0.008935007761539786,88.79585702381868
5,0.0015625,87.40469981462634,-2.144716234765379,-0.22940477134289222,0.05262654911488467,28.6446513860422,0.008951453558138187,86.97319976082443
6,0.001875,86.5438299391133,-40.87263612936869,-4.3935400901740325,19.303194523966447,47.947845910008645,0.014983701846877702,85.32844875277195
7,0.0021875,84.13013581299597,-37.2721416143938,-4.063577551981827,16.512662520970615,64.46050843097926,0.020143908884681018,83.60170821057767
8,0.0025,83.0765997009945,24.22322311627371,2.657618100857682,7.062933970006394,71.52344240098566,0.02235107575030802,82.74782630930119
9,0.0028125,82.42035402939477,17.08650490229877,1.88207097740633,3.542191163995219,75.06563356498087,0.023458010489056522,81.67508530924115
10,0.003125,80.93655552477618,8.202238845281203,0.9117169997085164,0.8312278875574988,75.89686145253837,0.023717769203918243,80.22310120350825
11,0.0034375,79.51593596960306,6.780368799130199,0.7603721979898677,0.5781658794759426,76.47502733201432,0.023898446041254476,78.95632726255911
12,0.00375,78.40065690952157,2.225330172710877,0.25132437178751016,0.06316393985438663,76.53819127186871,0.023918184772458974,77.8867150344501
13,0.0040625,77.37614221598307,43.35347569395745,4.928563818995739,24.29074131791387,100.82893258978258,0.03150904143430706,77.00703430972753
14,0.004375,76.63968716127872,-10.404613885817009,-1.1884997824464354,1.4125317328752243,102.2414643226578,0.03195045760083057,76.35481709664988
15,0.0046875,76.07100589534274,-24.646641641941454,-2.8258439218847298,7.985393870852872,110.22685819351068,0.03444589318547209,75.05255047759802
16,0.005,74.04773036578526,-1.882830065989967,-0.21880399587275307,0.047875188609883726,110.27473338212056,0.03446085418191267,73.82556839642069
17,0.0053125,73.60407296930379,-5.303686791665348,-0.6181970742818772,0.3821676226506728,110.65690100477123,0.03458028156399101,73.35886076708722
18,0.005625,73.11446549009898,-17.719442848003677,-2.0722798664286985,4.294343844805746,114.95124484957698,0.035922264015492804,72.64936186428532
19,0.0059375,72.1872169058338,-4.615108479800525,-0.5431899980434713,0.29505537397446635,115.24630022355144,0.03601446881985983,71.21199968554407
20,0.00625,70.24995721651246,-13.514800908940375,-1.6124513503448648,2.599999357228978,117.84629958078042,0.036826968618993886,70.07034894652244
21,0.0065625,69.89119988151884,6.509955659695829,0.77869391740142,0.6063642169979696,118.4526637977784,0.03701645743680575,69.65368150179324
22,0.006875,69.41697030495767,-12.988934905400129,-1.5589806070404568,2.4304205331282316,120.88308433090663,0.03777596385340832,69.18648006751677
23,0.0071875,68.95675514364865,-8.22036440357635,-0.9899258416210827,0.9799531719092088,121.86303750281584,0.03808219921962995,68.72209813408993
24,0.0075,68.48823965271052,2.2605701347215503,0.2731555215909435,0.0746139389756204,121.93765144179146,0.03810551607555983,67.90568969356279
25,0.0078125,67.32809481074092,-11.494699876210678,-1.4008752864490388,1.9624515681836767,123.90010300997514,0.03871878219061723,67.0661230830112
26,0.008125,66.80517067992335,-0.8775227405925409,-0.10736267925789877,0.011526744897434446,123.91162975487258,0.03872238429839768,66.24324918753906
27,0.0084375,65.68605421198558,17.004324271789983,2.0980836101421514,4.401954835147123,128.3135845900197,0.040097995184381154,65.4639503392396
28,0.00875,65.24259746502565,-10.80533888423684,-1.337743256994539,1.789557021634358,130.10314161165405,0.040657231753641894,65.07776216715185
29,0.0090625,64.91334332534325,-28.52744403911966,-3.54075496824255,12.536945745134297,142.64008735678834,0.04457502729899636,64.61540284522346
30,0.009375,64.31882985790479,-9.164140440624863,-1.142674849973379,1.305705812761684,143.94579316955003,0.044983060365484384,64.02792598910362
31,0.0096875,63.73833783237417,3.923623987121012,0.4914586847537903,0.24153163881992545,144.18732480836997,0.04505853900261561,63.430917776752764
32,0.01,63.12498045654324,-8.901650632803033,-1.120391788057959,1.2552777587477109,145.4426025671177,0.04545081330222428,62.5834925635533
33,0.0103125,62.0466495692411,-9.70111502308788,-1.2315795992108591,1.5167883091923806,146.95939087631007,0.0459248096488469,61.66482707388293
34,0.010625,61.285354236708955,-6.350484599475501,-0.8112010736653161,0.6580471819157617,147.61743805822582,0.04613044939319557,61.09004579701621
35,0.0109375,60.895359779875974,-17.903533704409956,-2.29428126037705,5.263726501717306,152.88116455994313,0.04777536392498223,60.72584036550001
36,0.01125,60.55679285624054,24.21537533863771,3.1117863525665848,9.68321430401965,162.5643788639628,0.05080136839498837,60.39316342591714
37,0.0115625,60.2299761357601,6.901836421058407,0.8893205264633162,0.7908909987889898,163.35526986275178,0.05104852183210993,59.916552229920676
38,0.011875,59.6047593150106,6.375565619824016,0.8258064121440495,0.6819562303382276,164.03722609309,0.05126163315409062,59.240422551575676
39,0.0121875,58.87831281294072,-4.533721651244631,-0.5908499113701756,0.3491036177661444,164.38632971085613,0.05137072803464254,58.75110896925387
40,0.0125,58.62417994352759,-16.174336471027264,-2.112458000037195,4.462478801921146,168.84880851277728,0.0527652526602429,58.42744353235766
41,0.0128125,58.23136734731826,-4.842478762647697,-0.6345841648970356,0.4026970623380682,169.25150557511535,0.052891095492223546,57.88302361594516
42,0.013125,57.53676369885832,-3.737366732038696,-0.4927118419151664,0.24276495916343593,169.49427053427877,0.052966959541962115,57.27754253823915
43,0.0134375,57.01948925022513,-6.419518947602205,-0.8501407300664389,0.7227392609178976,170.21700979519667,0.05319281556099896,56.95003393574856
44,0.01375,56.88066322463783,-3.908062698145041,-0.5181782700994676,0.2685087196032768,170.48551851479996,0.05327672453587499,56.50509181163395
45,0.0140625,56.13200022003632,11.931385026915864,1.592522589995186,2.5361281996449754,173.02164671444493,0.05406926459826404,55.9806964580221
