lanczos_steps,n_slq_probes,mode_fraction_rmse,mode_fraction_max_abs_error,slq_endpoint_mode_count,lanczos_endpoint_energy,energy_per_n_rmse,energy_per_n_max_abs_error,endpoint_energy_abs_error,endpoint_energy_relative_error,scale_stat_exact,scale_stat_lanczos,shape_D_exact,shape_D_lanczos_slq
32,32,0.031114593300585473,0.0789074518501436,3200.000000000001,2978.8232111367265,0.028662309789578025,0.07017559527585618,5.9117155615240335e-12,1.9984014443252818e-15,-2.7647098607908447,-2.7647098607909184,3.590993955055724,5.458371811879397
64,32,0.015564379573062745,0.039841119909186776,3200.0,2978.823211136733,0.014072600658931872,0.03729828978804889,4.547473508864641e-13,2.220446049250313e-16,-2.7647098607908447,-2.764709860790839,3.590993955055724,4.478314699439869
128,32,0.007860760458118923,0.021991094730812934,3200.0,2978.82321113673,0.0068240005135735285,0.01869262676693815,2.2737367544323206e-12,7.771561172376096e-16,-2.7647098607908447,-2.764709860790873,3.590993955055724,3.9643413515243098
256,32,0.004505745053322399,0.013065193242608686,3199.9999999999986,2978.8232111367297,0.002988342857769137,0.011080883044644736,2.7284841053187847e-12,8.881784197001252e-16,-2.7647098607908447,-2.764709860790879,3.590993955055724,3.7871033716816656
512,32,0.0035206677726912325,0.007963585328841205,3200.0,2978.8232111367324,0.0013066663625197015,0.005481005302102062,0.0,0.0,-2.7647098607908447,-2.7647098607908447,3.590993955055724,3.7339688928476185
