day,cov_name,lat_lon_resolution,lr,stepsize,sigma,range_lat,range_lon,advec_lat,advec_lon,beta,nugget,loss,time,epoch
2025-07-01,Vecc_b2,1250,0.02,40,27.34500981,0.492045226,0.530068856,0.004869244,-0.11557064,0.428723697,4.472028796,14171.08506,955.5432096,179
2025-07-02,Vecc_b2,1250,0.02,40,26.32934845,0.525465185,0.504460142,0.039074074,-0.077631212,0.522033501,2.876748997,12482.25685,1142.068663,215
2025-07-03,Vecc_b2,1250,0.02,40,30.95436083,0.415761715,0.526829748,0.020786728,-0.157120801,0.594611468,4.915885232,15039.40374,2247.330191,416
2025-07-04,Vecc_b2,1250,0.02,40,20.31077091,0.433088421,0.453007992,-0.157178833,-0.213334537,0.422450278,5.319031426,14842.65223,9408.932137,1723
2025-07-05,Vecc_b2,1250,0.02,40,20.91805617,0.672992737,0.758286502,-0.025197198,-0.155628211,0.362498949,3.327851718,12182.39074,8627.409246,1562
2025-07-06,Vecc_b2,1250,0.02,40,28.5651575,0.460210076,0.622691223,0.017949282,-0.165542888,0.362065287,5.307103316,14791.94272,956.3418002,169
2025-07-07,Vecc_b2,1250,0.02,40,34.26978636,0.36003645,0.862655601,0.053276067,-0.3388593,0.331233813,6.111698509,15427.03921,10797.23888,1961
2025-07-08,Vecc_b2,1250,0.02,40,28.79162528,0.318118037,0.532310484,-0.01906525,-0.409765455,0.509066697,4.725309949,14976.56961,956.7810647,170
2025-07-09,Vecc_b2,1250,0.02,40,25.6625877,0.370959847,0.646660094,0.023092466,-0.219538542,0.534042041,3.054030322,12786.71529,1149.658033,213
2025-07-10,Vecc_b2,1250,0.02,40,28.1996669,0.408157276,0.691616156,0.029687805,-0.071286528,0.5152006,5.456470283,15055.57438,790.8878651,149
2025-07-11,Vecc_b2,1250,0.02,40,27.52119682,0.421033025,0.707381232,-0.0103094,0.038038145,0.485682618,3.485276214,13113.6641,1461.373977,269
2025-07-12,Vecc_b2,1250,0.02,40,26.97546096,0.510116817,0.772673247,-0.0514958,0.124637798,0.488286415,2.564056946,11621.41601,1553.751442,278
2025-07-13,Vecc_b2,1250,0.02,40,26.99831927,0.469807603,0.814997766,-0.126383544,0.062735387,0.599310616,2.364632207,11473.86051,1516.737098,279
2025-07-14,Vecc_b2,1250,0.02,40,30.10046026,0.568073739,0.712182932,-0.032290171,0.089021365,0.527677376,3.719153315,13275.95028,2697.387052,490
2025-07-15,Vecc_b2,1250,0.02,40,26.59839948,0.663490606,0.81812596,-0.050685167,0.075022843,0.517726431,2.310230376,10959.88207,1407.082019,265
2025-07-16,Vecc_b2,1250,0.02,40,27.48902068,0.692758397,0.712193752,-0.015279693,0.008370248,0.457452853,3.04256815,12133.89657,1338.664265,245
2025-07-17,Vecc_b2,1250,0.02,40,29.95086909,0.400529049,0.671649481,-0.069926498,-0.128392808,0.452884291,4.621201064,14395.30688,2054.072477,382
2025-07-18,Vecc_b2,1250,0.02,40,20.57779538,0.294381328,0.799644604,-0.076792341,-0.10727281,0.564020585,3.858429017,13521.66295,9677.358738,1762
2025-07-19,Vecc_b2,1250,0.02,40,27.08509863,0.513868406,0.689551368,0.028247615,0.03469021,0.534904415,3.473668027,13010.43085,1114.383164,217
2025-07-20,Vecc_b2,1250,0.02,40,31.04462465,0.678579428,0.881494325,0.037634425,-0.026987329,0.374086319,3.894367099,13046.33634,6962.099557,1276
2025-07-21,Vecc_b2,1250,0.02,40,32.04611988,0.615790618,0.88938791,-0.00363471,-0.063372651,0.403488877,3.943596936,13212.34854,8030.478639,1481
2025-07-22,Vecc_b2,1250,0.02,40,25.75709301,0.462264766,0.821699415,0.100791679,-0.143869124,0.65858298,3.543482133,13109.78149,1361.827541,236
2025-07-23,Vecc_b2,1250,0.02,40,25.17278435,0.477742279,0.885545993,-0.006793589,0.095945457,0.672955144,1.698448742,10063.18752,1458.028977,269
2025-07-24,Vecc_b2,1250,0.02,40,25.47129718,0.435630986,0.929872547,0.042546984,-0.190500711,0.576155302,2.354748666,11294.37364,1751.07258,314
2025-07-25,Vecc_b2,1250,0.02,40,26.48960324,0.629598889,1.680899333,0.00693903,-0.057075697,0.253784111,1.523312096,8308.398885,1461.776071,271
2025-07-26,Vecc_b2,1250,0.02,40,30.38808187,0.603992545,1.394200208,-0.001047479,0.05406193,0.346539799,2.126398687,10146.86117,7692.23125,1409
2025-07-27,Vecc_b2,1250,0.02,40,27.73632647,0.559573259,1.076585388,-0.04393028,-0.113882485,0.343218341,2.928460374,11686.96168,2133.575825,391
2025-07-28,Vecc_b2,1250,0.02,40,25.56405993,0.424606994,0.899255667,-0.022427962,-0.071833526,0.398801796,3.239638824,12518.49273,967.4505787,175
2025-07-29,Vecc_b2,1250,0.02,40,30.5781764,0.776716729,1.255348016,0.003955232,-0.045894281,0.248237707,4.197044869,13001.15711,10020.81401,1841
2025-07-30,Vecc_b2,1250,0.02,40,26.26590063,0.654568603,0.815862081,-0.039563037,-0.221798496,0.573918596,4.074776066,13385.874,1135.037262,215
2025-07-31,Vecc_b2,1250,0.02,40,32.06907555,1.091421382,0.959882527,0.076409004,-0.196683707,0.681731874,6.928039374,15589.68434,6730.418818,1241
