operator_exact,band,rank_start,rank_end,rank_fraction_lo,rank_fraction_hi,mode_count,covariance_eigenvalue_geometric_mid_exact,energy_exact,energy_per_mode_exact,operator_vecchia,covariance_eigenvalue_geometric_mid_vecchia,energy_vecchia,energy_per_mode_vecchia
exact_covariance,1,1,160,0.0,0.05,160,59.0042530539427,374.9951723596031,2.3437198272475195,subset_vecchia_covariance,49.561804746823185,435.6175833898601,2.7226098961866256
exact_covariance,2,161,320,0.05,0.1,160,28.770596689607096,193.40788632452063,1.208799289528254,subset_vecchia_covariance,27.973810389873375,181.61412018812223,1.1350882511757638
exact_covariance,3,321,480,0.1,0.15,160,21.910853000282984,162.7063769871569,1.0169148561697305,subset_vecchia_covariance,22.262829416647584,155.8217966918238,0.9738862293238988
exact_covariance,4,481,640,0.15,0.2,160,18.45546021689302,143.11275914249075,0.8944547446405672,subset_vecchia_covariance,19.23238847184361,141.3018625748674,0.8831366410929213
exact_covariance,5,641,800,0.2,0.25,160,16.271849741516814,136.12347404340505,0.8507717127712816,subset_vecchia_covariance,17.210103250172974,129.69005791881602,0.8105628619926002
exact_covariance,6,801,960,0.25,0.3,160,14.846111643096814,103.71582855251336,0.6482239284532085,subset_vecchia_covariance,15.764405786236688,110.70198011431285,0.6918873757144552
exact_covariance,7,961,1120,0.3,0.35,160,13.798042704401825,102.1356944485583,0.6383480903034894,subset_vecchia_covariance,14.597454467709552,101.4562227312449,0.6341013920702807
exact_covariance,8,1121,1280,0.35,0.4,160,12.949569840914783,98.27939014006824,0.6142461883754265,subset_vecchia_covariance,13.590674534934337,96.19170280134949,0.6011981425084343
exact_covariance,9,1281,1440,0.4,0.45,160,12.22969031539901,94.91229382363485,0.5932018363977178,subset_vecchia_covariance,12.7443503343725,92.19959358648225,0.5762474599155141
exact_covariance,10,1441,1600,0.45,0.5,160,11.592312595610252,137.7387473962458,0.8608671712265362,subset_vecchia_covariance,12.023034631841593,123.17247392353306,0.7698279620220816
exact_covariance,11,1601,1760,0.5,0.55,160,11.029228809078324,129.77356797855623,0.8110847998659765,subset_vecchia_covariance,11.377596243608208,107.10982574380819,0.6694364108988011
exact_covariance,12,1761,1920,0.55,0.6,160,10.554905148932553,124.91941881108164,0.7807463675692603,subset_vecchia_covariance,10.786690762091203,129.66447587015318,0.8104029741884574
exact_covariance,13,1921,2080,0.6,0.65,160,10.105678649538808,152.973461592818,0.9560841349551126,subset_vecchia_covariance,10.22776403911317,153.60034504977966,0.9600021565611229
exact_covariance,14,2081,2240,0.65,0.7,160,9.6231115269437,147.17130999414212,0.9198206874633883,subset_vecchia_covariance,9.680769527467524,139.35389015014744,0.8709618134384215
exact_covariance,15,2241,2400,0.7,0.75,160,9.160782543456824,126.85655328139319,0.7928534580087074,subset_vecchia_covariance,9.172598606654228,144.87902339433867,0.9054938962146167
exact_covariance,16,2401,2560,0.75,0.8,160,8.746382587019887,152.86058322610597,0.9553786451631623,subset_vecchia_covariance,8.699687813511671,170.0998783633013,1.063124239770633
exact_covariance,17,2561,2720,0.8,0.85,160,8.341406334591444,140.10661775973267,0.8756663609983292,subset_vecchia_covariance,8.264747101165833,175.45077734015968,1.096567358375998
exact_covariance,18,2721,2880,0.85,0.9,160,7.960458442757035,133.22865866732855,0.8326791166708034,subset_vecchia_covariance,7.850964528211584,129.26007629933065,0.8078754768708165
exact_covariance,19,2881,3040,0.9,0.95,160,7.610721039726769,168.75377435834025,1.0547110897396266,subset_vecchia_covariance,7.426084917379367,134.08639490458563,0.8380399681536602
exact_covariance,20,3041,3200,0.95,1.0,160,7.0963207770669685,155.05140048281964,0.9690712530176228,subset_vecchia_covariance,6.713684075693441,180.51523031292618,1.1282201894557886
