operator,reorthogonalization,lanczos_steps,band,rank_start,rank_end,exact_mode_count,estimated_mode_count,exact_energy_per_mode,matrix_free_energy_per_mode,energy_per_mode_error
exact_precision,none,512,6,801,960,160,156.24086718118917,0.6482239284532085,0.6562638054510074,0.008039876997798845
exact_precision,none,512,7,961,1120,160,165.30827817708303,0.6383480903034894,0.6179800015892668,-0.020368088714222576
exact_precision,none,512,8,1121,1280,160,163.9411436722212,0.6142461883754265,0.6335331663528502,0.019286977977423625
exact_precision,none,512,9,1281,1440,160,156.5270284538426,0.5932018363977178,0.6208286377749525,0.02762680137723461
exact_precision,none,512,10,1441,1600,160,164.55331128031503,0.8608671712265362,0.8235397319013146,-0.037327439325221645
exact_precision,none,512,11,1601,1760,160,163.82986820251426,0.8110847998659765,0.819423147185953,0.008338347319976513
exact_precision,none,512,12,1761,1920,160,158.52624258759192,0.7807463675692603,0.729025706159752,-0.05172066140950826
exact_precision,none,512,13,1921,2080,160,161.1643064779928,0.9560841349551126,0.9631682710275618,0.007084136072449176
exact_precision,none,512,14,2081,2240,160,157.58832068256152,0.9198206874633883,0.9314216046892855,0.011600917225897178
exact_precision,none,512,15,2241,2400,160,158.48770445912396,0.7928534580087074,0.8065547652662968,0.013701307257589335
exact_precision,none,512,16,2401,2560,160,155.8528337040416,0.9553786451631623,0.9845457859177844,0.029167140754622123
exact_precision,none,512,17,2561,2720,160,157.11546681529626,0.8756663609983292,0.863020743603838,-0.012645617394491215
exact_precision,none,512,18,2721,2880,160,160.2477877756437,0.8326791166708034,0.8555807732681414,0.022901656597338005
exact_precision,none,512,19,2881,3040,160,164.17591227238518,1.0547110897396266,1.028116504540767,-0.0265945851988596
exact_precision,none,512,20,3041,3200,160,159.78746050268046,0.9690712530176228,0.9670532263751851,-0.0020180266424376647
subset_vecchia_precision,full,64,1,1,160,160,156.55515459381257,2.7226098961866256,2.708399065609617,-0.014210830577008782
subset_vecchia_precision,full,64,2,161,320,160,148.95045584775568,1.1350882511757638,1.5463272951935232,0.41123904401775935
subset_vecchia_precision,full,64,3,321,480,160,180.92568601793795,0.9738862293238988,0.6159901137556586,-0.3578961155682402
subset_vecchia_precision,full,64,4,481,640,160,155.48103973212216,0.8831366410929213,0.8385907971966791,-0.044545843896242276
subset_vecchia_precision,full,64,5,641,800,160,186.02696747735297,0.8105628619926002,0.7928266662767331,-0.017736195715867042
subset_vecchia_precision,full,64,6,801,960,160,105.37728457554226,0.6918873757144552,1.3766322025786435,0.6847448268641882
subset_vecchia_precision,full,64,7,961,1120,160,216.68112620266186,0.6341013920702793,0.3204799871939974,-0.3136214048762819
subset_vecchia_precision,full,64,8,1121,1280,160,110.07645613340037,0.6011981425084357,0.6092218774850471,0.008023734976611352
subset_vecchia_precision,full,64,9,1281,1440,160,217.19447351022927,0.5762474599155141,0.6662263987099977,0.0899789387944836
