design,n_features,fixed_cov_nll,total_n,resid_rmse,resid_mae,resid_mean,finite_rate,n_complete_grid,slot_mean_sd,pc1_share,pc2_share,pc3_share,pc4_share,pc1_poly5_r2,mean_resid_poly5_r2
hour_lat,9,1.0696360306865367,144078,3.387762210219603,2.756506367552603,0.008002069831637412,0.9935865607414763,17529,0.05763885104146776,0.48268416358706806,0.15453022309823555,0.09907108685886572,0.06945638714511178,0.5053067933649165,0.513239758047269
hour_latlon,10,1.0694321431366738,144078,3.251405434797506,2.60203249965583,-0.0298742255935448,0.9935865607414763,17529,0.050213684534884,0.4364740744185368,0.1666524445637513,0.10615363016280507,0.0773101341151794,0.4102521739436833,0.4004440314721188
hour_quadratic,13,1.0690632002395624,144078,2.9527880014435883,2.338864312697886,0.07939000077808803,0.9935865607414763,17529,0.04638241533206937,0.3293029573975893,0.2044393897799102,0.11881976330771274,0.09248786311529925,0.013897428285510327,0.019105304409335888
hour_spatial,24,1.0690940903068464,144078,3.1742763661044116,2.534788763153479,-0.026404930922628037,0.9935865607414763,17529,0.03617671598068471,0.4580434878742439,0.14121141584650126,0.10357343451523467,0.07518680355201818,0.4085555990602786,0.4013410580967379
