day_idx,day,smooth,spec_name,block_shape,lag_pattern,reference_advec_lon_abs,loss,steps_raw,precompute_s,fit_s,est_sigmasq,est_range_lat,est_range_lon,est_range_time,est_advec_lat,est_advec_lon,est_nugget,n_clusters,block_shape_lat,block_shape_lon,max_points_per_cluster,n_target_blocks,n_target_points,n_batches,target_chunk_size,strategy,temporal_basis,force_target_center,lag0_block_count,lag1_block_count,lag2_block_count,lag1_max_blocks,lag2_max_blocks,lag1_lon_offset,lag2_lon_offset,lag1_lon_interval_lo,lag1_lon_interval_hi,lag2_lon_interval_lo,lag2_lon_interval_hi,corridor_anchor_mode,grid_lon_step,corridor_block_lon_width,block_row_offset,block_col_offset
13,2024-07-14,0.5,corridor_width_4x4_lag432_delta0p126,4x4,4/3/2,0.126,1.069636123972964,1,0.9288,139.6216,7.780827273909126,0.22985989202104726,0.2808629520986649,1.4182986839217737,0.004657476093755738,-0.03751186462250091,1.122391777010093,1160,4,4,16,9278,144078,26,96,offset_corridor_tapered,corridor,0,4,3,2,3,2,0.126,0.252,0.063,0.189,0.0,0.252,width,0.06300000000000239,0.25200000000000955,0,0
