design,fixed_cov_nll,total_n,threshold_q,abs_threshold,n_outliers,outlier_rate,max_abs,mean,sd,skew,kurtosis
hour_lat,1.0696360306865367,144078,0.999,5.277864919529237,145,0.0010063993114840573,77.6564530003157,-0.004775488729771851,0.9999862100359487,4.0494875597803555,270.59798437359564
hour_latlon,1.069432143136674,144078,0.999,5.282534640918539,145,0.0010063993114840573,77.65581492528335,-0.004638029927156528,0.9997829460104517,4.061755509736,270.85788583702765
hour_quadratic,1.0690632002395624,144078,0.999,5.288601127110781,145,0.0010063993114840573,77.65696753799254,-0.004180429083072924,0.9994158737349543,4.064767489732842,271.2377148829676
hour_spatial,1.0690940903068467,144078,0.999,5.281872814402624,145,0.0010063993114840573,77.65093899645392,-0.00461713902232652,0.9994448593206816,4.0709373745271815,271.1580512093508
