design,component,poly5_r2,lat_c_corr2,lon_c_corr2,lat_c2_corr2,lat_lon_c_corr2,lon_c2_corr2
hour_lat,PC1,0.004685923192815911,1.14464552405736e-05,0.004080111212185772,0.00021400973388908243,0.00017893666631345223,0.00022967550016047392
hour_lat,PC2,0.000682080443645483,4.782362180344603e-05,0.00027891915427891373,0.0002812481068311493,3.769060411598851e-05,2.4497482068203677e-05
hour_latlon,PC1,0.00255376699545784,1.6320986614255293e-05,0.0019520598142513165,0.00020458551175650698,0.000194056436108358,0.00021001739048394404
hour_latlon,PC2,0.0005892826107640747,4.900326479436402e-05,0.000191921788268905,0.00028047531993970036,3.641738793973161e-05,2.1979854031130294e-05
hour_quadratic,PC1,0.0027314209040441018,2.714376005820382e-05,0.0021074547933635063,6.388408276409832e-05,0.00013350961942013462,0.0003168748663729347
hour_quadratic,PC2,0.0006432281445655219,5.204309123744917e-05,0.00019662031099327535,0.0002453517244736432,0.00010625877891291831,2.764019145720113e-05
hour_spatial,PC1,0.0015301979549298128,6.271947844084955e-05,0.0008830440246308219,0.00019861106426646423,0.0001885697601672909,0.0002098884043466054
hour_spatial,PC2,0.0004310304432367795,8.917889309330338e-05,1.988512634921191e-05,0.00027794073232874757,3.046305962668571e-05,1.748560059405572e-05
