time_idx,time_key,n_outliers,max_abs,mean_abs,n_positive,n_negative
0,2024_07_y24m07day14_hm00:53,19,32.759768157416985,8.860652253397094,15,4
1,2024_07_y24m07day14_hm01:53,22,15.1705143334692,6.429220617665099,21,1
2,2024_07_y24m07day14_hm02:53,22,21.987504513400264,7.089399809187003,18,4
3,2024_07_y24m07day14_hm03:53,29,24.34418787453115,6.796428386205035,23,6
4,2024_07_y24m07day14_hm04:48,17,7.569278035051395,5.929396961575371,14,3
5,2024_07_y24m07day14_hm05:48,8,6.665861359378924,5.92042283887781,7,1
6,2024_07_y24m07day14_hm06:48,19,7.4876939811411996,5.884644982927651,18,1
7,2024_07_y24m07day14_hm07:48,9,77.6564530003157,16.980807327460052,3,6
