year,month,day_idx,day,model_variant,model_label,loss,bin_idx,k_mid,ratio_I_over_EI_profile_mean,ratio_I_over_EI_profile_p10,ratio_I_over_EI_profile_p90,ratio_I_over_EI_mean,global_scale,profile_sigmasq
2024,7,0,2024-07-01,gc_a08_b1,GC a=0.8 b=1 nugget0,,71,12.362555,0.870319,0.541116,1.245307,0.830885,0.954690,17.717070
2024,7,0,2024-07-01,gc_a08_b1,GC a=0.8 b=1 nugget0,,72,12.535458,0.836476,0.539939,1.211933,0.798575,0.954690,17.717070
2024,7,0,2024-07-01,gc_a08_b1,GC a=0.8 b=1 nugget0,,73,12.708361,0.782131,0.438132,1.209187,0.746692,0.954690,17.717070
2024,7,0,2024-07-01,gc_a08_b1,GC a=0.8 b=1 nugget0,,74,12.881264,0.801337,0.482097,1.278684,0.765028,0.954690,17.717070
2024,7,0,2024-07-01,gc_a08_b1,GC a=0.8 b=1 nugget0,,75,13.054167,0.861558,0.607847,1.259684,0.822520,0.954690,17.717070
2024,7,0,2024-07-01,gc_a08_b1,GC a=0.8 b=1 nugget0,,76,13.227070,0.796291,0.458330,1.203397,0.760210,0.954690,17.717070
2024,7,0,2024-07-01,gc_a08_b1,GC a=0.8 b=1 nugget0,,77,13.399972,0.861931,0.462385,1.246028,0.822877,0.954690,17.717070
2024,7,0,2024-07-01,gc_a08_b1,GC a=0.8 b=1 nugget0,,78,13.572875,0.796107,0.462155,1.143222,0.760035,0.954690,17.717070
2024,7,0,2024-07-01,gc_a08_b1,GC a=0.8 b=1 nugget0,,79,13.745778,0.910894,0.403752,1.585514,0.869621,0.954690,17.717070
2024,7,0,2024-07-01,gc_a08_b05,GC a=0.8 b=0.5 nugget0,,0,0.086451,1.027435,0.927735,1.098650,0.954607,0.929117,24.135077
2024,7,0,2024-07-01,gc_a08_b05,GC a=0.8 b=0.5 nugget0,,1,0.259354,1.131619,0.189919,2.454741,1.051406,0.929117,24.135077
2024,7,0,2024-07-01,gc_a08_b05,GC a=0.8 b=0.5 nugget0,,2,0.432257,0.964813,0.563015,1.483719,0.896424,0.929117,24.135077
2024,7,0,2024-07-01,gc_a08_b05,GC a=0.8 b=0.5 nugget0,,3,0.605160,1.139796,0.407646,1.960742,1.059004,0.929117,24.135077
2024,7,0,2024-07-01,gc_a08_b05,GC a=0.8 b=0.5 nugget0,,4,0.778063,0.665104,0.380005,1.084704,0.617960,0.929117,24.135077
2024,7,0,2024-07-01,gc_a08_b05,GC a=0.8 b=0.5 nugget0,,5,0.950966,0.743267,0.387866,1.274057,0.690582,0.929117,24.135077
2024,7,0,2024-07-01,gc_a08_b05,GC a=0.8 b=0.5 nugget0,,6,1.123869,0.960373,0.451921,1.623992,0.892298,0.929117,24.135077
2024,7,0,2024-07-01,gc_a08_b05,GC a=0.8 b=0.5 nugget0,,7,1.296772,0.806820,0.361314,1.542594,0.749630,0.929117,24.135077
