year,month,day_num,tau,model,ridge_lat_lag,ridge_lon_lag,ridge_norm,large_empirical_ridge,model_lat_lag,model_lon_lag,model_norm,model_norm_ge_1,err_lat,err_lon,err_euclid,ridge_gamma_min,ridge_gamma_gap,ridge_gamma_rel_gap,ridge_near_min_count,ridge_is_ambiguous,ridge_n_pairs,sigma,range_lat,range_lon,range_time,advec_lat,advec_lon,nugget,norm_bias,abs_norm_bias,overestimated_norm
2024,7,1,1,Corridor_4x4_lag643,-0.0440,-0.2520,0.2558,False,-0.0142,-0.1970,0.1975,False,-0.0298,-0.0550,0.0626,7.3374,0.0134,0.0018,4,False,103256,11.6425,0.1815,0.2129,1.1930,-0.0142,-0.1970,0.5791,-0.0583,0.0583,False
2024,7,1,1,Debiased_Whittle,-0.0440,-0.2520,0.2558,False,0.0000,-0.2065,0.2065,False,-0.0440,-0.0455,0.0633,7.3374,0.0134,0.0018,4,False,103256,10.9915,0.2082,0.2854,1.5142,0.0000,-0.2065,0.7321,-0.0493,0.0493,False
2024,7,1,1,Vecchia_mm20,-0.0440,-0.2520,0.2558,False,-0.0099,-0.1725,0.1728,False,-0.0341,-0.0795,0.0865,7.3374,0.0134,0.0018,4,False,103256,13.5816,0.3276,0.3979,1.9409,-0.0099,-0.1725,1.4232,-0.0830,0.0830,False
2024,7,1,2,Corridor_4x4_lag643,0.0000,-0.4410,0.4410,False,-0.0284,-0.3939,0.3950,False,0.0284,-0.0471,0.0550,9.7044,0.0122,0.0013,9,True,83197,11.6425,0.1815,0.2129,1.1930,-0.0142,-0.1970,0.5791,-0.0460,0.0460,False
2024,7,1,2,Debiased_Whittle,0.0000,-0.4410,0.4410,False,0.0000,-0.4130,0.4130,False,0.0000,-0.0280,0.0280,9.7044,0.0122,0.0013,9,True,83197,10.9915,0.2082,0.2854,1.5142,0.0000,-0.2065,0.7321,-0.0280,0.0280,False
2024,7,1,2,Vecchia_mm20,0.0000,-0.4410,0.4410,False,-0.0198,-0.3450,0.3456,False,0.0198,-0.0960,0.0980,9.7044,0.0122,0.0013,9,True,83197,13.5816,0.3276,0.3979,1.9409,-0.0099,-0.1725,1.4232,-0.0954,0.0954,False
2024,7,1,3,Corridor_4x4_lag643,0.0880,-0.6300,0.6361,False,-0.0426,-0.5909,0.5924,False,0.1306,-0.0391,0.1363,11.3442,0.0000,0.0000,31,True,64851,11.6425,0.1815,0.2129,1.1930,-0.0142,-0.1970,0.5791,-0.0437,0.0437,False
2024,7,1,3,Debiased_Whittle,0.0880,-0.6300,0.6361,False,0.0000,-0.6195,0.6195,False,0.0880,-0.0105,0.0886,11.3442,0.0000,0.0000,31,True,64851,10.9915,0.2082,0.2854,1.5142,0.0000,-0.2065,0.7321,-0.0166,0.0166,False
2024,7,1,3,Vecchia_mm20,0.0880,-0.6300,0.6361,False,-0.0297,-0.5175,0.5184,False,0.1177,-0.1125,0.1628,11.3442,0.0000,0.0000,31,True,64851,13.5816,0.3276,0.3979,1.9409,-0.0099,-0.1725,1.4232,-0.1177,0.1177,False
2024,7,2,1,Corridor_4x4_lag643,-0.0440,-0.2520,0.2558,False,-0.0218,-0.2504,0.2514,False,-0.0222,-0.0016,0.0223,9.3075,0.0647,0.0069,2,False,115615,14.7694,0.1808,0.2234,1.5481,-0.0218,-0.2504,1.6144,-0.0044,0.0044,False
2024,7,2,1,Debiased_Whittle,-0.0440,-0.2520,0.2558,False,-0.0249,-0.2669,0.2681,False,-0.0191,0.0149,0.0242,9.3075,0.0647,0.0069,2,False,115615,12.1126,0.1691,0.2126,1.6113,-0.0249,-0.2669,0.8446,0.0123,0.0123,True
2024,7,2,1,Vecchia_mm20,-0.0440,-0.2520,0.2558,False,-0.0189,-0.2001,0.2010,False,-0.0251,-0.0519,0.0577,9.3075,0.0647,0.0069,2,False,115615,15.3144,0.2670,0.3676,2.1216,-0.0189,-0.2001,2.6291,-0.0548,0.0548,False
2024,7,2,2,Corridor_4x4_lag643,-0.0440,-0.5040,0.5059,False,-0.0436,-0.5009,0.5027,False,-0.0004,-0.0031,0.0032,12.1786,0.0392,0.0032,8,True,95172,14.7694,0.1808,0.2234,1.5481,-0.0218,-0.2504,1.6144,-0.0032,0.0032,False
2024,7,2,2,Debiased_Whittle,-0.0440,-0.5040,0.5059,False,-0.0498,-0.5338,0.5361,False,0.0058,0.0298,0.0304,12.1786,0.0392,0.0032,8,True,95172,12.1126,0.1691,0.2126,1.6113,-0.0249,-0.2669,0.8446,0.0302,0.0302,True
2024,7,2,2,Vecchia_mm20,-0.0440,-0.5040,0.5059,False,-0.0378,-0.4002,0.4020,False,-0.0062,-0.1038,0.1040,12.1786,0.0392,0.0032,8,True,95172,15.3144,0.2670,0.3676,2.1216,-0.0189,-0.2001,2.6291,-0.1039,0.1039,False
2024,7,2,3,Corridor_4x4_lag643,-0.0440,-0.7560,0.7573,False,-0.0654,-0.7513,0.7541,False,0.0214,-0.0047,0.0219,13.7648,0.0035,0.0003,14,True,76770,14.7694,0.1808,0.2234,1.5481,-0.0218,-0.2504,1.6144,-0.0032,0.0032,False
2024,7,2,3,Debiased_Whittle,-0.0440,-0.7560,0.7573,False,-0.0747,-0.8007,0.8042,False,0.0307,0.0447,0.0542,13.7648,0.0035,0.0003,14,True,76770,12.1126,0.1691,0.2126,1.6113,-0.0249,-0.2669,0.8446,0.0469,0.0469,True
2024,7,2,3,Vecchia_mm20,-0.0440,-0.7560,0.7573,False,-0.0567,-0.6003,0.6030,False,0.0127,-0.1557,0.1562,13.7648,0.0035,0.0003,14,True,76770,15.3144,0.2670,0.3676,2.1216,-0.0189,-0.2001,2.6291,-0.1543,0.1543,False
2024,7,3,1,Corridor_4x4_lag643,-0.0880,-0.2520,0.2669,False,-0.0624,-0.2706,0.2777,False,-0.0256,0.0186,0.0316,8.6667,0.1046,0.0121,1,False,114555,12.9742,0.1626,0.1907,1.3290,-0.0624,-0.2706,1.4613,0.0108,0.0108,True
2024,7,3,1,Debiased_Whittle,-0.0880,-0.2520,0.2669,False,-0.0655,-0.2808,0.2883,False,-0.0225,0.0288,0.0365,8.6667,0.1046,0.0121,1,False,114555,11.1961,0.1585,0.1711,1.3258,-0.0655,-0.2808,1.1950,0.0214,0.0214,True
2024,7,3,1,Vecchia_mm20,-0.0880,-0.2520,0.2669,False,-0.0568,-0.2465,0.2530,False,-0.0312,-0.0055,0.0317,8.6667,0.1046,0.0121,1,False,114555,14.0653,0.2874,0.3729,2.2141,-0.0568,-0.2465,2.4886,-0.0139,0.0139,False
2024,7,3,2,Corridor_4x4_lag643,-0.1760,-0.5040,0.5338,False,-0.1249,-0.5412,0.5554,False,-0.0511,0.0372,0.0632,11.5454,0.0102,0.0009,9,True,92504,12.9742,0.1626,0.1907,1.3290,-0.0624,-0.2706,1.4613,0.0216,0.0216,True
2024,7,3,2,Debiased_Whittle,-0.1760,-0.5040,0.5338,False,-0.1310,-0.5616,0.5767,False,-0.0450,0.0576,0.0731,11.5454,0.0102,0.0009,9,True,92504,11.1961,0.1585,0.1711,1.3258,-0.0655,-0.2808,1.1950,0.0429,0.0429,True
2024,7,3,2,Vecchia_mm20,-0.1760,-0.5040,0.5338,False,-0.1136,-0.4930,0.5059,False,-0.0624,-0.0110,0.0634,11.5454,0.0102,0.0009,9,True,92504,14.0653,0.2874,0.3729,2.2141,-0.0568,-0.2465,2.4886,-0.0279,0.0279,False
2024,7,3,3,Corridor_4x4_lag643,-0.2200,-0.6930,0.7271,False,-0.1873,-0.8118,0.8331,False,-0.0327,0.1188,0.1232,13.5983,0.0134,0.0010,27,True,74991,12.9742,0.1626,0.1907,1.3290,-0.0624,-0.2706,1.4613,0.1060,0.1060,True
2024,7,3,3,Debiased_Whittle,-0.2200,-0.6930,0.7271,False,-0.1965,-0.8424,0.8650,False,-0.0235,0.1494,0.1512,13.5983,0.0134,0.0010,27,True,74991,11.1961,0.1585,0.1711,1.3258,-0.0655,-0.2808,1.1950,0.1379,0.1379,True
2024,7,3,3,Vecchia_mm20,-0.2200,-0.6930,0.7271,False,-0.1704,-0.7395,0.7589,False,-0.0496,0.0465,0.0680,13.5983,0.0134,0.0010,27,True,74991,14.0653,0.2874,0.3729,2.2141,-0.0568,-0.2465,2.4886,0.0318,0.0318,True
2024,7,4,1,Corridor_4x4_lag643,0.0000,-0.1260,0.1260,False,0.0164,-0.1662,0.1670,False,-0.0164,0.0402,0.0434,7.6720,0.0105,0.0014,4,False,116288,12.7403,0.1570,0.2123,1.6480,0.0164,-0.1662,0.9054,0.0410,0.0410,True
2024,7,4,1,Debiased_Whittle,0.0000,-0.1260,0.1260,False,0.0103,-0.1701,0.1704,False,-0.0103,0.0441,0.0453,7.6720,0.0105,0.0014,4,False,116288,11.9192,0.1207,0.1577,1.4714,0.0103,-0.1701,0.7026,0.0444,0.0444,True
2024,7,4,1,Vecchia_mm20,0.0000,-0.1260,0.1260,False,0.0157,-0.1459,0.1467,False,-0.0157,0.0199,0.0253,7.6720,0.0105,0.0014,4,False,116288,15.8208,0.2932,0.4480,2.9139,0.0157,-0.1459,1.9332,0.0207,0.0207,True
2024,7,4,2,Corridor_4x4_lag643,0.0440,-0.3150,0.3181,False,0.0328,-0.3324,0.3340,False,0.0112,0.0174,0.0207,10.2738,0.0268,0.0026,5,True,94597,12.7403,0.1570,0.2123,1.6480,0.0164,-0.1662,0.9054,0.0159,0.0159,True
2024,7,4,2,Debiased_Whittle,0.0440,-0.3150,0.3181,False,0.0206,-0.3402,0.3408,False,0.0234,0.0252,0.0344,10.2738,0.0268,0.0026,5,True,94597,11.9192,0.1207,0.1577,1.4714,0.0103,-0.1701,0.7026,0.0227,0.0227,True
